#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.000000   0.657881    0.707833    0.744436   0.693231  0.012254
9.066667   0.632046    0.683245    0.719286   0.666703  0.010547
9.133333   0.607119    0.653626    0.692357   0.643400  0.010838
9.200000   0.579026    0.620415    0.661057   0.611902  0.007914
9.266667   0.536804    0.582818    0.625730   0.573380  0.009913
9.333333   0.490765    0.543588    0.588386   0.535261  0.009018
9.400000   0.457034    0.507908    0.557396   0.500823  0.008771
9.466667   0.405903    0.465235    0.523863   0.461528  0.009720
9.533333   0.354745    0.423695    0.491962   0.422297  0.010863
9.600000   0.311908    0.386550    0.452482   0.382777  0.010212
9.666667   0.269739    0.339799    0.420091   0.343702  0.011158
9.733333   0.215636    0.298446    0.382137   0.302305  0.012065
9.800000   0.180393    0.260325    0.352515   0.268076  0.012852
9.866667   0.150365    0.234587    0.322937   0.239103  0.011819
9.933333   0.139860    0.205623    0.288171   0.215694  0.009382
10.000000   0.105362    0.170868    0.255332   0.187563  0.009418
10.066667   0.095221    0.153960    0.223083   0.167088  0.007402
10.133333   0.087358    0.128840    0.193417   0.149100  0.006190
10.200000   0.072586    0.107183    0.160198   0.125618  0.004820
10.266667   0.068522    0.096421    0.137978   0.113641  0.003586
10.333333   0.072922    0.097203    0.143091   0.116636  0.003759
10.400000   0.065564    0.090102    0.136935   0.106762  0.002747
10.466667   0.073566    0.102437    0.147141   0.117939  0.003321
10.533333   0.061688    0.081636    0.136362   0.104007  0.002908
10.600000   0.063586    0.081865    0.117427   0.097777  0.002147
10.666667   0.063876    0.081600    0.116850   0.100588  0.002494
10.733333   0.058239    0.072270    0.102821   0.085688  0.001471
10.800000   0.063120    0.080469    0.090727   0.080607  0.000552
10.866667   0.056249    0.068659    0.075869   0.071997  0.000429
10.933333   0.057486    0.063449    0.078523   0.072560  0.000759
11.000000   0.054119    0.068778    0.109182   0.079875  0.000921
