#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
117467500.860941    158861526.667538   40909055.4678168    93874044.5588309
28129034.5347586    75382630.5898956   26649662.2817584    68073691.4158981
59823571.9953622    73614965.1408244   96322899.3197033    218113131.430218
70104627.5284673    108227303.399993   31191704.6404865    72021940.492324
13099034.8845119    30816744.1450602   35921561.0700746    84463704.3888076
34216965.343083    46981810.5249716   40817717.7722246    91486068.4163623
33495616.4237855    83823362.0735058   51334794.3575123    124747689.742712
19236826.0646697    46611111.9410863   41764130.2064484    106539640.601435
20453846.9924533    53245502.6830634   18078701.3518899    44481456.2655841
38621131.1065296    100633554.701174   33012670.3056801    81351857.5581314
5272945.41487861    5215771.88815444   95631408.4392996    214036370.290676
129888155.730354    180199425.646622   65145822.9700649    157239027.712705
49467816.8816699    52182958.9332864   23885317.3083585    47760931.6162906
23270399.7057663    52458254.0735331   48719909.1775605    117954519.403557
97292075.675451    128315770.656318   33347599.8391709    78443555.0307911
38769696.1479042    59725920.0596997   50512246.9644661    119434011.582225
21569806.3761942    52925869.9065801   18193061.1817665    45493204.6777201
15092515.2170792    40076765.6060607   15277059.0879337    37799336.9516495
24888657.0222139    63141742.5298915   22476781.7702795    54233816.4969123
20460641.0011394    48363027.1488248   16988874.5531032    38626672.0000172
23823786.1030012    45103687.6224232   9239833.17209435    20410948.8361257
97392272.1866024    140570992.554581   14163036.5893847    32067819.4369661
87603535.4197617    140825712.908171   70176488.6303349    176910760.19982
26138125.2135443    68067332.5393637   26522146.1515674    65601763.6308876
18740827.2591516    47028581.8528088   18929931.8934106    44415224.5317839
45190079.0270428    63397004.0495334   6217189.73652913    14234809.9148634
22628534.7356958    57148129.3169621   40244528.486518    100029258.657828
14108276.0170553    13845197.8211081   64876536.1667117    150804211.985059
0    0   0    0
80715394.3118282    129463176.288597   22990791.9476929    55838379.2390279
35778634.2122944    86837205.026015   28906316.6525259    69299093.782883
42421520.1418073    104476763.828738   35575053.9617676    83457173.932858
148373375.306584    209990140.769622   41635149.076989    96650656.484786
31585585.2108216    81556127.6973733   30778227.9541791    75208311.6011403
39073380.7487263    38464446.7533293   40987799.8752508    88299251.4512765
42681521.229026    67816529.4246355   16237499.1663574    36032571.4065771
157516595.571369    170261609.563888   63604707.8844308    152496762.715305
26670042.8229795    27304142.0001739   70179272.0515307    152357862.708257
38076507.553788    73673257.6653763   39319795.519962    91089630.599899
75616819.5740596    116108500.399623   17182613.8983905    39103369.05815
117641600.794674    165738166.057984   30832057.8097879    72604660.588769
56045984.1955947    117070475.802685   24313659.2709    60961672.8031161
25379929.5701197    63621045.6895034   21051624.4423537    49865596.636684
23944900.881423    39033657.2409958   6536492.67199832    14919705.6636073
51853552.4088483    103582992.086332   29713036.3851621    73672117.8215063
373027.993560353    750582.232179894   27433852.4395522    64991681.2950817
27443217.3298434    65456503.4218464   18233967.1539348    41770316.8131224
864641.294455085    1007036.52327685   54934207.434321    134629756.89436
103039500.312978    146894825.254397   15064917.3169218    32494251.9893703
101766878.792812    175640365.584592   21623675.6876618    50596099.2720717
38073.4574622933    55041.508583082   41566676.3719424    83637519.2694941
44781742.375401    52991063.0911273   44797999.7845617    109134550.458908
18085663.6517816    26386943.1260272   34586784.1755357    88369237.1848481
41728976.0036139    102550925.309555   38471246.0056257    90755872.4169028
61166290.4370871    84702163.8496873   31011866.6430055    45460417.4833966
26254416.542892    69477249.0775772   22391820.5606671    55338834.1415878
132046658.880499    183860780.59005   23677564.2316979    48873135.0597349
186413856.514875    284395373.865673   34556365.7965845    83386540.0938481
116646910.555593    143312490.933177   59290546.5889732    139059324.108204
20388456.6464157    52496953.5052649   20632921.9421635    48926971.0181964
187373008.290488    228007701.465471   45369355.7575296    106989685.205254
47328612.5676134    56236369.27792   1785843.72662475    3776197.48906346
29402941.1482078    74109724.6787367   33396951.9521476    79993828.5138337
16303357.5598424    41292591.0582129   16110776.5079543    38519265.1784315
17877425.1449549    46323127.8186955   16810190.1061687    41313418.0478366
26697535.0422357    66609321.5928974   17460133.1813132    42356031.5035272
78394833.4708126    150023694.54266   27822784.3888527    65247962.4687185
59466109.6909217    136251541.201208   42608657.9670724    97378268.3886148
56502980.8919818    89266184.1971373   35360143.5610235    87176533.0063504
58793801.5474555    79665860.0308811   40643101.3068245    96264878.8953993
28393880.7803903    58839540.6169137   58967676.4266576    146742652.285551
12073090.147675    31366128.3602333   10605818.1610567    25603291.0967559
21780265.9071378    53668669.0220808   16879233.8033481    39465073.2801696
246307338.660259    340181076.255963   31076292.7037977    73539448.8318942
27691667.7985385    72031962.5673019   19027028.3288949    48654755.0889233
16139898.9737361    16474078.0471281   64856389.6172345    141535097.254186
28023196.9960207    72744554.8892924   27672636.4654324    69767815.9761662
44829051.1821425    58451574.1570558   56789302.9488075    140448077.924668
49063899.9106843    84939623.8267635   15440621.0244568    38090644.7066077
18513070.1603043    49554600.4540833   19513347.3074814    48712074.9296143
45131215.7117064    73830589.4359594   13215258.9800677    29677591.5900313
16697974.6468418    42504878.9119559   14596321.2652158    35074862.7956041
145697234.066195    207579420.411575   28152460.1555954    57135296.9938335
27147112.8440727    73661012.0102238   25732294.9135037    65695357.001581
35997547.3745227    83390468.3362709   19982171.3296873    50687037.0639487
151068066.292695    208139317.002463   38334131.8417617    95165005.5671812
74688259.897423    119557570.233322   15873452.3646448    36086408.0196452
16632672.4269848    35385946.1089981   14009098.5340886    30232672.321467
18683599.1196778    48686579.2977694   18424200.2318995    44530434.2626339
66865617.5441839    85613933.0638856   50437111.9264517    116679047.383008
25396747.9891576    62323148.444446   19386456.589733    45349575.1891507
104527808.762815    151526809.05634   23039190.2862915    48125471.5578315
17350725.2236981    43604227.332601   17739179.3396084    42543779.4607478
79494510.8846673    129669927.210518   13145459.8335406    31065060.5147219
18391052.7324029    34823360.1898902   12071965.0252361    26152529.0713567
65644639.4782584    128205985.134915   29320420.6591749    68307127.9957854
129066658.451144    202344660.091333   21727407.4678132    52848927.5874081
71001221.0831385    108825113.966947   12265508.4397402    27577913.424502
28697843.5760934    69742788.2095278   25352056.2099933    60163446.3096334
