#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.500000   0.366978    0.435612    0.498832   0.428057  0.012719
9.600000   0.294121    0.371375    0.442068   0.365481  0.012521
9.700000   0.221668    0.305452    0.390779   0.306414  0.014197
9.800000   0.163654    0.250816    0.347226   0.254609  0.014253
9.900000   0.121210    0.197163    0.286035   0.204954  0.011690
10.000000   0.076845    0.145797    0.233697   0.160049  0.010979
10.100000   0.052484    0.104218    0.177321   0.122619  0.007761
10.200000   0.031973    0.063107    0.117899   0.082894  0.004869
10.300000   0.015040    0.035286    0.078041   0.057159  0.003763
10.400000   0.009868    0.025631    0.058076   0.045070  0.002692
10.500000   0.006738    0.020320    0.056711   0.041947  0.002750
10.600000   0.006195    0.020874    0.046841   0.036556  0.001998
10.700000   0.007674    0.023016    0.046145   0.033525  0.001270
10.800000   0.005842    0.019381    0.041949   0.027943  0.000816
10.900000   0.004727    0.012486    0.027666   0.019555  0.000461
11.000000   0.002883    0.010078    0.020283   0.016209  0.000402
11.100000   0.001964    0.004931    0.010163   0.008647  0.000097
11.200000   0.002133    0.003194    0.006473   0.005197  0.000024
11.300000   0.001575    0.002361    0.005346   0.003863  0.000010
11.400000   0.001789    0.001789    0.001789   0.001789  -nan
11.500000   0.000000    0.000000    0.000000   0.000000  0.000000
