#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.981489    -1.712289    -1.514506   -0.935116
1.104000e+01   -1.920358    -1.669680    -1.479227   -0.844916
1.108000e+01   -1.909192    -1.654673    -1.455090   -0.888772
1.112000e+01   -1.860785    -1.618921    -1.402302   -0.826097
1.116000e+01   -1.789903    -1.573564    -1.372363   -0.902771
1.120000e+01   -1.796349    -1.553542    -1.358095   -0.815393
1.124000e+01   -1.762094    -1.516546    -1.316098   -0.885092
1.128000e+01   -1.715478    -1.486715    -1.274253   -0.883388
1.132000e+01   -1.678437    -1.454618    -1.256183   -0.841124
1.136000e+01   -1.666337    -1.423851    -1.237050   -0.919621
1.140000e+01   -1.653798    -1.425795    -1.243770   -0.907503
1.144000e+01   -1.625747    -1.370749    -1.204717   -0.942675
1.148000e+01   -1.676262    -1.419976    -1.218269   -0.979569
1.152000e+01   -1.673070    -1.431112    -1.229867   -0.975622
1.156000e+01   -1.642527    -1.412288    -1.227875   -0.919700
1.160000e+01   -1.685171    -1.449199    -1.250952   -0.909347
1.164000e+01   -1.681225    -1.471366    -1.291682   -1.018747
1.168000e+01   -1.624552    -1.446642    -1.294734   -0.989687
1.172000e+01   -1.691476    -1.451039    -1.288696   -1.033254
1.176000e+01   -1.644373    -1.424311    -1.286451   -1.065539
1.180000e+01   -1.641302    -1.450030    -1.323099   -0.914133
1.184000e+01   -1.649513    -1.463059    -1.331303   -1.062112
1.188000e+01   -1.689484    -1.474867    -1.336621   -1.024822
1.192000e+01   -1.618007    -1.467256    -1.326524   -1.128601
1.196000e+01   -1.644302    -1.467028    -1.348989   -0.993985
1.200000e+01   -1.623210    -1.496434    -1.375694   -1.039182
1.204000e+01   -1.562541    -1.447793    -1.337379   -1.138100
1.208000e+01   -1.615970    -1.478067    -1.363051   -1.177771
1.212000e+01   -1.619993    -1.465462    -1.368817   -1.193455
1.216000e+01   -1.561044    -1.425762    -1.357339   -1.204413
1.220000e+01   -1.584925    -1.469790    -1.380502   -1.149517
1.224000e+01   -1.577434    -1.474021    -1.384158   -1.210438
1.228000e+01   -1.599681    -1.492908    -1.395198   -1.207306
1.232000e+01   -1.595022    -1.480795    -1.373266   -1.211953
1.236000e+01   -1.608603    -1.500388    -1.436085   -1.128400
1.240000e+01   -1.563645    -1.488819    -1.392302   -1.216707
1.244000e+01   -1.578501    -1.492578    -1.405551   -1.248438
1.248000e+01   -1.618803    -1.514615    -1.442153   -1.147258
1.252000e+01   -1.625086    -1.499693    -1.456945   -1.321662
1.256000e+01   -1.654121    -1.530595    -1.455594   -1.322012
1.260000e+01   -1.628121    -1.525091    -1.474661   -1.347385
1.264000e+01   -1.734555    -1.582568    -1.477293   -1.361460
1.268000e+01   -1.660603    -1.583600    -1.527755   -1.343796
1.272000e+01   -1.668937    -1.603874    -1.504861   -1.400189
1.276000e+01   -1.695749    -1.618124    -1.539665   -1.401439
1.280000e+01   -1.732264    -1.636054    -1.560025   -1.444190
1.284000e+01   -1.736155    -1.625917    -1.574838   -1.445074
1.288000e+01   -1.769299    -1.686356    -1.595794   -1.431820
