#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
122737489.113965    163302316.115652   43281972.5501536    99002896.1778012
63001725.1410248    141030913.42923   32939345.8915793    85412405.8971566
61402304.0771832    73429637.160173   84694158.8551951    193108450.073368
76808520.4669796    103736999.415293   33256464.9762081    76159587.224165
63205549.4812199    102003369.952831   34774108.6121931    80986501.7863903
55588439.7902869    75909125.5340077   40598211.6446589    91223976.4028513
27531510.7197701    71138034.841378   60026239.2449289    148055624.250804
17426988.5447102    44547552.3371036   45580291.1282981    116634905.89635
24837157.7368653    55005532.8466389   25646555.6562382    62755963.5404482
29542123.3988628    76933954.7381175   34481461.5755131    83457270.1246948
33495.9963796219    28900.4923514488   157040659.412866    289364856.747937
132991115.201843    175961076.573317   61825490.5930778    146817149.485745
48372796.7305114    49502465.389777   27382208.7972382    53873172.8054791
1877217.66200045    2690836.52456756   66380793.5537622    162022516.183634
122422088.392922    170467031.556331   23466203.768371    53894611.1773021
58698342.069911    90915686.2147299   44698944.1254251    104514057.702158
25834023.2841269    66501545.4722   21280724.2877821    53511258.254703
150709363.078098    227800199.605451   28169800.7009982    70579598.7699498
19442170.9388767    48873618.0795198   17282969.2816381    40527684.2920123
19386375.2415318    49041130.631651   22698226.1340753    53119454.5709494
49671545.7768886    83732152.857477   10779056.6887919    23861326.0143523
99150597.7247932    146046429.359547   14712886.8131827    33409982.3048931
81297541.1071773    129007025.100522   73979515.2168544    187099608.565536
26631509.425987    69496020.1176436   28493317.9490165    70026551.3143265
15928109.9790148    39919638.0107369   16176858.9013686    37315860.8139908
66353266.9613198    96501629.0153517   9053173.56990636    20459728.7377235
22191455.6355637    56882730.8072868   30511992.0535395    75252223.8854736
5825130.23824905    6194642.93232892   58746510.5362768    135110005.436574
0    0   0    0
22083568.6223678    56928333.8042802   22912212.5359363    55542057.3996955
35902208.5195613    88266801.3579067   30086636.1429559    72177566.2442213
124314647.773757    195390713.196158   38987945.0626462    91954291.9081628
139475878.800631    196681516.920222   43748084.8448218    103504720.447636
40197852.1337385    103470854.542819   36415866.3283434    89932322.4343178
23554560.730651    24011195.7766818   43554039.5828064    92230875.1405919
12711392.6807996    30221156.8976257   26008726.9358293    58340134.7257705
153056466.748696    169126771.470731   71547974.9317119    169297365.774087
35890822.1345604    39222351.7089502   69090919.48745    152505147.474133
120081471.379915    174525916.884698   31925696.9464697    72015380.7187475
159717078.394482    218182961.671977   34970538.3343743    70852517.3586364
138643556.85481    189707352.795069   34002170.2992312    80057438.9542052
49484360.5981006    115185542.374024   26719293.6363302    67240982.1225866
24870245.1466954    63951957.1433663   22848742.3806959    54396897.6786178
133664450.542123    183338744.981486   19384002.0457559    46126761.8132472
55607139.4018539    110042653.535198   29766738.0869728    73250363.8933801
104213.570986041    187857.773258911   29526427.5679307    70144691.8577464
32606410.1326889    83510400.4933331   27880966.6931937    66544198.6528217
707200.147845599    1343575.98177285   64282722.4749834    161622414.217901
103084775.181205    152855675.204934   12158041.8198978    26148789.1096133
82065520.686339    138903080.45942   38418155.7931172    90404820.577458
15051187.305828    24202306.9154278   12493611.2129091    27174098.7909364
54941261.9382719    66129538.9773526   46462056.1548626    113702046.894485
29131837.7408642    41423682.6608285   35149525.500902    89192480.7637805
44184737.1135456    111747048.872508   34659234.9865245    82520393.8343963
62397586.0360232    82414073.7305464   21361853.4276394    29226232.7483895
20819190.5194133    55080377.5835438   22782645.9572604    55544921.4843744
70901797.7243142    82201122.3311369   37600419.4558286    90336289.6801374
103620601.820608    123664124.587186   92665402.4791718    225354813.876245
51381467.2468155    68947907.4451001   44659275.9556815    106211095.315189
20531453.6020994    54294631.7433181   23717166.2755872    56768912.4873914
26604787.3609874    26667307.927278   114265474.056225    234366718.846372
69455845.4743986    85301046.229059   1249188.29318026    2625809.17571724
199334987.060245    279941689.133132   39346647.2838011    86627509.638541
66512039.0530434    123676620.22622   30183515.6996343    73032346.9516048
13556764.4483084    35723895.6748773   14489404.8449686    34958752.0285995
105444803.56047    161201749.080401   18649931.0740036    44470040.4920959
69328096.1320353    92627948.7567067   63793218.484456    153444663.263054
0.0422074002126013    0.0932327276966299   105015318.131943    242138591.489851
57750740.482225    93949228.987512   36901896.097672    90941471.7213884
36105989.6360705    54047279.0572317   60395297.3638663    148024947.444837
34792875.8929264    70565882.3767672   61989692.3212436    154226870.742413
45685382.0959847    77914317.6803676   11290370.0791227    27011934.7295964
21387908.9160336    52958747.4131785   17301558.4921656    40229806.5657454
242537576.827895    349793376.401641   37487390.3047824    86356834.7362013
101942345.105089    150267548.377701   19346147.6039603    49379438.168991
84709572.0647031    113372504.610764   19324835.5407565    45153058.0200291
28830367.3864813    75479593.9829591   28209004.4280816    70647574.1456617
46619263.9736381    64292743.8890059   55669463.240539    137467535.965032
63997404.7926163    102954045.740641   16391164.7717307    38991948.2385412
28527897.1423786    77726918.0044573   28383763.6895492    73162769.8557524
9751833.25522328    19662271.7419735   26157671.5610711    58988204.4219541
115555418.855906    172870570.185782   22853070.3164639    53581574.8280229
146700204.355718    205890052.373055   27167922.1687675    55171283.2002995
32009968.2840667    85682465.0923984   30298366.7653995    77809906.7297581
43246988.421196    96146551.3501425   21125889.2281565    53998277.516414
