#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.981670    -1.739707    -1.566774   -0.952560
1.104000e+01   -1.919483    -1.704967    -1.537837   -0.881253
1.108000e+01   -1.913520    -1.682533    -1.516711   -0.887836
1.112000e+01   -1.858615    -1.648843    -1.468895   -0.878237
1.116000e+01   -1.793710    -1.610026    -1.439534   -0.953767
1.120000e+01   -1.800166    -1.587471    -1.423917   -0.878230
1.124000e+01   -1.767269    -1.553927    -1.374615   -0.886936
1.128000e+01   -1.717270    -1.524136    -1.332815   -0.882847
1.132000e+01   -1.680982    -1.495698    -1.314696   -0.846400
1.136000e+01   -1.659768    -1.463573    -1.280424   -0.913151
1.140000e+01   -1.655905    -1.455518    -1.282515   -0.915902
1.144000e+01   -1.634458    -1.409652    -1.224226   -0.930143
1.148000e+01   -1.663396    -1.426769    -1.229312   -0.948322
1.152000e+01   -1.656624    -1.439611    -1.230441   -0.966902
1.156000e+01   -1.638665    -1.393575    -1.222088   -0.891268
1.160000e+01   -1.651684    -1.443121    -1.235453   -0.948517
1.164000e+01   -1.645241    -1.459164    -1.281853   -0.995081
1.168000e+01   -1.609234    -1.430305    -1.265350   -1.014345
1.172000e+01   -1.626588    -1.418218    -1.262977   -1.043795
1.176000e+01   -1.611367    -1.407198    -1.264496   -1.057706
1.180000e+01   -1.586393    -1.411613    -1.287590   -0.877156
1.184000e+01   -1.618191    -1.421399    -1.293258   -1.023601
1.188000e+01   -1.617109    -1.432319    -1.300712   -1.010876
1.192000e+01   -1.574308    -1.423721    -1.287554   -1.098110
1.196000e+01   -1.615038    -1.429315    -1.310793   -1.000163
1.200000e+01   -1.592657    -1.436965    -1.336973   -1.019143
1.204000e+01   -1.531335    -1.405385    -1.309383   -1.114430
1.208000e+01   -1.574309    -1.438782    -1.335570   -1.156527
1.212000e+01   -1.594296    -1.427567    -1.337147   -1.196510
1.216000e+01   -1.532095    -1.400509    -1.322174   -1.148827
1.220000e+01   -1.562621    -1.445722    -1.353759   -1.149185
1.224000e+01   -1.538137    -1.436627    -1.347125   -1.169179
1.228000e+01   -1.578029    -1.462445    -1.378234   -1.199145
1.232000e+01   -1.571120    -1.436617    -1.357079   -1.209570
1.236000e+01   -1.586084    -1.458179    -1.404320   -1.083004
1.240000e+01   -1.536463    -1.443694    -1.377231   -1.177755
1.244000e+01   -1.537378    -1.436327    -1.386169   -1.223100
1.248000e+01   -1.551811    -1.473992    -1.424689   -1.151435
1.252000e+01   -1.570876    -1.477068    -1.417121   -1.278689
1.256000e+01   -1.641018    -1.507021    -1.411019   -1.289535
1.260000e+01   -1.653435    -1.505399    -1.406384   -1.300444
1.264000e+01   -1.649991    -1.534174    -1.460421   -1.284238
1.268000e+01   -1.630350    -1.553207    -1.480785   -1.312595
1.272000e+01   -1.682594    -1.555781    -1.463451   -1.369191
1.276000e+01   -1.679962    -1.571436    -1.511736   -1.310307
1.280000e+01   -1.668529    -1.569012    -1.513306   -1.419654
1.284000e+01   -1.684668    -1.615478    -1.544884   -1.405793
1.288000e+01   -1.712436    -1.661432    -1.585422   -1.407120
