#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.954618    -1.706966    -1.514852   -0.937222
1.104000e+01   -1.904856    -1.669314    -1.484174   -0.849063
1.108000e+01   -1.892695    -1.653081    -1.458202   -0.889328
1.112000e+01   -1.851874    -1.615532    -1.410057   -0.829756
1.116000e+01   -1.774121    -1.577378    -1.377829   -0.893246
1.120000e+01   -1.788663    -1.555512    -1.364801   -0.820107
1.124000e+01   -1.757715    -1.518075    -1.320879   -0.885357
1.128000e+01   -1.712124    -1.489860    -1.280004   -0.883426
1.132000e+01   -1.674008    -1.458558    -1.262382   -0.842778
1.136000e+01   -1.661312    -1.429389    -1.241578   -0.919936
1.140000e+01   -1.646270    -1.426672    -1.248151   -0.914866
1.144000e+01   -1.632518    -1.368772    -1.209438   -0.952057
1.148000e+01   -1.672219    -1.421883    -1.218189   -0.978097
1.152000e+01   -1.675453    -1.437716    -1.231074   -0.975178
1.156000e+01   -1.652559    -1.410656    -1.231178   -0.916807
1.160000e+01   -1.683092    -1.454774    -1.253384   -0.942875
1.164000e+01   -1.684822    -1.473922    -1.293722   -1.025697
1.168000e+01   -1.624538    -1.455235    -1.291799   -0.984326
1.172000e+01   -1.687376    -1.467935    -1.290156   -1.034290
1.176000e+01   -1.639270    -1.438293    -1.293786   -1.065034
1.180000e+01   -1.635819    -1.456178    -1.322454   -0.917587
1.184000e+01   -1.649637    -1.465621    -1.326230   -1.061191
1.188000e+01   -1.700130    -1.476253    -1.338592   -1.026915
1.192000e+01   -1.619042    -1.462078    -1.333498   -1.123919
1.196000e+01   -1.645424    -1.467547    -1.356858   -0.992391
1.200000e+01   -1.626293    -1.495704    -1.384887   -1.014981
1.204000e+01   -1.578889    -1.447900    -1.340929   -1.130341
1.208000e+01   -1.612556    -1.469651    -1.363343   -1.195703
1.212000e+01   -1.639891    -1.483650    -1.368394   -1.194175
1.216000e+01   -1.577333    -1.432400    -1.365092   -1.195942
1.220000e+01   -1.583927    -1.471665    -1.381097   -1.148138
1.224000e+01   -1.591899    -1.482088    -1.381614   -1.217693
1.228000e+01   -1.639139    -1.515584    -1.415509   -1.212938
1.232000e+01   -1.601101    -1.477851    -1.393443   -1.212060
1.236000e+01   -1.626600    -1.523009    -1.443143   -1.123796
1.240000e+01   -1.572725    -1.489783    -1.414591   -1.203152
1.244000e+01   -1.587092    -1.498983    -1.429185   -1.262544
1.248000e+01   -1.609828    -1.521805    -1.464192   -1.156589
1.252000e+01   -1.618986    -1.513180    -1.465240   -1.320443
1.256000e+01   -1.660999    -1.548446    -1.482220   -1.292594
1.260000e+01   -1.665096    -1.539367    -1.478269   -1.316035
1.264000e+01   -1.717329    -1.607442    -1.495314   -1.357713
1.268000e+01   -1.690250    -1.597527    -1.527312   -1.343932
1.272000e+01   -1.688254    -1.598797    -1.499831   -1.397958
1.276000e+01   -1.725984    -1.642155    -1.569764   -1.398795
1.280000e+01   -1.729089    -1.624163    -1.558811   -1.446686
1.284000e+01   -1.798974    -1.638210    -1.576737   -1.442225
1.288000e+01   -1.783476    -1.715754    -1.607758   -1.481798
