#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
108210064.628097    146767265.642431   35063637.6024451    80232850.1752414
26369259.7735543    70449199.0262104   26509291.9033111    67296625.5496939
57252975.4322474    70377106.7903589   100098832.607395    225729921.066125
24645978.847614    43278783.4411633   26123102.2355765    60254947.4126471
11936725.0401364    27975024.6487051   37082007.0377717    87078827.0373764
33650265.354493    46523141.8109378   41660657.3609505    93538292.7951722
31658335.0263827    76269315.6085515   54239453.8131564    131390714.067283
55590962.1918237    82518206.7497796   43992880.3595901    111827707.46742
20237046.8128236    52676700.2405985   18080692.289633    44431467.1260793
22577827.6620448    59288337.2061577   28637648.8034259    69398593.8231799
5512666.89447108    5453451.68978516   94610140.2839397    211297154.304368
139329228.309476    191957840.213823   60643342.2207687    145770717.223649
49434878.5377165    52165069.3573736   23903012.7736067    47803724.0482722
23132420.1279599    52091635.7321492   48440944.0085219    116941502.831501
93331090.4561065    122592543.188817   32480731.3398398    76111264.9685017
37847675.3574409    58697140.6473196   50642518.8473127    119686649.400796
27849218.7295364    72326360.7850278   22288987.7515782    56023768.7312726
14030805.4932502    37851258.1859602   17099632.7076276    41702334.5856664
21689736.1436173    54689014.5000029   19969498.874486    47611484.7792919
28278162.2539111    72181117.360759   32528788.3293299    75135685.7397969
33039787.3270637    55358776.696286   10369471.3933992    23066105.0339046
87931793.2301468    129355374.427631   14639952.9724228    33041841.8350419
96012751.6446041    153211866.954427   65670010.8729877    165173582.936207
26096400.0347547    67826944.0963761   26392132.5057725    65197829.5395126
18998409.6558334    47906517.238232   19985179.2866818    47041165.6953123
21260860.638027    42014456.3492857   7933251.32874366    18355686.6754683
59877597.2736189    102104046.049724   39522472.5831621    97498262.5418349
0    0   87522402.5829758    176806046.814633
0    0   0    0
23895307.80628    62266094.8297499   24971278.9747245    61487328.8394978
33366222.6148118    81620981.0485   31961358.3057091    76262214.7367575
42740382.1771747    105651497.619112   40796295.6462707    96235764.6092128
133096003.084148    192434709.068775   51236846.122511    114346994.508383
37357809.1579842    96886358.1132603   35175602.773903    86408418.9680926
34761074.7487086    34296049.3760872   40342727.5818859    86789760.9139598
12397672.5068298    25771306.0595474   18736316.1327014    42352718.5077624
145253601.749113    156056404.829414   69904710.0349294    165965945.566829
26226080.9468057    26705007.1072709   70622017.9687866    152877493.989642
36357157.3287816    72589421.0727412   41188144.6222511    95432736.2440004
22149095.0626961    50534398.0216599   17382322.1562163    39073222.6496896
34716735.916823    76286274.618352   31372491.9307044    73650160.0439456
54756156.5108784    116997385.738261   24777700.2559432    62141699.6229672
25272493.6959863    62325630.7832455   20494740.3775845    47975783.9169342
81257828.4747953    121844854.0198   15909609.1024259    33795889.3537444
51008621.4333949    102033724.574556   29494710.4679766    72880423.972666
20840527.5329448    53710762.9311387   30550309.1131679    72955741.2038224
29636196.9633215    74553426.5718699   28272466.9809613    65773148.5953757
5056.79140383401    6415.75397097732   63143138.9227081    151848803.122926
105520112.460981    151361168.99136   15676324.8132487    33790689.1156962
22722059.4380623    54561734.8362127   36555529.2972109    86346011.0007762
178.894607044691    195.725758590894   42372531.5237716    86944860.3504542
44457128.6546867    52585119.8510673   45212975.5770457    110001019.812143
17837091.4078743    25991030.250206   34746999.2413551    88674279.8900989
28299971.4196873    70907589.5392277   44223381.6924459    100829667.425867
59827052.5695524    76054860.1628497   6200995.49764111    14032617.639939
27518632.3491962    72801302.8539452   23538043.9541067    58116928.6595779
168012143.649267    227196582.333074   29428710.2928863    58931608.7477504
180416125.742778    278561169.364315   36943364.8835441    89329194.4308416
113563363.384553    138489012.487219   60047148.7900745    140599154.530663
34136686.5472196    89016218.8559436   32216405.5618723    78819794.1404679
