#1.treeId       #2.nodeMass      #3.diskStellarMass     #4.diskGasMass        #5.diskCircularVelocity     #6.spheroidStellarMass      #7.spheroidGasMass
246              5312280002560      0      0    0              99050554670.2199          5.90697011777798e-05
247              5293049643008      18824892590.0856      2539671251.36053    274.257054853241              128372823600.733          23.39409849099
248              5278709841920      46300564788.0988      1654203.78249102    318.057124864216              53033074547.6894          3.8810723076837e-10
249              5260609847296      12674684794.3142      6362565962.322    231.208645725228              80410205302.7029          1965.45801314531
250              5260069830656      629106616.45814      4974518092.25353    223.85587444505              123329932188.047          25685112.4158173
251              5248889913344      0      0    0              48746564573.519          1556740427.0122
252              5248809697280      10092245537.479      47763.7802861379    330.418152854636              129482490511.742          0.00172119841485157
253              5243159969792      3925279847.08933      11228747247.8052    199.162161513312              73506156063.2996          3576.71933857983
254              5235520045056      48976205378.7138      1141.08417893879    370.670672616047              41855852780.6638          2.08098060668205e-13
255              5222399737856      40476199158.6951      1298815509.00715    287.814514351252              119426925815.584          0.908439758918357
256              5211570044928      0      0    0              109127686851.666          106474.290713975
257              5208779784192      22804435415.6928      71729333.306294    305.382205641991              110952956325.973          0.000159257010534463
258              5200059826176      0      0    0              117181505352.573          1.40793339280039e-12
259              5194279550976      12866974017.9386      8693779505.04845    238.392016643321              98484057874.1544          1562.80838835126
260              5178860240896      0      0    0              109390023133.675          210459.027178096
261              5154879832064      48663992605.3312      7086812591.68326    171.556728806359              29465286338.6201          972.590076271712
262              5102830092288      0      0    0              103504255800.592          38825.6183678134
263              5097889726464      15672468795.0233      32758428507.8228    174.910442588398              36381817246.5168          28.3954623906991
264              5065349791744      16071963783.6529      853758352.157699    266.038564823915              117991497787.3          15.7690553341461
265              5013109735424      1234103813.0461      8790031392.28135    192.192914964913              109162053147.562          1801575.77070401
266              5008820011008      17676595783.7962      5.90726815850385e-06    363.521585879137              54409653206.2174          5.47532216259323e-13
267              5007249768448      0      0    0              132199324200.345          0.000200565582385488
268              4970089807872      4088835548.76963      5308241498.26415    213.121289884394              106690370640.029          6.22241700211173
269              4964580065280      6794773399.12485      -778607.865761256    535.618717973922              121630001453.957          3.18284265384608e-13
270              4934629588992      25477269630.3003      43587.9686708084    419.922647478023              104902621107.218          6.43373533762685e-12
271              4930120187904      1878048077.46854      7388980724.11516    271.756115312682              133362365448.747          1192.38083878326
272              4907859968000      42752880722.3247      19420782.1994032    349.372500722505              93771643971.8631          3.87119517443746e-08
273              4905110077440      65871853958.9079      13260.5469006672    334.133574363879              55943536858.4747          8.12622417022736e-13
274              4893899751424      52317213976.0184      107523441.271545    204.485262300878              48461661169.0235          0.126753058848653
275              4882640142336      12006494731.6704      837125749.501737    247.766370476545              123757563333.069          55724.1485419065
276              4870539575296      0      0    0              143927014247.233          39200.6459804471
277              4828539912192      53245053496.3707      723799733.137308    233.926836332608              59228650094.9788          0.381017920263392
278              4767369658368      20330095779.1765      11796997762.0129    137.042183479689              12052708801.9201          0.0465925001071443
279              4766830166016      4011564521.97444      4659885219.85051    178.615049603953              65939952211.845          1048647.695944
280              4762829848576      10721608078.3587      2271873251.42477    123.069014987635              6765169049.68388          3.61476955130879e-15
281              4754649907200      2835033588.21389      11714309879.239    221.033141460777              117547243247.595          1526.882063265
282              4748249923584      22711316906.8445      5579473331.1925    219.844501722119              100337097821.32          4237.73311660794
283              4733910122496      1249413513.67525      8416277925.52879    173.716123053366              69218867056.7605          16374002.6335573
284              4732260188160      58848854.0261306      3647372268.14355    240.607593638634              48186513542.5895          30504.5073631451
285              4729450004480      56271280035.6748      632942422.327366    479.461613199335              109446477297.08          4.25704760525009e-13
286              4721889771520      56513615138.9298      55563.1937905206    362.987926088891              84003799374.0049          1.46151444168158e-12
287              4719589720064      54492071788.2721      4012555466.67816    282.040543127996              37941957000.9536          1.26186313706649e-12
288              4696529960960      2789598070.56322      12423431823.9543    183.071368225823              62333539071.0513          3944676.32124634
289              4674599518208      13458425620.5257      8958588927.81023    198.735416035733              95536251746.2119          15576303.4520701
290              4649000108032      26272596758.7323      19406233752.3138    198.371518533965              46988396593.2948          1799.64620449316
291              4641329774592      29405545735.7592      10928589.2514978    279.504482884016              88749051060.2357          0.00186077522550759
292              4635219722240      33962585451.851      2651080239.07903    257.76489060329              64197061743.453          0.0933137115340118
293              4631489937408      33756258446.6331      13363134804.8237    239.663799210536              80813558588.6045          26.170512131421
294              4612270063616      14681341314.7435      5740840652.67365    257.271890399863              115456466951.47          5957.2960058648
295              4610080112640      574882868.04835      2480256064.06893    187.969268270135              95685495822.3407          3770531.61461786
296              4599220011008      29108766647.3567      9518608254.51748    195.661953451065              62534771931.2921          326.125076260691
297              4547259924480      60036912359.5558      -9.33311935573702e-33    990.304657721371              57989458950.7648          1.16083412453803e-14
298              4505419644928      50455051837.2029      514213186.847661    259.346462199288              33419810180.4397          3.48138961252563e-05
299              4491349852160      68111778249.716      1.57139744421873e-11    429.883818591732              56470688096.1446          2.16358343496253e-13
300              4489059762176      33890983336.8188      5227.84998113197    364.850795992783              28685954636.2638          8.45796709131193e-14
301              4449439842304      0      0    0              59235250810.9197          2716042.11600476
302              4446839898112      579087809.717248      5387612697.28153    212.051397766554              123341123156.233          2206709.6138129
303              4444900032512      4665549460.04164      7318239732.61072    189.062037432278              53252319266.0779          601.459568375053
304              4425430073344      52229675593.9888      -1.56683748037731e-34    478.915771976546              44987293271.821          2.81648992990611e-14
305              4292979720192      1645632611.21024      1606038791.58719    216.583345200247              59758709358.1156          1.52891645126489
306              4286980030464      167445965.274136      2811894811.33564    207.365277508815              126618464905.725          270519584.67844
307              4261619957760      45041901439.2276      3203603711.08296    217.973997976409              27711097707.9628          1.32618953226618e-05
308              4248529797120      11865223552.0341      866858253.574535    292.691755875411              117669906288.226          9.97028408390339e-11
309              4238209712128      88720582.1882977      2162816738.67306    190.328533551109              110185152519.063          618189426.100747
310              4180599898112      0      0    0              132212630207.354          1.61169465152204
311              4171580047360      55620728791.1043      2636378573.26708    298.604736337509              62508361335.4365          8.68001538445952e-05
312              4167719976960      16663.5629923955      205004570.348663    114.600813902329              181195186444.246          47891.6034167933
313              4156269789184      13991526593.9847      0.0177534654280982    379.274202402682              71304057044.519          5.59489208794639e-13
314              4135850082304      141556802.384849      507494335.605119    232.778057032408              82498367932.5981          331874.802883865
315              4134879887360      46750544290.1903      3440774639.78295    240.942257359926              90225773649.5423          30.8071275470823
316              4123289714688      45495981341.0083      -1.42176866481293e-33    770.995305775104              42369530802.6107          1.12364458763912e-14
317              4112870014976      5134754922.48432      7131824629.29474    217.172931434997              112594433744.172          7917975.05925275
318              4109219921920      30891126738.7638      250462868.806616    286.871877072279              72139174712.5335          0.000729892803704165
319              4077539819520      16609366.2830858      2163998916.32058    129.203859286768              36498478569.389          681075004.111618
320              4077270073344      0      0    0              47507135369.8949          1431588422.69079
321              4071569752064      1194765984.31596      3896173274.18445    178.390365407696              55680244599.8193          1103827.11229815
322              4032759857152      11232520019.3722      13752660600.5778    206.217844273538              56893369373.8181          3419.44364105081
323              4013879984128      20770650124.6785      4060332886.25786    227.863345814788              50234329231.2481          0.000946931835954787
324              4000920109056      9810263556.92957      5755354362.14861    189.939629211043              56639021788.4723          26.5327999851317
325              3993999769600      8975911725.68051      3925976023.39361    270.284336744368              122289898016.575          0.00201581487179815
326              3990009937920      8682537962.87037      1.00834024362258    392.774813518666              103514576455.664          2.38011963631018e-12
327              3987710148608      22937901296.3309      1818804202.36014    208.416875926353              48258511326.7679          0.0872961951862858
328              3978499981312      45451611340.3281      1.14990595246127e-15    415.929912354536              48299417969.2335          1.74455712144561e-13
329              3950790049792      8656095714.16434      18682436316.5619    149.372838901687              21700988934.3003          0.0949121086846061
330              3942770016256      23451872186.2364      151845778.398993    247.869258967467              91561251878.5179          7694.04470019042
331              3910879936512      33643665986.7459      4168340127.04122    289.529751686483              42064918492.3372          3.57700078575168e-11
332              3905179877376      3219372343.40691      26002793024.6879    159.062110436264              54571559196.7372          7676478.99786364
333              3894349922304      0      0    0              86092985866.3166          0.617948643199034
334              3891460046848      41267184842.2129      8425306336.96622    208.233432688693              65395623616.3577          130.017258048221
335              3868199747584      38168166523.1609      1726112391.31342    297.593815515739              34386996392.7931          8.16249946736911e-13
336              3866879852544      14239834162.97      7022497268.31919    208.105123170706              92208486472.2588          789.27007225115
337              3864669978624      2127434111.27538      7669491457.29649    171.894013945994              55252273975.7596          759673.678735679
338              3864339677184      9520510294.67185      845618225.357003    237.59756330304              112095508894.395          10.4200050426343
339              3862400073728      3945236581.98273      10066111229.2041    209.665073665858              76484473227.1356          1047.11151292697
340              3822149959680      47093301972.4151      2397711981.88867    257.78655342536              29652506352.5934          1.45930660083348e-12
341              3822019936256      28370161310.9184      17230755366.4836    158.684664295422              17045044665.2373          3697.44434987975
342              3821669974016      13527151634.9132      3386471075.28334    199.620210510964              56555347723.3422          0.859728711335779
343              3800169971712      733557387.771456      1451689672.05138    229.23514912253              95177779084.9776          186478.802733761
344              3780479811584      2529457517.38117      11898956619.155    205.542613705769              114460881274.344          31201.5480830714
345              3767439982592      53948690985.1723      38462942.841213    547.837022226417              46444858813.6759          1.03517606210307e-14
346              3755369824256      17119602284.7232      19244699157.3967    193.529901309946              67737158298.1879          2231.80995573331
347              3755149885440      10236219346.1081      23552116118.2623    197.502314685174              99410220531.6499          5305.10138725566
348              3748419862528      4560109278.39419      5339545719.37771    224.276223207406              115364533945.354          1.93016708165325
349              3696949985280      962668610.66398      12061924792.5825    171.392598227209              65810822696.5309          9560654.78197458
350              3695410151424      10114365451.278      8999430634.72448    132.609968985154              16001507736.8593          15790.4863087415
351              3695249981440      22723775210.8848      406010244.107152    195.22348609419              14827858947.0907          3.61237637270617e-09
352              3667509641216      0      0    0              0          0
353              3666460016640      14870232.8937964      5882734039.41032    100.45419771289              0          0
354              3654790152192      0      0    0              46921366113.3921          0.00124949229972244
355              3639149854720      32212541912.5462      990281.910135751    255.496192578147              22258977751.7072          6.02218649817562e-13
356              3636559872000      13029984.0898816      929709493.347648    195.155901758156              101445894057.047          274127635.32611
357              3627999821824      48359068234.4286      452483720.706766    201.432048174095              72907440694.2912          683.226557159603
358              3611519877120      11000666690.7033      2065672128.16746    198.692284625633              85570427081.5491          1567.11976849321
359              3606710059008      5092139512.95789      5975062161.01908    213.225175931261              115938024870.896          652.540527216187
360              3591999848448      50951074358.4971      2108953725.10433    212.575380932793              25859625227.8924          0.25692653728281
361              3576119951360      4257238406.4306      3482898495.75088    207.764331712594              119719501228.531          93309.5322091348
362              3574119792640      0      0    0              53460327465.998          1782326634.76682
363              3561909911552      18115468445.2561      4201675374.04826    216.63075949277              62167171216.6992          0.116374492324607
364              3548569927680      32343287928.2931      13622937866.7822    221.858395289422              60893227072.5326          104.995262490949
365              3520510033920      16543075525.1869      6177270605.14494    200.020196800829              70844785903.8134          826730.618975251
366              3514559889408      10996726894.0668      6138823263.47008    207.884404369809              81192466278.5293          247415.888792408
367              3514539966464      16510233.9086929      55296938.9026536    174.603298208352              92001481510.2121          18149863.0056115
368              3513890111488      8496356504.86045      13970403214.3341    161.605518051101              28138989346.0316          1358.92768462759
369              3502249869312      0      0    0              123060510147.168          40334.4390551803
370              3499849940992      1030483172.25398      11395087148.2837    165.11899887656              57789799289.5734          462977.195054813
371              3499010031616      0      0    0              42679181151.7236          576839888.282263
372              3486259871744      28857230069.7865      9732071967.11013    204.421494722638              81358976736.0615          6083.3911385324
373              3478619947008      6972971120.26963      15573989976.1739    160.730490763656              42772585866.5464          353394.814440242
374              3441970118656      0      0    0              0          0
375              3427090038784      260650857.130854      3282559395.89902    115.232854621658              37251513167.7085          100371867.639014
376              3421689872384      0      0    0              104178521561.995          14314.3675997907
377              3410210062336      4473765091.28498      6476083.90908992    256.392029001915              76515338187.1342          0.000847830193606028
378              3401809920000      23466467360.806      -2.14731885917582e-34    463.523737093754              26691528049.8079          1.09738751306264e-14
379              3400379924480      11140927699.1769      14017972573.4478    189.78226864928              56655926473.8914          36378.1400224749
380              3391729958912      15973178662.354      458889035.134893    244.060764978222              125462994105.778          1.62009685917624e-08
381              3386569916416      42392336627.5508      -1.3926474793508e-31    471.432657282765              37387423683.5973          3.75358445668236e-14
382              3386549993472      52108449021.3599      9526678979.83388    207.155573552421              26048378645.468          0.0142271117283206
383              3361889845248      0      0    0              52878056421.7149          16044.0624311019
384              3361539883008      0      0    0              120418145711.006          88806.4658067571
385              3357889789952      40825485614.7571      2275891.75677593    279.413271530859              44310485134.5709          6.90717299705819e-10
386              3354649952256      25794884025.7161      9141890018.885    184.926889871088              31267347657.4278          0.812027695194818
387              3350519873536      315975075.09262      4984204946.82464    207.947223509523              75112830617.8059          16882101.6120328
388              3346599772160      13874015329.8313      3612749011.12061    218.299652529749              87625604953.4081          97986.7765320298
389              3335940210688      62285566.9162503      7642233495.65265    109.28459323353              16577523495.4584          264153722.062859
390              3334799884288      22660323580.4485      7284947524.10348    231.976504615067              34529759380.2449          1.44842477289172e-06
391              3323300151296      23449982331.408      11795320629.9421    198.625966091887              67263212253.8631          12362.4220884664
392              3302959874048      525225964.611685      14067961313.2596    92.9043129553309              303380548.872349          184607736.666967
393              3302230065152      45723329928.5485      770278658.266369    328.386129498424              39460182563.1804          5.27682559764767e-13
394              3300419960832      23162594593.4771      1590120260.4115    192.620635807152              45390790695.6368          22.9984322025501
395              3296020135936      31512812988.8492      10814796331.7761    194.457611614268              22572312783.1687          0.00127863179279138
396              3295909773312      544.783475828233      90081457.3624478    77.2730284055552              104064885568.781          701861827.904043
397              3282869944320      14907511728.808      13348804876.2088    191.104039060551              56175586973.681          8257.58491841203
398              3280349954048      15816338802.1397      4141008662.78297    244.931556407244              112796214727.993          12260.4760587741
399              3271060094976      8166.46616878741      152241110.258537    99.9488155027327              78588158105.8971          1.42093073844737e-07
400              3258529873920      0      0    0              58013548944.4369          67.6023511796203
401              3223960158208      1516368489.98923      7081100633.55955    196.752421878023              86981098101.5079          86841.0237523523
402              3222309699584      22218101221.8179      634.678742734369    366.155390286582              74102529868.6893          8.41185785596812e-13
403              3219020054528      52737731891.0349      130082758.011426    240.72953760421              34428109679.256          2.15382949060009e-05
404              3201409744896      1534281088.22764      664362397.172726    181.082514018939              68039943024.5588          8658.36687858503
405              3197390028800      2570094451.37518      3395887246.84922    219.324715525737              103355445865.502          1567.94422511017
406              3183230058496      62500312000.0524      17267796.8307041    254.424450378118              49502116182.1183          0.0312643380681547
407              3179829788672      4612079753.44246      30123791659.2573    117.725827901028              927735351.681829          49072592.9613677
408              3178510155776      20005582923.0242      4163455435.94897    214.683788810392              61580950749.7176          25.3998361499301
409              3149069811712      1132225759.99025      90442766.8328534    192.551357805238              87244196538.975          7936174.45372381
410              3143509999616      488669300.23228      5188970939.6832    193.270528815494              97752763974.7128          832130.537375601
411              3131999780864      34876883549.39      8028606772.66734    220.242070588459              60755940463.6338          0.671695657877777
412              3128139972608      34895110514.6322      351655663.914343    189.404821081243              30198916553.2778          1.8343664400168
413              3121899896832      12344271152.1065      12335157307.0309    177.886322353619              66196404816.999          9329.61137763808
414              3120949886976      39267579612.3135      184854336.775956    249.541100697232              29053234695.1264          3.49246703523659e-08
415              3110370017280      6579728249.00742      13463571952.4543    176.437150873489              68089472584.6925          815956.905515243
416              3108099850240      8616466968.93693      3574020261.3121    189.149234875642              50188145804.4539          97.8602419983339
417              3099670085632      6729394843.09476      7795230263.73174    220.811058463126              72478633664.4339          67753.6971328493
418              3098159874048      899160974.156992      13567022272.2796    133.519988355866              28628720281.4332          99377.4269436534
419              3083009785856      31173448602.8769      676571916.065947    262.670328683527              55919153461.2479          9.50786683612089e-05
420              3081360113664      99802398.731047      6993808695.48724    132.071291867508              48478378364.6111          457052722.894511
421              3078279921664      10976031579.8342      6714492359.89908    181.580507616115              51531922756.8479          26544.4797078623
422              3076659871744      22718360520.0348      11320247.5088064    231.708720614255              45337084681.4704          0.079179721508757
423              3052709871616      2818352.30655654      201810053.047684    186.036963305058              90410647742.2815          214151545.032146
424              3052299878400      1337558152.0515      406476747.969316    234.933117628789              110468863687.123          2594.17761206365
425              3022479949824      5784623314.8002      12222979755.5276    163.104367382203              52743422673.6526          174010.939541617
426              3009839890432      1826242881.31535      9956743240.86346    166.283183339838              49450481092.3108          2261938.97035518
427              3002120011776      56835437815.7346      279941303.671153    308.156203973084              38722994782.3485          9.11840091534111e-13
428              2993320099840      10123024848.0128      7060824399.601    135.630129304717              17414276766.955          130.996243175093
429              2991129886720      48656287373.7638      1.88520888482242e-14    414.249797377869              39791464952.8886          9.67188856798456e-14
430              2966199992320      547901238.334639      4162667848.20012    220.620134465306              105775006237.103          22974809.3011918
431              2965010120704      1728407333.08845      246724746.219106    200.018310780798              66359425106.6481          0.000292366504311785
432              2956129992704      266264443.51104      5084610674.94633    150.582134028462              52977012306.4601          33149282.9790298
433              2950750011392      0      0    0              80210399706.4481          776.586663437718
434              2944350027776      6902215994.05869      8639637838.83433    205.278612229966              69091756407.2798          6.38960235359396
435              2943589810176      1736136483.62631      15493553728.6418    159.037938344102              45371499064.5786          821588.940863616
436              2925419823104      42587566930.3814      10526870687.9147    164.812022034473              13151579081.0177          0.0594240280775564
437              2925419823104      66696820.4329929      4877294422.92888    135.816543523248              39565619766.4218          267910115.534483
438              2923419926528      4297662562.66545      6447684175.679    186.198456136939              84947538298.6642          10784.8995419501
439              2923149918208      41799875359.4209      5456039354.80286    192.138657535899              21960206207.2724          0.287874507816804
440              2920179826688      17390537180.8724      213727586.118382    232.077029060752              62105208018.7667          7.53580950638135e-08
441              2912240009216      6927435948.70506      10534804397.21    208.148826188661              73540236700.0001          16060.9255964099
442              2896949936128      554561952.924963      2321040571.36826    190.013087378597              81232327544.345          0.273826014137614
443              2887959969792      23851564606.8117      3434702259.39585    176.016363585012              65311900545.3639          348042.045293196
444              2887069990912      17618961972.6231      8715526858.51881    229.375795424119              45865222464.6242          0.064025338193327
445              2885369987072      38057055649.3893      194428658.709659    202.484952506239              22000632708.808          0.000488695258104012
446              2882749857792      109802125.096845      3092833389.29065    159.580321411233              53325755825.7408          948658.620885217
447              2875669872640      5553705234.30251      4742437784.53842    145.36023216789              25973235351.6743          7.66547491684242
448              2866189959168      0      0    0              0          0
449              2859709759488      19892456107.8986      9370296152.10811    144.503433221775              9813689320.07393          3.89916207912228
450              2853959892992      1712166513.75701      3388748266.30318    217.914426576841              83743140101.5135          7.38831398134755e-06
451              2846689853440      51312852768.1547      3234458410.32041    204.361620671444              67404322761.4743          1753.68676951312
452              2815359975424      17591390744.4057      7053026386.34998    207.526717030165              58375904608.4718          257.837661896708
453              2813629825024      7288962.98278627      876793827.046097    167.65773487792              68039687315.1966          400376838.752432
454              2800639803392      270728637.431376      6928706918.8942    157.920923952827              68488973644.4965          176726988.508135
455              2799999909888      8389849727.65322      614866614.776811    364.160227251563              126311742153.34          1.07675863408581e-12
456              2799779971072      5587908469.27817      5586395126.85212    171.047894967307              52596533030.0576          449449.975008346
457              2784379797504      562810960.504299      1301282342.68494    165.004971125395              45279426763.1977          7974.82131543168
458              2774009905152      7319713947.46387      18420685573.5745    154.157691659265              19839975776.3992          12.1835137616959
459              2767259959296      19073249866.1063      10749734124.8573    229.329845921769              71898869829.6394          77.3565066945405
460              2763589943296      44491014006.7205      7160885837.32292    230.126672964738              44625375884.7218          1.86616262228779e-08
461              2762989895680      208075725.154879      1960345755.94565    168.815178603701              57299190030.6288          1687.87766676114
462              2761559900160      7345297635.69635      20862912474.0521    150.821353201207              28758129898.6612          447573.174271957
463              2760399912960      14161104027.6693      13437712458.2658    173.545257636336              26310437319.6629          35.2043871981991
464              2760160051200      1331304331.24258      4592507619.75765    187.967080189896              67070546775.8405          2347.68734430492
465              2757759860736      0      0    0              78711210152.5341          227788685.2666
466              2743630036992      15836545678.741      10604936401.2262    187.135645132926              36108695796.4726          0.000164380667082913
467              2729529835520      0      0    0              0          0
468              2727639777280      2103929247.96136      12730927981.437    172.97595831258              62147996543.9036          27702.9519558901
469              2714159808512      12874507802.7969      9804657246.09843    167.308736379659              42075122466.5782          425.790654539855
470              2705139957760      52380914891.1769      12.4336335201057    321.661725553766              44256588498.8365          7.07687292970594e-13
471              2704689856512      2155306703.78385      4123980895.10809    216.541849634224              66604696779.1628          459.5024762391
472              2703849947136      0      0    0              0          0
473              2700770017280      25857826144.4263      11149735674.4656    190.221799202654              25890417384.1039          0.171790045618266
474              2699740053504      15990979472.8043      24024528165.7171    176.387158490563              46488987505.5881          117.843361454539
475              2698769858560      7976071766.94896      3695396058.31764    206.978853682835              58079302333.6583          18.7714462516648
476              2695450066944      23204446819.3206      9662343503.07143    186.060820451473              61953106485.6891          76503.6725625692
477              2690340093952      11429875171.9759      1119001067.75891    168.814128784025              37134440677.0418          51.5316803498477
478              2683560001536      0      0    0              102235604594.331          1050.84284081338
479              2680299978752      157705423.079405      2772764879.58529    177.574798268102              34276710827.9284          35387555.8023071
480              2670869872640      9753738268.914      2870876916.3941    253.505575806322              84824688725.9097          0.13363599052552
481              2667979997184      4077435083.67401      13362971239.1967    179.228933604292              61529366947.3113          3342.0312084019
482              2665469968384      28342244851.1008      17324.141955659    292.008068475534              45310299858.7891          2.76879872270473e-14
483              2659199746048      40454342701.4351      3175590.77475855    251.677940858706              25559869707.4645          1.62100878067235e-12
484              2650670104576      0      0    0              42986529154.372          181212164.874575
485              2647639982080      36465950296.5547      2207051942.89048    179.038600428585              16977209883.7135          2.28152526351466e-12
486              2644919975936      11747383827.7022      11947039155.6254    152.079569499173              27913865373.8659          1696.03793653177
487              2644509982720      40653766173.4772      0.00961646044754632    360.858458695968              42891823922.4249          3.08329104587538e-13
488              2626519826432      7769285429.93136      17768159990.1891    132.909197643849              7804542727.92383          0.117740031793258
489              2622040047616      487073546.042415      9046948877.01678    163.994745206611              60767555973.7485          5478794.69596499
490              2617989922816      0      0    0              136558687505.383          1851.40290486972
491              2617130090496      3371625341.44265      21371288897.1467    129.692277801041              12200595799.4149          2989.0715740934
492              2612560134144      23045167041.4334      3032482476.69783    150.242739379956              20291262693.9804          0.173908320611955
493              2595920019456      29623265555.2574      3517999.62873081    232.03614030596              40051243903.1098          6.98001937510489e-05
494              2580019937280      10762349191.7333      8265626518.07982    143.529393716539              22106610446.5069          2776.52695282439
495              2578589941760      2675131174.62667      9991895803.02396    167.697626099067              49805583350.5297          15698.0121782275
496              2575160049664      10328724209.7582      13660847673.9774    185.233107435469              63758011035.217          1.19751199557489
497              2569779806208      11797938678.9685      5024278047.3113    175.461347399654              50231909782.635          19331.3426354839
498              2555820113920      18264741561.6164      57208805.9166929    245.712282178039              61886028578.648          2.4703354161148e-10
499              2546549915648      2974227684.12175      16260575542.856    166.366856767116              49201079360.3554          7380503.40803065
500              2544849911808      12890516542.7317      11723913240.3992    174.637731272307              41631798604.7408          0.0668706843636174
501              2540780126208      0      0    0              58579828128.0103          0.00329639321449374
502              2531969990656      7154054534.42636      16580142847.3949    184.735623355445              72253148212.5025          14430822.9598859
503              2530509848576      0      0    0              44580078753.1345          128270.196767973
504              2530400010240      20543622214.6917      8032089275.40393    183.234522109027              27609975792.0311          0.0154285257575291
505              2529000161280      25792920675.7017      1386668079.26259    305.623527167901              47918721285.6991          9.43785996556877e-13
506              2527619973120      43639173167.5659      270160888.157283    222.821916986296              35079658965.2465          3.26266549518305e-13
507              2523949957120      758375.397288185      377297532.453389    161.521000147623              82428154312.007          759.728481979663
508              2512549838848      0      0    0              130951838012.339          1494754868.09986
509              2509199900672      1143413967.12827      11739421246.7651    168.346018734751              63882533165.7135          1066843.33974507
