0 0.06 1
0.06 0.12 1
0.12 0.18 10
0.18 0.24 50
0.24 0.3 274
0.3 0.36 1522
0.36 0.42 2193
0.42 0.48 2898
0.48 0.54 4681
0.54 0.6 10146
0.6 0.66 5103
0.66 0.72 176
0.72 0.78 157
0.78 0.84 136
0.84 0.9 131
0.9 0.96 120
0.96 1.02 93
1.02 1.08 125
1.08 1.14 96
1.14 1.2 92
1.2 1.26 89
1.26 1.32 78
1.32 1.38 69
1.38 1.44 71
1.44 1.5 88
1.5 1.56 54
1.56 1.62 56
1.62 1.68 57
1.68 1.74 58
1.74 1.8 47
1.8 1.86 48
1.86 1.92 57
1.92 1.98 46
1.98 2.04 54
2.04 2.1 33
2.1 2.16 34
2.16 2.22 25
2.22 2.28 15
2.28 2.34 13
2.34 2.4 17
2.4 2.46 8
2.46 2.52 9
2.52 2.58 2
2.58 2.64 2
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
