#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.000000   0.609814    0.653639    0.691070   0.641561  0.008173
9.066667   0.578799    0.621704    0.668816   0.616783  0.007154
9.133333   0.553007    0.602104    0.651694   0.592072  0.008685
9.200000   0.534792    0.581867    0.623810   0.572700  0.007749
9.266667   0.508988    0.558975    0.600916   0.546949  0.007407
9.333333   0.480036    0.529994    0.564562   0.515885  0.007359
9.400000   0.450844    0.496920    0.541336   0.491549  0.006286
9.466667   0.434094    0.472183    0.526689   0.475104  0.007450
9.533333   0.415591    0.468364    0.506972   0.461635  0.005812
9.600000   0.390071    0.435217    0.484097   0.431863  0.006849
9.666667   0.361778    0.405769    0.455736   0.407761  0.008225
9.733333   0.333345    0.376760    0.430177   0.382706  0.006324
9.800000   0.320467    0.363438    0.414065   0.367185  0.005959
9.866667   0.280711    0.339339    0.390180   0.335928  0.005949
9.933333   0.266080    0.315840    0.397488   0.326274  0.007060
10.000000   0.240700    0.301079    0.348974   0.296482  0.007451
10.066667   0.228394    0.281097    0.340183   0.280874  0.007394
10.133333   0.187359    0.239624    0.293538   0.243073  0.006653
10.200000   0.158835    0.201921    0.263246   0.214355  0.005733
10.266667   0.136224    0.176277    0.237687   0.190686  0.005803
10.333333   0.132021    0.191259    0.270160   0.199662  0.007841
10.400000   0.098785    0.144935    0.182931   0.149996  0.004294
10.466667   0.082092    0.113579    0.187263   0.136669  0.004170
10.533333   0.076554    0.097755    0.117909   0.109800  0.002262
10.600000   0.074616    0.095090    0.118150   0.104123  0.001773
10.666667   0.059303    0.086335    0.119401   0.099699  0.002557
10.733333   0.056401    0.078695    0.092032   0.080749  0.000793
10.800000   0.092233    0.126866    0.144912   0.114305  0.001313
10.866667   0.057701    0.068470    0.090112   0.073044  0.000398
10.933333   0.057497    0.057497    0.057497   0.057497  -nan
11.000000   0.055596    0.055596    0.055596   0.055596  -nan
