#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -3.211710    -3.035781    -2.877069   -2.154378
1.104000e+01   -3.196546    -3.027411    -2.873632   -1.659808
1.108000e+01   -3.192888    -3.026413    -2.867558   -0.901778
1.112000e+01   -3.177360    -3.009243    -2.840942   -1.985827
1.116000e+01   -3.143429    -2.998695    -2.841987   -1.835623
1.120000e+01   -3.150625    -2.998876    -2.816514   -1.706108
1.124000e+01   -3.152166    -2.986636    -2.776604   -0.957028
1.128000e+01   -3.130350    -2.957404    -2.742143   -0.878704
1.132000e+01   -3.101297    -2.930496    -2.697366   -0.899929
1.136000e+01   -3.090258    -2.912825    -2.678292   -0.945731
1.140000e+01   -3.091021    -2.892692    -2.660122   -0.961501
1.144000e+01   -3.078212    -2.871128    -2.575591   -0.954017
1.148000e+01   -3.104153    -2.869782    -2.586810   -0.946466
1.152000e+01   -3.081227    -2.873708    -2.554942   -1.004277
1.156000e+01   -3.042761    -2.805903    -2.533919   -1.001704
1.160000e+01   -3.014884    -2.783803    -2.495858   -0.884448
1.164000e+01   -3.027437    -2.765764    -2.469456   -1.031744
1.168000e+01   -2.963042    -2.708887    -2.415482   -1.012992
1.172000e+01   -2.945524    -2.673351    -2.362660   -1.055129
1.176000e+01   -2.903459    -2.613640    -2.308402   -1.041481
1.180000e+01   -2.869320    -2.584987    -2.257757   -1.035967
1.184000e+01   -2.863987    -2.554828    -2.262064   -1.063506
1.188000e+01   -2.813455    -2.513125    -2.148766   -1.102058
1.192000e+01   -2.754294    -2.491039    -2.161306   -1.102906
1.196000e+01   -2.726418    -2.415959    -2.038712   -1.120742
1.200000e+01   -2.719788    -2.410686    -2.054807   -1.105859
1.204000e+01   -2.577331    -2.293051    -1.842279   -1.134444
1.208000e+01   -2.619412    -2.294887    -1.916066   -1.157354
1.212000e+01   -2.587659    -2.191017    -1.580455   -1.146315
1.216000e+01   -2.432834    -2.049932    -1.449581   -1.164994
1.220000e+01   -2.455060    -1.904735    -1.430339   -1.182661
1.224000e+01   -2.338178    -1.770154    -1.358444   -1.188981
1.228000e+01   -2.408088    -1.885091    -1.394299   -1.208724
1.232000e+01   -2.222130    -1.704228    -1.365145   -1.179753
1.236000e+01   -2.251993    -1.628520    -1.392330   -1.210672
1.240000e+01   -1.868269    -1.461289    -1.367961   -1.016267
1.244000e+01   -2.080151    -1.501173    -1.392189   -1.293634
1.248000e+01   -1.874816    -1.506501    -1.410584   -1.254369
1.252000e+01   -1.783429    -1.475579    -1.416947   -1.303199
1.256000e+01   -1.736816    -1.524117    -1.443327   -1.298897
1.260000e+01   -1.600269    -1.503650    -1.454660   -1.380749
1.264000e+01   -1.766233    -1.563471    -1.491488   -1.386548
1.268000e+01   -1.634486    -1.559771    -1.509793   -1.359583
1.272000e+01   -1.681992    -1.606304    -1.497171   -1.390080
1.276000e+01   -1.693646    -1.616415    -1.549147   -1.414277
1.280000e+01   -1.737508    -1.638206    -1.571774   -1.414668
1.284000e+01   -1.754755    -1.673971    -1.610710   -1.465329
1.288000e+01   -1.870840    -1.729760    -1.618606   -1.400890
