#2.nodeMass    #3.spheroidStellarMass    #4.spheroidGasMass    #5.diskStellarMass      #6.diskGasMass
1258362430904.36    37070492666.8971    2.52607287946579e-14    21029884468.8793      536232718.283368
1244906367366.27    35572956397.3263    2.43644748271535e-18    43665222660.3085      -4.40906433069664e-32
1258420191396.49    32624491671.8508    2.10695562334818e-12    3220724884.4997      12770940.914873
1256624291568.64    29711994917.8505    1.84223301211268e-14    28885538910.8884      693593882.4943
1258747497229.21    19099076153.5233    8.9885519584476e-14    16416491323.0386      369500707.82852
1251189708232.39    16603980374.64    5.35491515173017    8266892230.99739      2636354266.81107
1261112737751.52    32761938429.2193    4.74397265815371e-16    31264069972.7309      350259.80560553
1240841609716.63    50638514931.3343    8.20590163750581e-18    16938742894.2992      25077774.5655736
821406377074.093    13371793913.2217    3.32999866181935e-20    19431829217.5046      140717104.975971
1253796494513.73    32505313067.636    4.03940279416799e-14    44010365728.7945      24665631.7187732
956108364947.463    27120018233.3012    2463493.24347323    1381891912.81789      1048649193.52212
1201138310787.21    26022948871.7222    0.000359619443880074    13337692839.6947      1038685726.26455
842599382770.935    8996441003.3849    313717633.013833    7.39204109342639      0.993603887622529
1241049578896.18    25353027120.8727    3.8832011471806e-17    30506476265.9877      6.9761824578516e-26
1217716174917.46    8689460447.55201    4.98169830761042e-14    14891737924.7632      1604755769.95802
1233974765590.6    21987289542.0018    1.38544815153384e-14    14279704017.5402      433845156.065916
1219876567179.1    19253478859.4378    1.63183536511815e-22    24979568435.1348      9508872.57254877
1190720314331.08    27379867850.1042    1.33973081845305e-14    35226842930.5281      22918636.7090581
1238905986163.44    25921996094.9306    2080.97629426309    35772961087.8202      39018798.0871597
1234013570918.85    24025908333.8958    3.23905134894607e-15    34026604047.9012      30980828.6198699
1234608390506.59    2978180855.63523    5.58328966164193e-19    9714176185.67519      1563062586.7577
1227923018510.78    16412735367.08    1.34068159512018e-12    26094256511.5606      107560000.578049
1195840698981.98    63593033889.1901    6.45513517351828e-15    16106947492.8001      41609266.5083475
1233093778768.72    27474362503.7261    5241.81571289488    37230591991.591      34287465.841943
1225932813408.73    25935152571.5874    2.054276723996e-17    32626871188.8435      -6.6059678764855e-33
1231695999666.87    18184468041.956    4.48303455654065e-13    25296374479.4881      305177609.54072
1231106436090.53    21997677408.1313    4.15684259823962e-18    30329652840.9703      117172370.076275
1225512477859.18    22538245485.3849    12623180.6831229    530433.81467154      134459658.220363
1216091349943    0    0    349968142.816339      6154775774.90045
1224972401727.55    37242697389.1842    67.4854786163045    42103924232.1176      2441205.00058168
1219519727755.32    19108623751.9353    3.90145234597418e-19    27393787874.3571      32473595.2449901
1214638218814.92    35765642528.3924    4.05520102515963e-18    44926040647.5282      28729823.36448
1218783887158.24    21655266345.3627    1.46512419994466e-16    22287008103.677      122067558.539315
1219773548442.98    30268110043.4027    1.42441133144619e-13    39826039870.6463      15004929.5111188
1205154904249.53    10662634209.8879    4876.02761166775    2721489962.25005      2325657910.00842
1213213951616.82    19931275912.3414    378521.991372989    28974893060.6673      253518239.235935
1223085191082.29    28534252784.1471    17.7761025227034    6545322311.68868      884604945.388829
1211934878417.28    23748348331.3471    369315.3982777    1829132266.83223      2210988695.74047
1201398482644.1    17851865856.5611    1.05701039423408e-13    17715449079.0457      533470148.445938
1212001132743.39    11029466783.8988    0.753200182837798    16051360550.0479      560082075.285213
1187745197945.9    12003948408.5438    2.0288675552988e-18    20791398528.3217      334206398.489324
1218305055172.54    25087765655.7354    4.24366221796798e-17    33106492113.4985      11.3986108411392
1171818755690.81    29063874836.5507    2.1095158006514e-16    38317408394.7137      2899584.02512478
1200938054450.07    12357473549.7785    186749.936771629    21955032915.533      402749801.483743
1209267525551.07    23479652637.575    5.60765495484429e-19    33002794469.0076      161069236.417174
1215239261060.85    26349999860.5176    1.45779148543698e-15    37079427702.0666      42648858.9436412
1204440974258.68    19635746658.595    4.0484820605213e-13    29548339690.6096      63209718.6381848
1208706964339.68    54315204684.817    1.03377681748495e-15    8700147441.56843      9.51491432256246
1208869516555.06    16512872914.756    37172416.4368594    213789165.401458      1864333940.19512
1199224819461.82    17562375506.1644    2.69854184330813e-16    24213405976.8115      674425971.916996
1203096751699.36    11235375349.0856    777573.14217744    21603738.6609241      30589726.6786234
1199543473356.43    31946406820.2278    4.48805585534911e-11    4824941201.36317      150817297.684103
1195411941821.16    25309510112.1145    2.38098182634576e-16    8696673790.68139      4118362124.16114
1187361279101.99    15938958060.3616    2.53851527220297e-15    23125933664.5074      10.7166951208287
1173339358565.32    9378762567.31059    1746339.4780655    14361644702.2293      407567214.880103
1182584248455.37    16333020085.2394    7.83450552203588e-16    31894804137.2279      200473781.446274
1129925771490.19    24562343677.0211    35726.5819037835    29922107072.8516      58211953.12219
1190539704142.4    29251572390.3838    2.71545858007107e-16    36307005391.4335      204524812.380979
1179978333229.26    38240871687.7207    3.69899968818946e-05    10536845208.5787      454366835.821668
1194224805617.81    35593395749.7824    1.05458241174656e-09    46419345525.2637      13791243.2634143
1202852270258.74    36376584829.0251    885929.830979639    1627107391.08283      973892643.51726
1195762070348.29    185846204.133453    -1.32760682275971e-31    5280709231.9677      1641210114.25649
1185867823761.22    18514900009.6545    206836.767612427    24860104603.3839      160988400.262997
1188028953142.84    17050326074.2043    213441.760249391    30820657253.8613      354384129.799389
1181671189880.22    28740261098.3874    2.27225189773716e-18    36928830011.8176      11615613.2209993
1092274833648.58    8377949461.24664    7.47467219583271e-07    18661972399.3566      530103314.53597
1164082137953.21    30766789908.0557    1.57360034096105e-12    15223056405.8632      496658884.122123
1154856169982.66    42343803991.0589    2.36541119648653e-10    5450917403.26784      466486139.313038
1178179495369.46    20232790380.847    9.87284071271177e-13    12609730932.8857      863769160.789376
1161345792316.66    18147962593.2877    1.43226850723477e-16    30641742158.6429      266132746.510314
1175991162926.52    39647575351.2631    6.80482022586291e-17    25499456464.269      147811843.622591
1178215544698.23    28047653463.1254    78715927.9474723    128934687.685362      1861555822.10275
1176544581494.88    12675876394.0505    2.25774493010924e-13    20080433342.1919      684630395.077657
1178391479413.04    20046456976.7119    1.15864584940647e-12    29989745075.4377      257886989.92798
1153191415228.17    18937273359.0218    6.03540870533023e-23    28782716347.5372      55659951.9687238
1128385192769.77    31096861433.4036    579732.635715662    803510906.527432      902630877.996161
1157275627976.95    25095170889.0762    2.24552981103607e-24    32468520831.0822      5680067.21989911
1178070892636.51    32367299818.003    0.000513643824000786    4540367517.17348      670152311.220307
1169950227194.29    7645435906.96199    2.69492520752713e-21    15173712931.294      825576008.233976
1153112072115.79    33545324179.7227    1.30626653378196e-17    40002693659.91      34488.0474599955
1171865313479.16    9067811796.00082    4.88603528592447e-08    4959600330.9153      1672367989.76734
1169972979764.53    20000461870.1417    141024.832524507    27689290146.2002      131300135.71788
1158630683100.8    13068939974.7561    702904.369342864    20360175327.3651      354801649.187379
1157665226369.88    32080080544.4713    6.58193542329841e-23    38964247083.0784      543885.015829232
1155729113225.96    20505607754.8106    8.69057117853347e-22    30194620049.8554      9491585.39504897
1160510325906.46    37494698829.8138    1.61723830853054e-16    25077260362.2931      39202309.2655625
1150606055982.36    15195218311.6673    5.35789915428098e-14    22594387566.0783      43148582.3399033
1101529389944.86    10218924314.4427    3.1945473426481e-08    18326113344.2577      475215383.181286
1156383980246.67    22530062932.6402    2.08924861668086e-20    32554458002.3573      25905835.2966485
1155112430648.16    16325307670.0885    2.22785786494777e-06    7543418038.82633      900788866.141503
1142854925160.15    21811951163.9528    11494.485460986    28123436539.2896      41055569.9924824
1146501287739.05    54145319665.4442    0.0413495886379181    2756702585.26485      167049551.888097
1149334003433.71    30968708624.0103    1.66122607080056e-14    37966654347.7552      4702061.86772042
1152978110112.44    6574531383.57741    6.55023024913938e-14    19053747713.8839      1968266483.98803
1065250131294.57    4898799426.87983    4.44088421135234e-21    8234534835.57058      660336325.572947
1152824838032.73    12885000314.9581    8.60262302814158e-17    29425813947.9314      459199528.478187
1153321575640.51    51287281591.6975    2.59874978166387e-15    12474980574.4005      356053577.13936
1140282827844    6624715911.99689    120260.898517418    13483105276.5008      435591075.546446
1145214727457.97    19400615912.6213    2.62776487860073e-19    28357065715.4857      9.57474402401065e-29
1141748491549.43    29820663672.4474    3.56658564708593e-06    1492814500.60224      556732270.752679
1142800967929.77    35718781101.8227    9.17364155908312e-17    23193840956.1241      24537730.0077643
1140139151180.24    14142854757.1544    1.54134425321691e-15    26806991932.0933      193232646.794916
1132740290095.22    22705465975.9845    219591.839376304    31523072605.4649      172094067.786096
1149320947376.61    32854407996.8798    1.87438116379668e-14    41624955144.3743      -4.90093693555336e-32
1162872017922    0    0    144340364.604123      4486848927.20834
1129215186009.74    22899835293.6184    2.66050438563888e-17    25576074942.5233      0.787660573286144
774310019093.441    20979666516.6976    2007.51477189616    28052817034.8402      15867033.4173067
1142663633162.04    18726780351.8023    2.96443129965171e-21    27821162566.4319      70443928.3458201
1139973180462.92    48315040306.6583    1145.24908272298    1264862753.81277      353532705.656072
1130543745706.07    17901721418.3554    7570.97909265164    2710498730.012      1975289775.61218
1127582389114.18    15715807355.6394    2.73713776497916e-19    24103451717.3675      304893637.709054
1135685463015.5    12940022814.0648    1.15416720064888e-12    9231868872.38019      968106988.963221
1120396413278.69    10194327209.6556    934.969897431808    1068762062.06982      988469986.076206
1135971941952.14    31642640266.4972    2.06946533723381e-17    41517103469.3849      9429331.6535196
1126127152486.94    14763017449.6121    1.1046561077298e-19    24558884754.1942      232241971.15803
1120722991728.55    17448170896.4142    1.74608913736388e-20    24203523434.013      237912270.609744
1129358049153.75    38386976552.6413    126912.157052031    702733016.360315      3407986729.28852
1121966251634    10857901483.2993    100759.060627144    22452596867.7049      368021545.165129
1108224890455.3    22904855130.9545    1.05560569186168e-16    33890752867.4595      0.0806315506497803
1119161633575.55    20950039014.8032    69754669.5496224    115261127.645046      1488012193.60785
1120241695380.8    45068825404.0626    623.350018830423    1453603920.50742      395005186.36984
1102796984953.93    32695280159.7821    1.44520916957986e-12    13015176927.3929      463488567.303519
1112739277383.07    26302846441.1091    3.77354205690466e-27    31189644738.3246      15434359.2356247
1090918486655.72    23371423265.9225    35242.6187774561    31009714118.457      66624688.6962797
1108107251122.06    16049161441.9051    4.58202699122955e-18    27437353677.9388      593320412.335033
1113608927868.7    26973838081.4069    3100.38939751711    37106217278.0745      33287872.7926675
1067230088807.71    17654934158.7804    1.17838182077609e-20    19875848884.9249      -2.58546380755127e-32
1107649097296.15    31755224988.1551    134.65245611773    36950852991.7613      4536339.56516242
1112802132853.4    24091849884.3035    4.43784140153538e-17    34780383872.6121      79810333.3537342
1110634680310.86    42993739529.8652    3.45732155246231e-25    23056796825.4846      9527561.84492926
1113359301178.19    15900178253.3784    6.46922463160876e-15    23352845636.9468      1138762256.68304
1103390803882.36    15809457961.2214    2.68814911567547e-14    21228661580.8558      907240878.697355
1101118560799.51    2287591839.29866    6.32335315280801e-12    6999486023.40351      1640238068.95871
1111054846338.27    0    0    1743918122.96118      7056390783.09652
1103333153673.39    16360968641.5835    13696.5876296246    24456780142.8146      69926815.6658271
1113635517223.04    11881863908.5186    1.68968329890932e-17    22846139471.0488      291414163.296959
1105108488339.47    24888036016.2633    1724.22492489617    33012959933.4857      23139139.6271843
1111817213264.57    40907988260.3043    17111377.5145835    203343283.969456      1577593360.25808
1090891112043.66    0    0    1856583469.8331      6745514920.34848
1082637931142.91    28230601561.0773    1.35302421661324e-20    35104276830.8781      6243372.85133994
1095470707838.05    15906058363.7324    2.04716262488192e-13    9643871117.75323      511653220.80477
1097978403951.05    91638858021.3631    1.25522092979009e-12    1.76353516647373e-07      -4.15258286839004e-32
1056955945988.24    68005631904.3101    9.45623440023852e-13    39.7481734103352      -3.66508455532547e-32
1102529763429.62    25234704083.1793    9.91572219340729e-15    36621775222.4796      22076687.8963076
1092053843857.49    25235129961.6874    1.61168231149695e-17    34988386029.4582      223994361.820031
1091983220916.44    17648005335.9188    33.3500004999274    32313125586.1777      460846132.299805
1085798485673.66    10855544580.8097    5.44658917274334e-06    20985387335.9497      538445154.096538
1090419939431.99    48404536250.0913    7.26072978052522e-16    9519445044.12689      38106310.8409417
1099805041617.48    9927016973.24733    4.77999118780886e-21    22230204685.1935      364587372.830975
1069157636749.79    13811122372.1704    6.88721288200636e-14    13056384374.9541      436114664.090862
1080491115081.32    27616041683.1646    5.84972264138294e-13    18889050322.3439      319942341.972703
1084567814212.85    33673350111.7131    8453.12802033418    2850170174.81879      855857751.482584
1076241717954.09    19633250576.8223    0.00251806048858113    4935986108.2128      1359451380.90734
1091443707150.28    7249224189.50333    1.70849048009733e-15    16249064799.3953      1806920719.16143
1077117731629.38    25937882378.7392    9.72235812625972e-15    35010740173.2392      13059031.0033075
1075179485532.2    4034955834.08658    1.5011693601457e-22    11069720635.4151      2090030835.25857
1079707771347.51    12151626719.6741    203.796594553007    2759467301.25272      1266464553.89858
1078588387480.51    43492205669.3081    2.59645134218283e-16    25576129121.5326      156630125.558873
