#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.500000   0.167560    0.211781    0.258371   0.216915  0.006853
9.600000   0.137463    0.180694    0.228853   0.185186  0.005273
9.700000   0.109602    0.150778    0.196036   0.153918  0.004369
9.800000   0.081175    0.119760    0.159292   0.123104  0.003775
9.900000   0.057611    0.090322    0.126531   0.094597  0.002451
10.000000   0.040831    0.067530    0.098134   0.074060  0.001995
10.100000   0.022728    0.043184    0.071023   0.050547  0.001255
10.200000   0.013109    0.028294    0.047954   0.035306  0.001046
10.300000   0.005807    0.016345    0.036119   0.024546  0.000599
10.400000   0.003309    0.009363    0.020820   0.016095  0.000380
10.500000   0.002844    0.006981    0.016870   0.013432  0.000271
10.600000   0.002262    0.005425    0.011833   0.010794  0.000200
10.700000   0.001951    0.003555    0.010495   0.008305  0.000118
10.800000   0.001786    0.003723    0.008644   0.006698  0.000080
10.900000   0.002172    0.003825    0.008264   0.006295  0.000040
11.000000   0.001776    0.002829    0.006202   0.004794  0.000026
11.100000   0.001504    0.002559    0.003271   0.003257  0.000006
11.200000   0.001223    0.001801    0.002908   0.002227  0.000001
11.300000   0.001227    0.001505    0.002043   0.001864  0.000001
11.400000   0.001088    0.001116    0.002321   0.001900  0.000002
11.500000   0.002420    0.002420    0.002420   0.002420  -nan
