#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.068299    -1.888463    -1.762989   -1.177726
1.104000e+01   -2.023440    -1.865588    -1.732812   -0.957176
1.108000e+01   -2.019985    -1.850850    -1.715742   -0.904399
1.112000e+01   -1.985736    -1.815444    -1.673575   -1.073151
1.116000e+01   -1.934770    -1.789458    -1.649632   -1.054869
1.120000e+01   -1.933972    -1.771997    -1.628889   -1.033048
1.124000e+01   -1.910570    -1.738214    -1.585397   -0.916406
1.128000e+01   -1.870514    -1.702014    -1.536896   -0.888710
1.132000e+01   -1.847049    -1.679938    -1.501555   -0.874259
1.136000e+01   -1.819502    -1.646808    -1.469463   -0.939626
1.140000e+01   -1.817495    -1.623670    -1.466535   -0.969916
1.144000e+01   -1.788743    -1.588352    -1.390282   -0.950855
1.148000e+01   -1.823669    -1.597754    -1.373568   -0.943972
1.152000e+01   -1.812792    -1.595082    -1.361979   -0.930393
1.156000e+01   -1.784449    -1.559888    -1.334391   -0.990064
1.160000e+01   -1.771913    -1.590024    -1.302148   -0.805058
1.164000e+01   -1.775010    -1.586955    -1.365614   -0.887426
1.168000e+01   -1.735859    -1.548059    -1.310728   -1.011139
1.172000e+01   -1.735853    -1.530743    -1.275662   -1.012434
1.176000e+01   -1.696628    -1.497431    -1.293959   -1.045584
1.180000e+01   -1.694977    -1.470771    -1.270596   -0.872335
1.184000e+01   -1.699995    -1.468672    -1.274666   -0.940958
1.188000e+01   -1.714673    -1.471929    -1.270979   -1.024200
1.192000e+01   -1.632262    -1.439634    -1.252489   -1.063073
1.196000e+01   -1.627346    -1.427391    -1.251746   -1.039807
1.200000e+01   -1.627509    -1.412693    -1.275670   -1.080697
1.204000e+01   -1.518820    -1.368358    -1.248935   -1.077920
1.208000e+01   -1.544172    -1.382004    -1.288518   -1.132028
1.212000e+01   -1.560757    -1.385863    -1.256571   -1.069569
1.216000e+01   -1.474214    -1.346052    -1.246284   -1.136491
1.220000e+01   -1.502892    -1.376012    -1.268100   -1.130960
1.224000e+01   -1.491229    -1.347042    -1.263106   -1.131450
1.228000e+01   -1.557278    -1.395761    -1.279322   -1.140250
1.232000e+01   -1.472517    -1.353141    -1.286805   -1.156256
1.236000e+01   -1.490260    -1.373718    -1.306880   -1.057881
1.240000e+01   -1.401483    -1.334530    -1.280933   -0.910140
1.244000e+01   -1.435825    -1.353877    -1.294488   -1.170328
1.248000e+01   -1.485827    -1.372682    -1.298994   -1.045537
1.252000e+01   -1.454260    -1.366318    -1.308024   -1.233134
1.256000e+01   -1.468530    -1.408993    -1.335926   -1.188604
1.260000e+01   -1.509655    -1.401360    -1.333088   -1.220168
1.264000e+01   -1.526113    -1.410405    -1.356132   -1.253459
1.268000e+01   -1.485368    -1.408977    -1.360015   -1.272730
1.272000e+01   -1.516562    -1.431111    -1.371737   -1.318503
1.276000e+01   -1.523347    -1.458707    -1.401369   -1.319493
1.280000e+01   -1.593086    -1.487015    -1.434663   -1.280522
1.284000e+01   -1.581014    -1.499875    -1.438778   -1.331145
1.288000e+01   -1.607279    -1.526868    -1.466669   -1.329361
