#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
69824105.4484049    94118894.994292   53440219.440598    125299182.288439
84213342.7133431    157147409.907238   28736555.3048745    72848149.5873091
50037046.6290794    60939889.1352283   98733805.3145642    223194005.130573
12994914.4126918    19026783.7422546   38865462.6184294    89346159.9674585
71980107.5670584    97931078.7860754   38227517.1631678    90210640.4919766
33343846.8075595    46357554.3712359   41283901.4103718    92982371.1473513
28427618.5069805    72202126.1156766   60361335.3179748    147560731.009148
53326782.9510805    80338844.7330107   45061590.8381222    114353784.631523
13238667.0643478    32845861.7247962   28355437.656605    71693154.7232727
24450463.6457501    64292051.0074641   32168990.6890878    77933294.2091612
5612505.20990655    5518094.12085574   92921344.642884    205863425.228461
122678411.35569    166475289.232407   62765035.7782605    151056517.763673
49358082.2356403    52351851.1778672   24144212.0780598    48309585.2316047
0    0   71081597.1572259    172945820.074106
40994203.7732309    62199191.0593913   33164795.4739118    77900379.9489292
39291290.5824085    60194919.9467379   50466776.3138826    119281550.627412
29365278.4055795    75923875.7980244   22538409.2693758    56618442.4033975
97027874.8821644    148110373.680972   21027189.2350551    51336526.7186905
24525322.4910456    62055660.164453   22164839.2958012    53130593.5297868
26097838.0828779    65886356.4979612   29312825.8489273    67272161.8875531
17181936.0299375    36644596.7226652   11123342.1911496    24835154.3886027
92537899.7768598    136868606.391599   14446886.013215    32491939.8396708
94238359.6398392    148399334.705723   66811931.1670219    167260190.637671
32039938.7148759    82789620.1591818   27845154.3639226    68089899.9451985
19000677.1056986    47913192.0198181   20545006.6651946    48322692.4048167
65752598.9928077    94029665.2182584   8820682.95707748    19801730.7441541
22685226.0831227    57131684.5334021   39374696.6992422    97103539.1700496
0    0   89869620.1628157    179517119.220179
0    0   0    0
24246710.3087477    63183756.7476026   25494762.4304777    62786556.5402309
33892089.9395807    77836533.994587   30236359.1418025    72953693.3955855
2243847.39677463    4396369.350903   85142123.5133275    209940272.180832
38212414.4612636    36728646.3277166   106839646.823453    233478586.79583
39356107.4000675    101545052.567972   37229535.4036445    91180798.6441425
12910454.6323105    12415116.7686674   39008392.4249105    83971256.7751204
18530947.8783898    41457763.3752808   24196800.0241455    54623846.6580268
122970024.636386    132390401.693144   69938747.1676212    165697908.142096
22382326.2487604    23007569.7609512   69468116.9220289    152256934.821119
39638694.7182823    70434587.1078686   40749138.7264853    94229132.546499
3739415.2537259    6294932.24189164   38757821.2797495    89711027.5524873
60867380.0636187    102296105.625483   31367023.4881064    73348837.8910187
54391276.4175737    108024499.25503   20927495.4163084    51989146.816121
29291458.4465363    75284095.793466   28070464.6138476    66603638.4354972
78060783.008333    119100358.692731   15912409.4468838    33802103.5558276
50978510.0974077    102336341.185501   29482804.5208065    72809423.7741672
0    0   45774817.9556944    113953030.717499
7070186.76889237    14393442.8872924   22572726.6668481    51102521.7302563
0    0   70150416.0251946    169551866.254434
107745485.552983    160999105.981379   15744664.983832    34946773.0154154
11209410.4411081    27504032.8455123   46510318.6571788    111530722.221972
1242.15496468154    1385.3144857339   37883199.3865251    77717254.281396
41775781.0186022    49147516.6905252   45649410.509729    111087915.821528
17732132.1919317    25842549.0005586   34755214.2496712    88673662.8654366
39180962.8426462    98987499.4204721   49967568.7092944    115639087.017244
3823791.07606457    7435790.63861388   11144564.7901087    25665985.0944733
54487056.3962927    99982667.5318328   23150888.5930067    56633155.5961324
12061634.3215068    29792416.9307632   16499917.536115    37976076.3539751
93094301.9852596    106698423.435549   95402314.6068195    229780767.188157
75861053.2346173    91411272.015786   60538582.4528417    142154003.023463
25952800.1931143    66725475.2661822   42562728.4965547    105659274.477051
14421763.0994728    13735592.6711871   100247558.942803    213284484.85684
48315862.3089915    57794417.4781609   2085712.91474736    4319708.95394267
42139869.0056795    99253902.5165164   35251939.6882879    83624679.2464822
23141489.019073    51714285.2520521   33101060.7277141    80575749.5535359
64435829.9647094    95029735.2183365   17962707.9225896    43916900.4527387
79110512.6045879    127233603.279509   17370032.6260534    41350449.660499
38686491.6352836    55550458.5177202   53930171.752314    129251963.553825
0    0   105899046.677843    241486549.460721
51223742.0788802    80885119.3002451   35969251.4021909    88591534.3191001
35188282.0999918    49348329.6791692   56118764.8859931    135887935.53749
27970503.9544255    55449020.9780965   62339541.0813744    155378508.245626
14862455.392999    36314510.5529285   12112664.9381755    28612218.0814698
45372103.1939535    61456871.2929808   35534556.7101192    84194070.3951324
276751905.259278    381888122.323813   36937635.9294776    88284953.435666
69548130.5787899    115037668.399572   19780853.0559498    50431641.4734379
6723887.20107044    6355337.68661364   103141047.660854    205605168.423561
27433200.5055274    71696288.7107055   28400844.4734553    70983227.0440322
42243987.3393042    54504265.4653482   57283911.2941916    141023965.440762
47414365.8424534    82876317.311279   15881590.2011651    39017562.1336455
25196967.607514    66199398.6149936   27287778.2539725    69536185.296914
0    0   23725048.384161    53676696.6497569
16734501.340665    42582756.2028262   15895947.6426706    38246203.988836
144750775.734285    206751443.153305   27664692.3237522    57279488.5750667
27083924.9210099    73185779.9461631   26286279.5214672    66578487.8673754
33830976.5433544    83533981.3673899   20636647.0763837    51592780.5277381
