#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.286163    -1.994042    -1.788033   -0.976398
1.104000e+01   -2.232162    -1.944594    -1.742773   -0.883913
1.108000e+01   -2.223646    -1.920663    -1.708899   -0.881403
1.112000e+01   -2.177276    -1.861916    -1.649017   -0.936619
1.116000e+01   -2.095750    -1.816968    -1.619376   -0.946570
1.120000e+01   -2.099586    -1.789337    -1.585644   -0.918626
1.124000e+01   -2.038564    -1.744769    -1.525512   -0.880197
1.128000e+01   -1.992435    -1.699020    -1.458646   -0.881247
1.132000e+01   -1.930232    -1.657981    -1.421983   -0.870130
1.136000e+01   -1.914791    -1.626330    -1.368298   -0.925437
1.140000e+01   -1.906667    -1.626724    -1.381817   -0.920689
1.144000e+01   -1.868286    -1.570885    -1.279492   -0.960824
1.148000e+01   -1.890609    -1.632358    -1.322971   -0.947696
1.152000e+01   -1.903735    -1.633937    -1.312183   -0.999470
1.156000e+01   -1.863244    -1.607620    -1.291635   -0.921328
1.160000e+01   -1.868518    -1.625623    -1.308615   -0.954104
1.164000e+01   -1.871085    -1.622273    -1.355432   -1.013544
1.168000e+01   -1.801371    -1.589438    -1.301394   -0.997714
1.172000e+01   -1.820451    -1.568720    -1.290911   -0.990968
1.176000e+01   -1.785468    -1.535072    -1.294418   -1.043246
1.180000e+01   -1.768083    -1.514015    -1.307139   -0.930758
1.184000e+01   -1.800873    -1.520421    -1.307348   -0.996402
1.188000e+01   -1.768587    -1.514669    -1.319029   -1.012332
1.192000e+01   -1.694751    -1.486661    -1.294708   -1.085169
1.196000e+01   -1.733788    -1.497554    -1.316035   -1.014984
1.200000e+01   -1.723199    -1.492017    -1.336115   -1.014307
1.204000e+01   -1.602080    -1.433659    -1.321585   -1.142406
1.208000e+01   -1.678429    -1.437483    -1.351157   -1.150573
1.212000e+01   -1.620344    -1.447888    -1.330675   -1.169368
1.216000e+01   -1.573430    -1.415494    -1.323598   -1.146720
1.220000e+01   -1.597138    -1.447518    -1.362230   -1.157185
1.224000e+01   -1.558257    -1.450544    -1.353487   -1.185122
1.228000e+01   -1.634679    -1.501551    -1.358566   -1.198297
1.232000e+01   -1.569038    -1.450081    -1.362784   -1.216919
1.236000e+01   -1.600972    -1.488310    -1.401960   -1.120657
1.240000e+01   -1.557647    -1.454030    -1.371220   -1.176190
1.244000e+01   -1.563863    -1.462455    -1.392958   -1.214365
1.248000e+01   -1.604122    -1.483806    -1.422453   -1.110202
1.252000e+01   -1.598768    -1.494147    -1.425858   -1.260156
1.256000e+01   -1.636149    -1.519822    -1.428526   -1.257365
1.260000e+01   -1.710414    -1.546486    -1.453106   -1.320151
1.264000e+01   -1.677876    -1.557703    -1.463010   -1.327519
1.268000e+01   -1.656791    -1.553405    -1.487805   -1.332267
1.272000e+01   -1.677450    -1.565849    -1.490411   -1.384433
1.276000e+01   -1.703021    -1.615952    -1.525552   -1.319313
1.280000e+01   -1.725398    -1.617625    -1.532067   -1.360965
1.284000e+01   -1.742658    -1.626230    -1.551830   -1.385445
1.288000e+01   -1.756931    -1.675739    -1.590514   -1.445496
