0 0.06 0
0.06 0.12 13
0.12 0.18 42
0.18 0.24 100
0.24 0.3 232
0.3 0.36 595
0.36 0.42 1279
0.42 0.48 2071
0.48 0.54 2821
0.54 0.6 4288
0.6 0.66 9052
0.66 0.72 6517
0.72 0.78 289
0.78 0.84 135
0.84 0.9 120
0.9 0.96 120
0.96 1.02 94
1.02 1.08 112
1.08 1.14 78
1.14 1.2 82
1.2 1.26 95
1.26 1.32 70
1.32 1.38 72
1.38 1.44 72
1.44 1.5 62
1.5 1.56 63
1.56 1.62 63
1.62 1.68 65
1.68 1.74 50
1.74 1.8 43
1.8 1.86 42
1.86 1.92 52
1.92 1.98 42
1.98 2.04 43
2.04 2.1 36
2.1 2.16 33
2.16 2.22 33
2.22 2.28 19
2.28 2.34 12
2.34 2.4 11
2.4 2.46 12
2.46 2.52 6
2.52 2.58 2
2.58 2.64 3
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 1
