#1.ID #2.spheroidStellarMass #3.diskStellarMass #4.diskStellarLuminosity:SDSS_i:observed:z0.1000 #5.spheroidStellarLuminosity:SDSS_i:observed:z0.1000 #6.diskCircularVelocity #7.spheroidCircularVelocity
1000             15437332693.8655        20727254008.3248        101803427.688608        62584118.7306783        280.634692516868        306.559540841864        
1001             21037108725.5832        238454.695786982        78011.4067170948        168250765.031507        113.6304238637        96.2617629044491        
1002             16404663253.5893        3434566631.49193        49810131.5194683        86222972.0974599        150.583059029881        153.141159886598        
1003             25259080030.0339        33403336582.5974        124163650.79974        94891447.8030083        334.518798144548        351.386434436465        
1004             50263196735.9941        292168852.368814        11413755.1291515        300513799.534247        180.528446201003        192.359229329762        
1005             27932587158.7472        538622668.824467        5068760.9118896        130885771.998783        220.297533428822        223.384045109195        
1006             59553596696.1207        42944106.8877517        1819818.57842958        277239429.729141        166.383497042335        265.331371438436        
1007             44020629229.0742        165289323.208384        2092326.96857376        211855779.962277        181.150461815001        206.993432466125        
1008             38553621850.0314        10770126084.9842        119283135.58626        182584942.575003        194.410434202156        197.552311117244        
1009             13989945119.0882        14016061517.1957        256049522.764843        68224696.2496439        202.285437908302        201.729586766394        
1010             37648458472.1529        35816431.4149411        3392978.12406685        303181057.998781        139.463636424802        132.169813240838        
1011             39260529803.9446        4616256673.19982        24805287.0412598        170147670.821577        312.040965277019        334.68612782369        
1012             27789287719.1712        4455390022.2306        45459157.3426191        137291732.73352        184.507612471724        196.844887119327        
1013             16194663253.1956        22383481254.8132        100330024.117039        69317647.2529963        184.003997142372        183.519212440274        
1014             43671081309.2403        15488601548.0485        92663675.2666406        181698415.733227        255.092419174545        290.81949377728        
1015             76035889415.8432        9292.79973095987        134.018954016252        396284152.286998        213.859340090579        251.285424416671        
1016             25227977776.0121        5333038037.31003        94029475.8443096        102178378.243081        207.594872120065        240.346896941265        
1017             65042001192.6043        792409.426070648        20440.5375927463        290973458.162848        140.092181035671        308.044596668076        
1018             36906256340.6729        3222301740.18524        26261841.9793415        153750995.777091        160.57961590205        224.965011450344        
1019             22748138294.8085        490297850.251124        11807024.6927532        118029895.902243        142.030539622585        167.622227144543        
1020             0        193101.724438974        108776.022718544        0        78.0217526323043        0        
1021             22252403292.0432        2947116540.9356        31603460.20035        114149166.354029        139.197376945969        135.807529747289        
1022             37454924916.4784        10452098682.5308        129903751.60278        188583383.516011        222.994082056204        244.952397521724        
1023             33152073420.1078        1687907.14299599        28560.2584526908        167325276.635412        72.3286264746486        135.894774064757        
1024             32953411465.0465        195978668.995457        12534872.6516647        146651647.240931        192.370047577123        195.018302368564        
1025             17613447292.9659        16139179.7380472        511337.760561736        95572857.2348761        84.9410226491739        94.7499873111471        
1026             15802247339.2866        24121040467.0702        197938164.784903        62357538.9794632        230.05613014145        237.01077887016        
1027             27990233550.4437        5323062.72105014        146695.030419387        143694400.598644        144.196628670678        137.914214299023        
1028             16251507005.3904        22969641264.0324        207237826.913123        79623124.5555882        217.974886261155        224.039634633071        
1029             55898258514.6556        147645999.754029        1681132.88924694        262605698.864962        243.049381433597        277.033845028552        
1030             31976996373.9345        146593706.644398        4628956.9954832        159753682.423516        132.482576005078        153.000004079692        
1031             19360780194.6818        13775122496.0904        259629952.262808        98096439.050192        198.251451734952        189.489776495895        
1032             37002008938.2525        7571145137.53625        99191882.1219016        145351763.150232        214.805196589412        243.315073352464        
1033             17534712031.6268        7630088463.24635        52357913.4238527        87520367.4517903        149.083198593393        150.626280709117        
1034             23607500875.4347        0        0        118733510.532276        0        141.219660435759        
1035             14428380988.195        6850176259.72799        126145579.459837        77068664.6987488        148.562084632972        142.325550714321        
1036             18896294533.3929        29129949954.7721        224215668.84072        89920579.5224159        186.922021596395        184.215918074669        
1037             12485162013.28        452150119.087726        16306459.2896524        67467213.9778187        106.785899090149        91.445534345129        
