0 0.8 81
0.8 1.6 6160
1.6 2.4 920
2.4 3.2 478
3.2 4 325
4 4.8 227
4.8 5.6 208
5.6 6.4 146
6.4 7.2 104
7.2 8 76
8 8.8 41
8.8 9.6 44
9.6 10.4 51
10.4 11.2 36
11.2 12 22
12 12.8 18
12.8 13.6 22
13.6 14.4 13
14.4 15.2 7
15.2 16 3
16 16.8 1
16.8 17.6 8
17.6 18.4 0
18.4 19.2 1
19.2 20 1
