#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.889864    -1.656121    -1.495189   -0.935116
1.104000e+01   -1.837116    -1.627114    -1.472471   -0.860747
1.108000e+01   -1.828400    -1.618591    -1.448215   -0.894122
1.112000e+01   -1.789425    -1.581837    -1.398957   -0.834661
1.116000e+01   -1.725034    -1.552157    -1.377288   -0.902771
1.120000e+01   -1.730748    -1.540080    -1.365244   -0.820786
1.124000e+01   -1.707215    -1.509672    -1.321408   -0.885102
1.128000e+01   -1.678543    -1.476827    -1.287264   -0.883388
1.132000e+01   -1.642644    -1.455756    -1.273865   -0.840048
1.136000e+01   -1.646410    -1.430247    -1.248446   -0.919670
1.140000e+01   -1.637086    -1.422307    -1.252862   -0.913682
1.144000e+01   -1.602975    -1.376413    -1.212049   -0.942860
1.148000e+01   -1.658463    -1.419419    -1.223659   -0.979623
1.152000e+01   -1.651261    -1.435283    -1.231225   -0.975467
1.156000e+01   -1.639337    -1.410870    -1.238380   -0.908353
1.160000e+01   -1.651216    -1.451607    -1.258401   -0.898344
1.164000e+01   -1.667459    -1.474203    -1.299957   -0.974380
1.168000e+01   -1.619129    -1.456506    -1.300997   -0.972512
1.172000e+01   -1.683673    -1.460801    -1.288094   -1.017734
1.176000e+01   -1.640223    -1.427696    -1.293893   -1.065170
1.180000e+01   -1.640981    -1.461942    -1.325715   -0.915377
1.184000e+01   -1.639799    -1.464187    -1.333217   -1.086522
1.188000e+01   -1.673754    -1.463895    -1.341034   -1.030570
1.192000e+01   -1.622725    -1.467171    -1.337350   -1.125967
1.196000e+01   -1.647566    -1.457767    -1.342726   -1.009649
1.200000e+01   -1.629019    -1.500361    -1.375887   -1.014825
1.204000e+01   -1.562451    -1.432821    -1.325259   -1.133912
1.208000e+01   -1.615846    -1.472971    -1.363994   -1.207182
1.212000e+01   -1.603644    -1.462872    -1.368484   -1.199193
1.216000e+01   -1.569936    -1.433462    -1.347236   -1.159661
1.220000e+01   -1.589807    -1.468968    -1.382588   -1.169483
1.224000e+01   -1.560584    -1.445683    -1.361387   -1.191082
1.228000e+01   -1.612693    -1.480886    -1.390521   -1.202150
1.232000e+01   -1.583343    -1.459815    -1.368887   -1.234477
1.236000e+01   -1.596578    -1.503795    -1.428036   -1.099348
1.240000e+01   -1.542124    -1.464235    -1.389638   -1.198695
1.244000e+01   -1.543972    -1.483388    -1.405439   -1.253578
1.248000e+01   -1.590476    -1.513101    -1.458905   -1.132934
1.252000e+01   -1.600660    -1.520380    -1.417436   -1.309999
1.256000e+01   -1.645271    -1.509786    -1.435525   -1.312143
1.260000e+01   -1.623582    -1.509064    -1.445906   -1.367830
1.264000e+01   -1.670650    -1.567033    -1.492996   -1.340618
1.268000e+01   -1.659857    -1.573538    -1.492601   -1.343470
1.272000e+01   -1.654684    -1.589428    -1.496754   -1.400332
1.276000e+01   -1.684933    -1.594243    -1.525539   -1.332354
1.280000e+01   -1.704261    -1.596924    -1.534423   -1.408616
1.284000e+01   -1.739649    -1.622865    -1.542064   -1.412045
1.288000e+01   -1.777813    -1.673727    -1.598601   -1.452517
