0 0.1 1
0.1 0.2 8
0.2 0.3 82
0.3 0.4 900
0.4 0.5 6104
0.5 0.6 18557
0.6 0.7 2398
0.7 0.8 233
0.8 0.9 161
0.9 1 119
1 1.1 125
1.1 1.2 103
1.2 1.3 72
1.3 1.4 60
1.4 1.5 52
1.5 1.6 36
1.6 1.7 13
1.7 1.8 16
1.8 1.9 0
1.9 2 0
2 2.1 0
2.1 2.2 1
2.2 2.3 0
2.3 2.4 0
2.4 2.5 0
2.5 2.6 0
2.6 2.7 0
2.7 2.8 0
2.8 2.9 0
2.9 3 0
3 3.1 0
3.1 3.2 0
3.2 3.3 0
3.3 3.4 0
3.4 3.5 0
3.5 3.6 0
3.6 3.7 0
3.7 3.8 0
3.8 3.9 1
3.9 4 0
4 4.1 0
4.1 4.2 0
4.2 4.3 0
4.3 4.4 0
4.4 4.5 0
4.5 4.6 0
4.6 4.7 0
4.7 4.8 0
4.8 4.9 0
4.9 5 0
