0 0.1 11
0.1 0.2 47
0.2 0.3 360
0.3 0.4 3645
0.4 0.5 7654
0.5 0.6 13630
0.6 0.7 1547
0.7 0.8 329
0.8 0.9 261
0.9 1 221
1 1.1 175
1.1 1.2 162
1.2 1.3 146
1.3 1.4 137
1.4 1.5 114
1.5 1.6 100
1.6 1.7 89
1.7 1.8 111
1.8 1.9 88
1.9 2 62
2 2.1 53
2.1 2.2 49
2.2 2.3 29
2.3 2.4 10
2.4 2.5 10
2.5 2.6 0
2.6 2.7 1
2.7 2.8 0
2.8 2.9 0
2.9 3 0
3 3.1 0
3.1 3.2 0
3.2 3.3 0
3.3 3.4 0
3.4 3.5 0
3.5 3.6 0
3.6 3.7 0
3.7 3.8 0
3.8 3.9 0
3.9 4 0
4 4.1 0
4.1 4.2 0
4.2 4.3 0
4.3 4.4 1
4.4 4.5 0
4.5 4.6 0
4.6 4.7 0
4.7 4.8 0
4.8 4.9 0
4.9 5 0
