#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.000000   0.661895    0.697542    0.731343   0.686263  0.008558
9.066667   0.628291    0.663713    0.702102   0.655152  0.008854
9.133333   0.596290    0.636135    0.679211   0.628034  0.009055
9.200000   0.561018    0.604589    0.646364   0.596844  0.007512
9.266667   0.529970    0.572959    0.616381   0.567498  0.007090
9.333333   0.481793    0.535261    0.587422   0.527076  0.009408
9.400000   0.463252    0.518181    0.568727   0.510326  0.009796
9.466667   0.411609    0.483056    0.539200   0.469498  0.010681
9.533333   0.372952    0.446627    0.509984   0.438071  0.009662
9.600000   0.350661    0.426667    0.491953   0.416711  0.010637
9.666667   0.312180    0.395617    0.457493   0.381670  0.011806
9.733333   0.281893    0.366807    0.431598   0.352599  0.011549
9.800000   0.238911    0.316429    0.393836   0.312623  0.011350
9.866667   0.202370    0.284276    0.356781   0.278841  0.010999
9.933333   0.168106    0.247278    0.322621   0.248213  0.010687
10.000000   0.135651    0.205458    0.280236   0.212786  0.008714
10.066667   0.115404    0.169548    0.242179   0.184553  0.008209
10.133333   0.095732    0.153891    0.216882   0.165024  0.006594
10.200000   0.087326    0.128063    0.193229   0.148535  0.005824
10.266667   0.078188    0.121255    0.168933   0.136423  0.005636
10.333333   0.077499    0.112826    0.168119   0.130562  0.004601
10.400000   0.068887    0.095223    0.139374   0.111988  0.002933
10.466667   0.070468    0.100474    0.134811   0.112026  0.003091
10.533333   0.061650    0.094356    0.138548   0.107731  0.002827
10.600000   0.073980    0.094067    0.120596   0.113155  0.003572
10.666667   0.059843    0.077770    0.114680   0.094144  0.001978
10.733333   0.063793    0.076984    0.094359   0.081957  0.000647
10.800000   0.053350    0.063841    0.089695   0.073552  0.000583
10.866667   0.052565    0.058620    0.092125   0.073194  0.000595
10.933333   0.050834    0.058484    0.077242   0.066956  0.000418
11.000000   0.057001    0.058541    0.095853   0.075038  0.000789
