0 0.06 0
0.06 0.12 8
0.12 0.18 17
0.18 0.24 45
0.24 0.3 140
0.3 0.36 451
0.36 0.42 1168
0.42 0.48 2544
0.48 0.54 3813
0.54 0.6 5463
0.6 0.66 10175
0.66 0.72 3004
0.72 0.78 258
0.78 0.84 168
0.84 0.9 157
0.9 0.96 134
0.96 1.02 118
1.02 1.08 111
1.08 1.14 92
1.14 1.2 86
1.2 1.26 96
1.26 1.32 93
1.32 1.38 83
1.38 1.44 82
1.44 1.5 75
1.5 1.56 62
1.56 1.62 55
1.62 1.68 58
1.68 1.74 56
1.74 1.8 61
1.8 1.86 59
1.86 1.92 56
1.92 1.98 51
1.98 2.04 38
2.04 2.1 33
2.1 2.16 31
2.16 2.22 36
2.22 2.28 22
2.28 2.34 13
2.34 2.4 15
2.4 2.46 5
2.46 2.52 9
2.52 2.58 0
2.58 2.64 0
2.64 2.7 1
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
