0 0.06 5
0.06 0.12 11
0.12 0.18 25
0.18 0.24 83
0.24 0.3 294
0.3 0.36 1564
0.36 0.42 3278
0.42 0.48 4495
0.48 0.54 7579
0.54 0.6 8014
0.6 0.66 1391
0.66 0.72 239
0.72 0.78 199
0.78 0.84 154
0.84 0.9 154
0.9 0.96 132
0.96 1.02 121
1.02 1.08 118
1.08 1.14 81
1.14 1.2 106
1.2 1.26 91
1.26 1.32 87
1.32 1.38 78
1.38 1.44 72
1.44 1.5 69
1.5 1.56 60
1.56 1.62 61
1.62 1.68 56
1.68 1.74 67
1.74 1.8 56
1.8 1.86 49
1.86 1.92 59
1.92 1.98 30
1.98 2.04 37
2.04 2.1 28
2.1 2.16 36
2.16 2.22 17
2.22 2.28 16
2.28 2.34 14
2.34 2.4 5
2.4 2.46 9
2.46 2.52 1
2.52 2.58 0
2.58 2.64 0
2.64 2.7 1
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
