#1.diskOutflow  #2.haloMass  #3.gasFracMedian #4.gasFracQuartil1 #5.gasFracQuartil3 #6.gasFracSigma2#7.bulgeFracMedian #8.bulgeFracQuartil1 #9.bulgeFracQuartil3 #10.bulgeFracSigma2#11.starFracMedian #12.starFracQuartil1 #13.starFracQuartil3 #14.starFracSigma2
1.500000   1.962384e+12   0.045917   0.006252   0.093997   0.003410   0.876506   0.610090   0.940278   0.028380   0.030852   0.027830   0.035001   0.000030
1.575000   1.962384e+12   0.037811   0.010336   0.081407   0.003146   0.809282   0.585528   0.927156   0.030196   0.030721   0.027251   0.035240   0.000029
1.650000   1.962384e+12   0.045771   0.010124   0.088220   0.003184   0.832821   0.574807   0.923142   0.032531   0.029267   0.026693   0.034085   0.000023
1.725000   1.962384e+12   0.044400   0.015796   0.092561   0.004640   0.639610   0.551185   0.906227   0.035611   0.029273   0.025578   0.033168   0.000025
1.800000   1.962384e+12   0.059517   0.013821   0.120718   0.005475   0.683048   0.535861   0.902977   0.035991   0.028947   0.025626   0.034084   0.000030
1.875000   1.962384e+12   0.075447   0.023089   0.135039   0.005508   0.701942   0.532566   0.898981   0.036951   0.028637   0.024604   0.032765   0.000031
1.950000   1.962384e+12   0.069254   0.026370   0.138101   0.005478   0.792671   0.546964   0.901406   0.036483   0.027525   0.024685   0.034503   0.000034
2.025000   1.962384e+12   0.076266   0.032607   0.117214   0.004068   0.708693   0.489919   0.868426   0.038870   0.028284   0.023631   0.033718   0.000038
2.100000   1.962384e+12   0.085025   0.027108   0.133377   0.005514   0.557002   0.478742   0.862062   0.037519   0.027714   0.023508   0.033686   0.000035
2.175000   1.962384e+12   0.110925   0.046723   0.177647   0.006684   0.536748   0.450715   0.815847   0.038784   0.024763   0.021400   0.030272   0.000039
2.250000   1.962384e+12   0.090843   0.049078   0.160478   0.007460   0.530673   0.451895   0.840621   0.043354   0.025312   0.022293   0.030174   0.000035
2.325000   1.962384e+12   0.106960   0.041673   0.183321   0.010066   0.507883   0.435974   0.816845   0.042562   0.023672   0.019844   0.030050   0.000041
2.400000   1.962384e+12   0.125661   0.069144   0.196284   0.008297   0.478534   0.421662   0.800438   0.040472   0.022729   0.019572   0.026828   0.000035
2.475000   1.962384e+12   0.128720   0.065749   0.228558   0.011294   0.504332   0.402023   0.823718   0.046918   0.022416   0.018865   0.028313   0.000042
2.550000   1.962384e+12   0.174129   0.091003   0.240760   0.008970   0.485357   0.401206   0.733509   0.036522   0.021403   0.017769   0.026111   0.000035
2.625000   1.962384e+12   0.165253   0.097426   0.247796   0.010318   0.420971   0.380700   0.612793   0.032096   0.019854   0.016632   0.023385   0.000030
2.700000   1.962384e+12   0.179596   0.097897   0.265543   0.012711   0.547784   0.370742   0.755001   0.042186   0.019087   0.015081   0.024536   0.000048
2.775000   1.962384e+12   0.196321   0.106129   0.296338   0.013698   0.417951   0.354419   0.673786   0.040652   0.017395   0.014724   0.023296   0.000048
2.850000   1.962384e+12   0.247361   0.169017   0.321935   0.013711   0.379125   0.324061   0.567014   0.032635   0.015027   0.013042   0.019101   0.000041
2.925000   1.962384e+12   0.282095   0.144837   0.364248   0.015166   0.353291   0.307410   0.447625   0.018720   0.013173   0.011654   0.017134   0.000024
3.000000   1.962384e+12   0.303489   0.210579   0.368791   0.018255   0.354096   0.297962   0.436007   0.027397   0.011582   0.010218   0.014451   0.000025
