#1.ID #2.diskOutflowExponent #3.nodeMass #4.spheroidStellarMass #5.spheroidGasMass #6.diskStellarMass #7.diskGasMass #8.diskCircularVelocity #9.spheroidCircularVelocity #10.diskScaleLength
831                     1.5              1435402500139.5        19863207904.7232        4.72117563599957e-13        17315572554.1396        784.646910201005        266.456017291415        278.318258143705        0.00119285443292571        
831                     1.5              1435402500139.5        25420186802.2357        1.88612855667637e-14        22815456574.3342        -1.27654913698202e-30        408.276942151745        438.428338146587        0.000625690941250007        
831                     1.5              1435402500139.5        20132100318.8989        394.376145460726        21610428870.7968        380960081.902962        156.912929635159        149.37228180064        0.00542603678200234        
831                     1.5              1435402500139.5        17582151521.633        0.000742483643357665        18905940350.3535        1516875.76351738        190.251477325934        191.823591934191        0.00258576569614297        
831                     1.5              1435402500139.5        22398680998.1001        2.80842763464945e-13        24352323395.6981        0.00151695874372894        277.246350993255        290.415161743842        0.00137421087825028        
831                     1.5              1435402500139.5        24450553101.5193        1.2132207325756        26364028626.6768        73789146.0513394        187.375528715399        185.111357296878        0.00397436640431717        
831                     1.5              1435402500139.5        27476390803.4574        5.08455996397589e-15        22420515161.118        -1.90352633619854e-34        445.394056189463        478.71174854893        0.000542116151832768        
831                     1.5              1435402500139.51        32094607754.1479        2.60765773225151e-14        26881206740.4084        5.93636583524755e-12        404.596521342861        434.18059056576        0.000791892779479249        
831                     1.5              1435402500139.5        18403643626.5469        239540.202221818        17233530516.7198        4253113179.23577        133.329225393451        113.220696594865        0.0104600978535633        
831                     1.5              1435402500139.5        30956021595.34        1.11930300027938e-15        24340871813.4611        -1.07848868738798e-33        624.494057734231        677.069255959878        0.00029902183037997        
831                     1.5              1435402500139.51        27345011042.1116        9.07141933020116e-14        25442005449.6373        4.87695708459494e-13        359.549642725885        380.862380185429        0.000887659405607819        
831                     1.5              1435402500139.5        23272165880.8704        4.89760165916481e-06        25583910328.3774        11440387.8743118        218.473072169982        220.835362545027        0.00251687715008256        
831                     1.5              1435402500139.5        15305481199.7945        1156.24126731032        4929684399.92422        6816920566.76093        127.029785515124        115.378600308414        0.00667742521248277        
831                     1.5              1435402500139.5        21599323504.9907        8.59089903510451e-13        22277565997.4417        681.13909433252        245.410517600543        253.940968769652        0.00170497047814801        
831                     1.5              1435402500139.5        26901555475.8078        2.42317152897315e-14        15672741205.7662        -2.94072539625278e-32        1033.47265860155        1134.14333316904        8.42886517555738e-05        
831                     1.5              1435402500139.5        19668323408.3018        3.68550615714804e-14        21127887423.0589        2.07469806766144        246.977911731456        256.568857191626        0.00154704189349206        
831                     1.5              1435402500139.5        18650513653.2198        0.671352083964906        26641912470.9808        1109844442.10052        176.399070193213        172.959335914199        0.00406217455880087        
831                     1.5              1435402500139.5        19719291403.9126        5.43563010013468e-14        17276284345.9543        5.5804751002988e-21        314.718950474903        334.987883785067        0.000826815603007495        
831                     1.5              1435402500139.51        17665216354.7526        0.00206947466543966        22382907893.8873        276852892.76659        169.92320804734        167.059414585489        0.00389621360012929        
831                     1.5              1435402500139.5        16803429602.7431        3.35550782264698e-06        18481963200.533        3674345.15684473        183.248956785385        184.613162435621        0.00275142546273655        
831                     1.5              1435402500139.5        17102179175.6668        0.00239944686984551        17649519743.826        649608470.019385        169.765285034465        169.022830694703        0.0034102576660055        
831                     1.5              1435402500139.5        18295600214.4338        2.14563053505468e-13        16837894444.273        0.00209540019423895        252.694876837692        265.528438019977        0.00127339390946204        
831                     1.5              1435402500139.5        21259636199.3703        1.0254988166605e-13        22888854969.8704        3.93441083414297        251.822629041268        259.086855147043        0.00159583045318742        
831                     1.5              1435402500139.5        14178563378.7911        1.79860068622056e-05        18706201395.6349        203010190.791023        149.03716160651        142.257742885181        0.00449482651080383        
831                     1.5              1435402500139.5        29323275445.9713        3.05386231766064e-15        24401720487.4915        -3.33482545410443e-32        539.058901567674        581.477687200386        0.000391153797627504        
831                     1.5              1435402500139.5        15539603498.4641        27.9731986840164        15148379797.4406        2447437361.83348        145.710532947134        138.155896163156        0.00500213031267437        
831                     1.5              1435402500139.5        23947960960.3016        2.61960826323137e-14        19737896524.7994        1.95861090953776e-25        352.457331880274        376.070196075825        0.000772461887186133        
831                     1.5              1435402500139.5        21337376409.9824        5.64610513345877e-09        23249826258.5924        43874.1014911097        217.281003052452        222.224318023907        0.00232445414951873        
831                     1.5              1435402500139.5        19745220101.515        1.42298905381922e-16        11830897984.2315        -1.37820294611716e-35        493.827197356048        534.911932918466        0.000279402510983159        
831                     1.5              1435402500139.5        26799104463.1488        3.96740699639548e-15        21025738825.0116        -2.99612808031652e-33        439.396430344559        472.94718662139        0.000536443199199135        
831                     1.5              1435402500139.5        16670227930.1702        3.17250509269368e-13        7791650135.70505        13156.3149789891        192.65720451275        200.48170765629        0.0017047049702914        
831                     1.5              1435402500139.5        17607729457.4105        195.971457290317        27202573676.1463        3252101223.67176        154.167778579767        146.042929272079        0.00663008231873551        
831                     1.5              1435402500139.51        15348169382.7101        265231.804751612        12318133941.1971        4329187389.83085        126.280975022383        107.674478220238        0.00941253369782501        
831                     1.5              1435402500139.5        17848763203.5917        0.0423221227873746        20123159477.8677        699744062.544198        168.843408287504        168.452450662622        0.00387394260369387        
831                     1.5              1435402500139.51        22894275473.6835        0.000133337186810072        26741468370.135        880502110.472918        200.774524515217        204.32511391456        0.00329696589303748        
831                     1.5              1435402500139.5        17868111287.4535        9.16003544348275e-14        16199058459.5912        3.47941196086323e-06        266.313669022486        280.802889826871        0.00109336199719159        
