0 0.1 0
0.1 0.2 3
0.2 0.3 156
0.3 0.4 2157
0.4 0.5 3122
0.5 0.6 9699
0.6 0.7 11996
0.7 0.8 200
0.8 0.9 209
0.9 1 156
1 1.1 165
1.1 1.2 143
1.2 1.3 132
1.3 1.4 115
1.4 1.5 101
1.5 1.6 110
1.6 1.7 76
1.7 1.8 78
1.8 1.9 96
1.9 2 71
2 2.1 66
2.1 2.2 47
2.2 2.3 45
2.3 2.4 39
2.4 2.5 23
2.5 2.6 15
2.6 2.7 12
2.7 2.8 2
2.8 2.9 0
2.9 3 0
3 3.1 0
3.1 3.2 0
3.2 3.3 0
3.3 3.4 0
3.4 3.5 0
3.5 3.6 0
3.6 3.7 0
3.7 3.8 0
3.8 3.9 0
3.9 4 0
4 4.1 0
4.1 4.2 0
4.2 4.3 1
4.3 4.4 0
4.4 4.5 0
4.5 4.6 0
4.6 4.7 0
4.7 4.8 0
4.8 4.9 0
4.9 5 0
