0 0.06 0
0.06 0.12 0
0.12 0.18 1
0.18 0.24 7
0.24 0.3 151
0.3 0.36 1223
0.36 0.42 1399
0.42 0.48 1839
0.48 0.54 3164
0.54 0.6 7353
0.6 0.66 11884
0.66 0.72 147
0.72 0.78 131
0.78 0.84 124
0.84 0.9 119
0.9 0.96 98
0.96 1.02 95
1.02 1.08 91
1.08 1.14 97
1.14 1.2 83
1.2 1.26 79
1.26 1.32 69
1.32 1.38 77
1.38 1.44 73
1.44 1.5 50
1.5 1.56 71
1.56 1.62 54
1.62 1.68 48
1.68 1.74 47
1.74 1.8 44
1.8 1.86 57
1.86 1.92 55
1.92 1.98 39
1.98 2.04 39
2.04 2.1 43
2.1 2.16 30
2.16 2.22 31
2.22 2.28 24
2.28 2.34 26
2.34 2.4 20
2.4 2.46 14
2.46 2.52 15
2.52 2.58 8
2.58 2.64 7
2.64 2.7 6
2.7 2.76 2
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
