#1.ID #2.diskOutflowExponent #3.nodeMass #4.spheroidStellarMass #5.spheroidGasMass #6.diskStellarMass #7.diskGasMass #8.diskCircularVelocity #9.spheroidCircularVelocity #10.diskScaleLength
889                     1.5              1355157284587.99        7020513788.43663        53.2026205635417        20525160178.1054        9490419244.30034        130.152393011233        109.426935845045        0.00697264308542307        
889                     1.5              1355157284587.99        9156725695.38581        25.7487890983868        18679893057.1096        4434872794.34138        131.39931931605        117.086241763585        0.00621753182649903        
889                     1.5              1355157284587.99        16980265491.5809        1.59673451003226e-12        27256514894.9302        40826.5695566068        216.224461973224        217.912997286527        0.00220326650376871        
889                     1.5              1355157284587.99        9371727853.87158        3.2260471145758        18071498720.9073        3295689226.64682        136.874227782697        126.108563060658        0.0049760655930604        
889                     1.5              1355157284587.99        14224486890.746        7.63713083084729e-13        20427463290.8435        50200.4852083093        216.726888289787        221.51179893101        0.00169696945666837        
889                     1.5              1355157284587.99        18274900849.2872        9.4067967975627e-14        22670115861.292        3.15188869264889e-05        283.433629228675        293.965738539611        0.00110616526359198        
889                     1.5              1355157284587.99        11983997012.8574        0.121790669100645        28147456234.0768        2847279248.36879        156.028994406422        146.098784069322        0.00487558047795789        
889                     1.5              1355157284587.99        13146995337.351        0.355644060957369        22516092851.9297        1018502426.89321        160.457847337215        153.676680207267        0.0038642486000022        
889                     1.5              1355157284587.99        18982749343.605        3.67914414274785e-13        26583467689.5256        8.7422382728397        264.653062418112        273.695993143953        0.00143609674113739        
889                     1.5              1355157284587.99        12043107114.0176        1.29872081434578e-12        26996831389.3555        4609998713.1222        165.105004707666        160.688369417128        0.00417676060949664        
889                     1.5              1355157284587.99        17612985111.9549        0.621042642849954        28790633929.7474        285413758.336248        188.314396970009        185.039490891193        0.00332113140014001        
889                     1.5              1355157284587.99        13695376213.6924        2.40577072291956e-12        26410995859.068        178203115.918404        168.10710194453        162.389564602936        0.00373910510138793        
