0 0.06 3
0.06 0.12 18
0.12 0.18 88
0.18 0.24 154
0.24 0.3 273
0.3 0.36 520
0.36 0.42 886
0.42 0.48 1195
0.48 0.54 1624
0.54 0.6 2989
0.6 0.66 6869
0.66 0.72 12320
0.72 0.78 496
0.78 0.84 110
0.84 0.9 100
0.9 0.96 89
0.96 1.02 94
1.02 1.08 88
1.08 1.14 73
1.14 1.2 88
1.2 1.26 65
1.26 1.32 76
1.32 1.38 70
1.38 1.44 60
1.44 1.5 57
1.5 1.56 46
1.56 1.62 38
1.62 1.68 58
1.68 1.74 45
1.74 1.8 50
1.8 1.86 55
1.86 1.92 54
1.92 1.98 39
1.98 2.04 37
2.04 2.1 25
2.1 2.16 17
2.16 2.22 27
2.22 2.28 17
2.28 2.34 10
2.34 2.4 11
2.4 2.46 6
2.46 2.52 4
2.52 2.58 5
2.58 2.64 2
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
