#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.045155    -1.846279    -1.702691   -1.039296
1.104000e+01   -1.997157    -1.816276    -1.665794   -0.906528
1.108000e+01   -1.990152    -1.803683    -1.640600   -0.890618
1.112000e+01   -1.949488    -1.759930    -1.587364   -0.965917
1.116000e+01   -1.895277    -1.723927    -1.559844   -0.981534
1.120000e+01   -1.893939    -1.700108    -1.538477   -0.980772
1.124000e+01   -1.866371    -1.665201    -1.484439   -0.894242
1.128000e+01   -1.811414    -1.622616    -1.436796   -0.883982
1.132000e+01   -1.785471    -1.594223    -1.406908   -0.863294
1.136000e+01   -1.764097    -1.563459    -1.378594   -0.913848
1.140000e+01   -1.757940    -1.547327    -1.371788   -0.954741
1.144000e+01   -1.716024    -1.492963    -1.296808   -0.883397
1.148000e+01   -1.744712    -1.510268    -1.297075   -0.945912
1.152000e+01   -1.741426    -1.510729    -1.284171   -0.932307
1.156000e+01   -1.700165    -1.460982    -1.252006   -0.926194
1.160000e+01   -1.690087    -1.490715    -1.242176   -0.810742
1.164000e+01   -1.699415    -1.501849    -1.291776   -0.868563
1.168000e+01   -1.652037    -1.462206    -1.257813   -0.984666
1.172000e+01   -1.648890    -1.441177    -1.245547   -0.989765
1.176000e+01   -1.617731    -1.420223    -1.254923   -1.044742
1.180000e+01   -1.612468    -1.390822    -1.236750   -0.848950
1.184000e+01   -1.610716    -1.408088    -1.238399   -0.941714
1.188000e+01   -1.635908    -1.417462    -1.252234   -1.006462
1.192000e+01   -1.561953    -1.387740    -1.238028   -1.062303
1.196000e+01   -1.564998    -1.377494    -1.242768   -1.038527
1.200000e+01   -1.562554    -1.378797    -1.270055   -1.037152
1.204000e+01   -1.498986    -1.355835    -1.249908   -1.113995
1.208000e+01   -1.502109    -1.360436    -1.283714   -1.136794
1.212000e+01   -1.514583    -1.368570    -1.270611   -1.118317
1.216000e+01   -1.485852    -1.344642    -1.266198   -1.132415
1.220000e+01   -1.503415    -1.384652    -1.299795   -1.133169
1.224000e+01   -1.479106    -1.352956    -1.276605   -1.131626
1.228000e+01   -1.524787    -1.425411    -1.294359   -1.162278
1.232000e+01   -1.485375    -1.376561    -1.317409   -1.160066
1.236000e+01   -1.503300    -1.396761    -1.319098   -1.040778
1.240000e+01   -1.445671    -1.359287    -1.302692   -0.941047
1.244000e+01   -1.455074    -1.391871    -1.342216   -1.216130
1.248000e+01   -1.528610    -1.421837    -1.350344   -1.102510
1.252000e+01   -1.504181    -1.408781    -1.332474   -1.236633
1.256000e+01   -1.565170    -1.451637    -1.388866   -1.201448
1.260000e+01   -1.557127    -1.461214    -1.377929   -1.225394
1.264000e+01   -1.619119    -1.489967    -1.402120   -1.275749
1.268000e+01   -1.562991    -1.479614    -1.401387   -1.284293
1.272000e+01   -1.580494    -1.514362    -1.434310   -1.317666
1.276000e+01   -1.586162    -1.495996    -1.449949   -1.353232
1.280000e+01   -1.616497    -1.547922    -1.481335   -1.379044
1.284000e+01   -1.627186    -1.570635    -1.494368   -1.351321
1.288000e+01   -1.704973    -1.588729    -1.517911   -1.356996
