#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.500000   0.217181    0.274020    0.331985   0.277449  0.008893
9.600000   0.172177    0.232732    0.293730   0.233926  0.008154
9.700000   0.140501    0.198231    0.257798   0.202749  0.007820
9.800000   0.102887    0.157414    0.214429   0.162414  0.006704
9.900000   0.075923    0.123540    0.174849   0.129340  0.004720
10.000000   0.051719    0.092108    0.136932   0.098689  0.003689
10.100000   0.032551    0.064599    0.104911   0.074119  0.002786
10.200000   0.016503    0.036263    0.068917   0.048850  0.001948
10.300000   0.008031    0.021272    0.047250   0.032827  0.001142
10.400000   0.004708    0.012009    0.032658   0.023372  0.000746
10.500000   0.003150    0.008155    0.021530   0.017189  0.000472
10.600000   0.002845    0.006603    0.016337   0.012349  0.000219
10.700000   0.002392    0.005276    0.013588   0.012413  0.000323
10.800000   0.002379    0.005641    0.014992   0.010972  0.000178
10.900000   0.002297    0.004718    0.008878   0.007729  0.000068
11.000000   0.002359    0.004328    0.007207   0.006148  0.000038
11.100000   0.001504    0.002839    0.005625   0.005093  0.000033
11.200000   0.001667    0.002512    0.003890   0.003191  0.000006
11.300000   0.001544    0.001833    0.003663   0.002784  0.000003
11.400000   0.001703    0.001924    0.002067   0.001862  0.000000
11.500000   0.000000    0.000000    0.000000   0.000000  0.000000
