#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
140153343.540851    186866559.395769   60346044.2883349    141945074.459163
59577972.3699087    138393118.779284   34892789.7901699    90343720.536974
75681152.5604754    91454521.7409396   68060872.7306062    156211450.953956
15404563.9030954    37836706.551443   45916397.3687502    106792430.608936
126561158.101846    168975149.460234   36610747.4422788    83847572.7669514
66233972.5365659    92916271.2951815   37998176.6881573    85115201.569835
34023401.5309056    87992041.0705387   51416066.938151    124013579.070635
29769612.4743862    58663961.8156309   58117349.909508    148690448.463898
38314676.2810473    76103865.4703607   22909892.034906    54709750.2598249
106303918.830491    189415244.399091   41474163.3983317    101259341.172973
32771378.9601429    32789075.4712223   83535811.2258582    183251074.797042
152844784.478254    209581452.404222   54775840.2590118    127622134.419136
83255489.4450447    106982940.628593   1315922.27710276    2397998.80961652
38763821.2891654    99808166.3399869   37497522.5424362    88517734.8645057
124381034.24326    168623698.212989   20918730.2838811    46809325.2309498
72723413.0645759    114373205.302177   40850414.3165327    94684368.1562451
32396001.3024069    83517622.0917073   24714644.5296019    61426724.498737
161513677.117965    242714027.623028   29936973.0352616    75769033.451454
143948994.069691    239313131.119625   35209175.045064    85425295.907425
63357913.5842563    145636750.445432   34786499.7801555    82688148.0673427
52114508.8561241    84669330.2283269   7268207.88790166    15496387.8937622
130145784.906315    201839543.903269   26523276.8683069    60987442.4263704
62506656.9157297    114563929.686761   82788788.1241185    209274999.427253
118883931.88664    201842657.807432   33507649.7456635    82910784.0698977
47432998.5845277    119424721.339166   32518763.3060029    79011768.2505649
183343634.920355    243115109.035274   26415346.4303882    60906631.0280667
147720945.18538    234245839.681861   35294123.6704762    84737569.2870962
385204.481651448    409180.346549805   52083135.8826718    117700386.725305
0    0   0    0
195056442.060695    305255381.677923   50039321.2338798    121357350.966154
40496089.2745309    100496952.056288   30991070.9276367    73495110.5876344
100339273.233579    193919088.452202   44592036.977164    107573846.810051
170623218.648566    236427583.677689   39447136.2982459    91649322.8307303
76036339.1477684    156452453.482976   41065079.013213    101604280.041637
40561689.8654653    44705339.7194581   34877516.2534167    74567139.6926728
209951334.217163    292176654.675725   34888846.6270701    76017163.8663505
155061455.026314    174484876.427303   64074643.9583749    147990655.677602
51987278.3315663    59465967.2255115   65629042.5754677    143393047.126678
137245875.017797    193344195.157263   35948712.4378063    81552092.0025866
180232413.393167    231793159.322334   33367887.935355    69222405.6451779
160853047.38154    224917536.643497   29683699.6970496    68815704.0515381
50611194.6511812    116452830.66972   27595437.154861    69351463.9363588
57524257.4550287    139462809.233748   36137104.9515122    88387403.1603854
156711496.563881    207480939.011226   20037991.3233633    46988218.3524364
71304242.4647411    130508947.00262   30600716.3912433    75071074.4492782
75409976.1994039    153252239.497348   42500322.4665503    102795724.715963
90816312.9456307    163267615.556329   30967216.6408975    73272920.0051007
631739.101099824    1631948.0497737   70446487.6800601    178111281.39904
100460469.921418    147939499.202206   5261647.80931664    11055235.5334298
106189831.425473    175641790.600878   30150974.6324006    69468544.6819441
8817859.52211587    10755549.4893135   34860362.2443787    74403726.6592015
75097570.0438757    91503364.7682988   48335929.7204206    117042754.332402
50244275.0292372    70330290.7808526   35738786.7366732    88570185.9719995
48080204.152221    119208498.102209   32875274.6533488    76754486.9885858
82038820.9788872    120304578.540905   21303559.7511585    40073639.8925737
62977295.4314031    117103667.29163   23392831.6255078    56971956.5566292
200966195.545524    289586787.807439   37410731.1546599    86678447.3958357
189005969.444876    294721265.821768   41568126.2184275    101638238.074363
108143995.684991    153711218.806884   73456425.5953864    175419957.487442
33749593.0056831    87619056.487377   29831992.6115752    72183040.8172096
96917772.0078645    92672451.3915658   98867617.0996023    211372967.244417
81558867.1250679    104233257.601964   706060.442709008    1449283.99087556
196648656.263577    277463349.593944   38037222.3147482    83654388.92336
164063424.809661    249882662.526854   29620115.3895032    67299471.8247085
39396228.5085028    102399523.13921   28529089.8799487    72652117.6763313
113904292.857145    166958409.763521   15620111.1595372    35849890.6830517
108183708.584269    140342458.949646   64143457.6468182    153472073.377917
149408933.606609    240273443.940534   32633204.4075449    74733782.2823128
69458773.1812661    110069461.205772   36134017.3327528    86867461.2640075
81670415.9784777    152732213.326169   32142244.6170012    75668633.2024965
47832558.5993392    93056831.8057648   65029973.1971112    160354191.810104
78285641.2406603    120231985.778686   11077133.920074    26249992.0190584
97909631.1363184    162751973.008318   25919503.9583058    60877753.8640478
298637354.643198    412794753.877684   48096456.2801194    108228364.836682
120374566.313979    171291395.062005   20129892.4765363    51180170.2478551
68764684.6965777    69514874.8103837   75144184.3459682    169318824.006611
68541227.13676    129645403.756647   30928850.2328609    77496239.2069775
40783245.5350786    59877221.9535943   58998123.2557586    143230149.48094
76092629.9719428    117788763.423041   16644839.730889    39413171.5334411
34820435.9556671    94135407.6818327   32555203.4221306    83747708.8537555
60144248.0825307    79075011.2571714   23349606.9629331    51818649.0387431
142743061.705093    207507018.361438   26700687.3370777    62882472.7673992
160723077.732309    221460726.805147   26189936.0036204    55119713.3282658
37816233.2412302    101058769.576226   32719986.7955833    83393343.1299614
40223076.2887835    94754733.5762714   23299262.6122764    58799212.3785813
180161097.272209    263106451.92522   48519710.6298953    117674299.5018
113159566.700756    183863950.616706   26501588.4368173    61437350.0738377
125816086.490741    182812978.423542   21993227.9972655    46137012.4646001
39413813.7137722    100442970.1167   26636958.46078    66248855.9165366
85998693.6242948    112702963.817829   40676527.1841047    90409070.5646706
163033637.799804    248689630.407475   37307344.1894414    87532655.8339965
112374456.475293    154583099.369481   18511007.3227367    42739391.5106654
123345479.342142    204950807.257178   33841494.5572791    84671556.7109409
108201299.516196    163756329.764368   13360748.4998306    30831098.8215959
35334575.9483203    60487733.1788386   8767567.05757897    18412119.2425401
94771020.2457482    165307890.179743   26396193.4069626    60007357.1576702
109680645.888638    147980851.993459   51198305.9963116    130435436.458079
97323087.8658603    144460090.219651   17243866.0257655    38586543.3497979
34971864.2194257    89713912.3508638   33235489.9997391    79269525.8778516
2661636.65964625    6015223.23906186   58693846.4718055    138186904.122864
34546561.2648324    81220652.0794618   43710222.0007245    110177435.875912
103005014.742671    162967905.590514   20815725.8297195    47687625.6999344
165657148.022493    241008207.924323   46324617.925513    112450677.814794
36037485.8258818    96401571.2670121   31353027.0485922    79237008.6858753
0    0   0    0
33176017.6428437    85843155.0216623   36777141.7631859    86624815.2449493
104085175.303796    178273948.744917   30360145.2952976    72737198.1410603
103325957.513695    170194864.528003   30107886.705324    71559941.8728848
164560988.723599    226167271.629874   27990063.4189406    59553182.3807724
112055033.15766    146232563.230932   30281586.2182177    67614256.9955866
84992271.2716044    124792923.789244   30979250.3841579    71923949.2675625
94392938.5066363    124048044.048062   28112310.3641354    66096099.0764651
20885879.0463413    24568226.0756853   33373612.3459039    72377940.0436484
46549296.8280395    120504610.056882   33091830.1386799    83334255.5454491
58402800.271394    107353522.015382   19765332.6659385    48229303.2746186
55417478.919526    99763483.0280559   27648093.5025882    65566726.6187728
2658206.10315841    3086466.54657401   71977862.7797538    167736839.943328
93474081.383604    151607616.091183   20182251.2131082    48123529.4855113
26621197.2955784    69655820.5332682   26737083.2683648    65329906.2000869
80928043.5605093    114608453.556784   11634755.1705748    25468749.4721526
20193163.6075148    52074299.8509988   19723131.5695242    47356635.8699742
79079338.4301715    106967462.76967   67885717.2560503    162546644.062078
39833827.9223687    90197149.6950959   25795353.3841455    65962727.725117
101892282.522667    176966717.980733   29143539.7313817    72462176.8744546
151057519.712783    222813238.524805   26305696.4053765    61761288.0472533
150784026.855089    234492026.799894   33332870.4997276    81692432.3893437
20088296.544109    53501632.6462892   17492216.4925675    43064538.7150876
153253092.241113    233577067.951461   38670875.4470945    88486147.0628135
43960789.2180547    81795740.2299817   54251047.3530928    132602017.883158
80043910.3100305    118851011.667876   42049469.2632066    110042111.874483
97329190.0736399    147103519.29694   20630721.6473807    50807820.9017417
151107812.186567    219110434.504626   29705830.9961924    67468190.0751731
75273738.9878124    96673450.6034293   7124902.41426691    15075245.4238343
31948027.0537029    29897595.6280448   0    0
86769961.9073313    151421268.979652   24244352.5733678    59503900.4929907
61002746.3548108    103895453.218867   27524408.4092708    62477214.6727858
134964435.830328    199641408.10552   23972172.7826204    61450666.9777511
138323619.572539    164544316.299134   57714167.3596124    135945832.111826
44619085.4321905    40619654.041708   0    0
66624347.9364659    137679072.025705   36689715.7593262    90585472.5853859
77684569.4285899    110863923.771678   27949305.2375166    64036671.2885648
67741412.4106611    106490557.385176   42138650.069578    96610154.7679027
5640268.9327152    8603921.75430513   58788068.7871681    151337144.332681
93201385.2428869    177083407.742829   29080115.9591888    72640518.6699791
197210733.038886    290500571.451047   39598024.2040751    95731672.7624778
187353255.195846    278515219.227333   31295028.1088336    72022303.0542434
104780629.244036    161328039.257484   17705971.595508    39240058.7576629
18392082.461572    30419100.6474703   68098011.4208782    169186106.772046
162280833.081758    225048511.799735   16268508.5754956    38739311.1241841
110044229.644422    157525049.824217   29794048.3394996    66389309.0752355
180210426.34076    227890768.042824   58216533.3361935    140900918.413407
165658612.229988    208822225.547856   28420638.7624673    53138801.6992424
89006509.9437622    104596716.808655   42476551.4504322    98738195.2345578
137284260.932559    198587276.063073   14401761.9421797    32172165.519621
109530575.817464    197742915.486387   36227044.0577384    88211499.3923284
92119476.6133517    135329654.99432   10031630.7999663    21651687.142849
57329041.8267986    71087300.1584086   32741555.9631418    72293151.2097365
192672520.281807    272538551.055784   49553860.4729886    125417566.080768
186015680.133431    284255395.094927   36709156.6906916    86421827.4798015
37533236.9042037    48168166.2352226   33329320.544087    75729377.7711598
162149324.664642    196039607.356989   44085264.1904665    100710838.466017
120442470.4508    217423139.843618   32141097.3993889    76644027.443676
64697766.5378723    91841410.6747522   5570737.54264322    11478507.6869125
99025482.9865231    160956464.730504   25592598.6904844    60672885.7139875
19344740.5232658    53177631.7311081   19240941.8436879    49642882.4075113
207604746.966484    289204668.763522   39181504.1957928    90146853.3084374
65458968.8388179    132792590.575876   31271266.206602    79395403.1930569
85668889.0660181    157430259.240765   31884546.3936321    77188105.3821717
91217320.226016    165482122.663376   30795338.6387074    78714409.7136664
142650848.773993    205654256.110719   13365324.702976    30252343.10625
10248829.3001332    10407671.4369448   35728699.1521058    79306762.8302131
32997362.7612171    85334633.472227   30237077.6209748    73034542.6464377
72588579.8002355    162489048.17937   31497285.0577949    73517445.6960666
31849143.0562906    65911251.8828801   10501050.7858955    22858427.8488613
29502205.4188396    77282806.671629   27940721.6979044    68660272.9692864
39850748.1432703    85512817.0357292   14712131.5716513    37004360.5538213
57156135.451537    77495213.6164116   22627016.0382949    49589040.7026602
109641624.458544    129348070.518297   34454823.1938602    78225602.66495
258869727.357909    330256226.590964   36268390.5431693    76429202.1283955
175087119.119572    255577206.608036   25543457.4278073    56999660.3857596
101916506.421328    119739911.72736   55054375.8340938    118494164.369188
164535064.791162    239363057.826873   29704359.9075002    70200547.8622261
140392106.937104    213581521.563986   24881233.7909252    62981329.8293625
90537609.7214792    112845510.599919   40727649.9290365    91278410.6585195
91220515.4651749    122164960.253739   13841406.5492177    33499227.1747086
193417952.143966    283398738.937366   35461362.843408    84711560.7340813
150173210.603785    240545357.62607   31909319.9087809    75265118.6929186
80136836.20276    150067970.490325   30198617.5027922    75157522.313372
344139955.503598    409361597.299233   40357687.0454929    84054610.773647
139459248.144584    216906216.424783   35105146.3938102    82672415.8810629
153262210.270154    198118606.622019   39699608.6736499    89958774.5034758
6083359.66858974    13839318.1176238   59826659.9279824    144695295.686857
39050471.0154297    100652130.845285   27354984.9645394    69119125.376191
131241216.172008    206045664.971946   27791951.0042724    63266843.1954384
120091437.67569    150151394.836046   28343417.2687537    62463753.9872807
