#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.000000   0.644000    0.695405    0.737362   0.680769  0.015539
9.066667   0.601253    0.669694    0.714060   0.648100  0.014227
9.133333   0.579751    0.637141    0.681947   0.624692  0.013229
9.200000   0.559270    0.604757    0.646115   0.596122  0.009361
9.266667   0.517427    0.573370    0.613092   0.558465  0.010612
9.333333   0.488394    0.534333    0.581828   0.525594  0.008972
9.400000   0.450974    0.502593    0.550955   0.495958  0.008359
9.466667   0.405057    0.461039    0.517138   0.454088  0.009538
9.533333   0.360743    0.427714    0.491223   0.425423  0.009881
9.600000   0.316385    0.387231    0.455188   0.385091  0.009946
9.666667   0.270830    0.343849    0.420688   0.345275  0.011391
9.733333   0.229454    0.310612    0.390209   0.312232  0.011915
9.800000   0.189883    0.274433    0.356067   0.274335  0.012091
9.866667   0.158681    0.240938    0.333208   0.245827  0.012011
9.933333   0.143031    0.212521    0.291678   0.220151  0.009645
10.000000   0.112396    0.180390    0.258884   0.192081  0.009438
10.066667   0.100479    0.158156    0.228756   0.169625  0.006937
10.133333   0.086535    0.129739    0.202702   0.149983  0.006234
10.200000   0.073912    0.107825    0.156727   0.125186  0.004464
10.266667   0.069420    0.098475    0.142709   0.116020  0.003791
10.333333   0.067384    0.097993    0.136660   0.115039  0.003984
10.400000   0.061938    0.087489    0.127398   0.103532  0.002600
10.466667   0.069121    0.089021    0.136168   0.108966  0.003247
10.533333   0.066085    0.085597    0.121055   0.100547  0.002535
10.600000   0.068161    0.083377    0.108169   0.096585  0.002179
10.666667   0.064489    0.078291    0.116011   0.097650  0.002364
10.733333   0.058251    0.070471    0.088161   0.080194  0.000980
10.800000   0.060603    0.073985    0.103070   0.089287  0.001964
10.866667   0.056247    0.067849    0.077491   0.070242  0.000307
10.933333   0.054449    0.063815    0.082909   0.071710  0.000486
11.000000   0.079409    0.088881    0.101785   0.092313  0.001042
