#1.ID #2.spheroidStellarMass #3.diskStellarMass #4.diskStellarLuminosity:SDSS_i:observed:z0.1000 #5.spheroidStellarLuminosity:SDSS_i:observed:z0.1000 #6.diskCircularVelocity #7.spheroidCircularVelocity
1000             32402866656.2139        2600958809.29392        41999437.7049056        165298330.114948        156.600063052309        154.387744493169        
1001             25490811922.3845        28426257551.3191        108369203.258875        98664610.2712398        478.688100995543        513.502414811719        
1002             43794554136.8849        272507635.356805        6427417.84039373        310026427.925665        164.183639037691        265.87860808003        
1003             24304734936.6395        610152206.587722        12083961.1447738        125833662.127213        128.547870857429        122.544059796548        
1004             34607326522.4737        63037568.9342524        814377.454882177        165025266.119389        89.9568654594794        139.846175327061        
1005             29529193003.9521        2188946928.7721        46940907.1088981        162866455.32871        133.044079722969        110.686448301962        
1006             46526018881.0167        23241433584.0657        106568964.778862        201800516.830211        280.641791983329        290.979443227236        
1007             45957494608.8737        2365207850.46098        52164934.5184698        180464879.734926        206.162005743444        287.011986136967        
1008             23964206626.2935        6831037490.97777        30993199.9757173        95044599.410156        210.842829913963        271.819554253099        
1009             50376681683.6167        13530476713.3039        64497824.1002285        206754960.211211        334.557602241303        361.789584181342        
1010             48557683198.9801        33123025.7066338        1634551.61425887        346456444.732057        145.197069200041        133.133485020152        
1011             45564867218.4008        6601576691.74486        145541171.041887        219858680.872131        186.22330779977        180.41805904268        
1012             6625090013.35676        1220869894.37456        57195182.0817841        69910722.8019483        106.618796762966        82.9006242297862        
1013             57438632236.5471        15962361.4112759        450445.001615143        267885014.390346        164.208382167731        196.429796335051        
1014             19087596341.8021        4182175929.41848        35292692.2096717        92733047.706125        138.763461334806        137.436290798871        
1015             34501548331.7856        5976482389.73552        54382676.0454125        169540557.518597        178.032730470134        189.676722185904        
1016             17393245340.7976        21042726642.3412        95248516.4653283        71548265.7490356        275.325311000107        340.108957616735        
1017             18206931331.7751        25190629599.703        242661751.609929        78625139.3115151        272.285025963998        283.830619453102        
