0 0.06 0
0.06 0.12 0
0.12 0.18 11
0.18 0.24 44
0.24 0.3 168
0.3 0.36 513
0.36 0.42 1217
0.42 0.48 2218
0.48 0.54 3110
0.54 0.6 4354
0.6 0.66 9165
0.66 0.72 6081
0.72 0.78 250
0.78 0.84 152
0.84 0.9 138
0.9 0.96 116
0.96 1.02 131
1.02 1.08 95
1.08 1.14 91
1.14 1.2 93
1.2 1.26 85
1.26 1.32 79
1.32 1.38 101
1.38 1.44 76
1.44 1.5 66
1.5 1.56 65
1.56 1.62 58
1.62 1.68 54
1.68 1.74 54
1.74 1.8 57
1.8 1.86 47
1.86 1.92 50
1.92 1.98 60
1.98 2.04 51
2.04 2.1 37
2.1 2.16 40
2.16 2.22 32
2.22 2.28 31
2.28 2.34 9
2.34 2.4 14
2.4 2.46 8
2.46 2.52 8
2.52 2.58 4
2.58 2.64 1
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
