5  0.01
1  0.02
2  0.035
0  0.05
0  0.075
0  0.1


11  0.01
6  0.02
20 0.035
2  0.05
7  0.075
3  0.1


25  0.01
18  0.02
314  0.035 
5  0.05
203  0.075
156  0.1
