#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.700938    -1.507244    -1.345692   -0.931915
1.104000e+01   -1.663345    -1.480550    -1.326909   -0.833402
1.108000e+01   -1.658932    -1.474816    -1.319296   -0.886732
1.112000e+01   -1.636520    -1.448327    -1.282766   -0.794149
1.116000e+01   -1.594653    -1.425114    -1.272130   -0.780509
1.120000e+01   -1.605957    -1.424874    -1.273236   -0.792292
1.124000e+01   -1.577362    -1.404782    -1.246906   -0.892858
1.128000e+01   -1.548486    -1.383376    -1.227243   -0.870717
1.132000e+01   -1.534005    -1.363424    -1.224165   -0.810312
1.136000e+01   -1.540373    -1.351874    -1.210211   -0.933687
1.140000e+01   -1.526863    -1.349451    -1.217381   -0.883297
1.144000e+01   -1.513590    -1.317194    -1.194604   -0.858260
1.148000e+01   -1.556767    -1.354580    -1.210986   -0.970259
1.152000e+01   -1.550780    -1.377176    -1.225939   -0.955336
1.156000e+01   -1.535846    -1.361370    -1.236629   -0.924796
1.160000e+01   -1.564620    -1.395016    -1.260021   -0.860632
1.164000e+01   -1.560820    -1.414907    -1.290392   -0.970059
1.168000e+01   -1.549493    -1.413820    -1.300691   -0.948990
1.172000e+01   -1.587009    -1.414351    -1.304938   -1.024852
1.176000e+01   -1.549744    -1.420162    -1.308148   -1.077675
1.180000e+01   -1.562144    -1.424439    -1.321215   -0.891588
1.184000e+01   -1.585306    -1.456221    -1.338645   -1.070285
1.188000e+01   -1.618270    -1.451871    -1.341326   -0.988684
1.192000e+01   -1.567690    -1.438610    -1.346659   -1.135844
1.196000e+01   -1.616416    -1.450390    -1.357374   -1.017243
1.200000e+01   -1.591283    -1.480500    -1.376810   -1.017611
1.204000e+01   -1.573083    -1.436365    -1.351664   -1.143109
1.208000e+01   -1.589672    -1.459863    -1.365425   -1.228019
1.212000e+01   -1.596399    -1.465617    -1.388076   -1.241867
1.216000e+01   -1.555849    -1.439877    -1.351500   -1.209526
1.220000e+01   -1.581842    -1.467793    -1.394754   -1.211018
1.224000e+01   -1.566316    -1.464382    -1.389488   -1.236504
1.228000e+01   -1.597789    -1.491874    -1.398218   -1.242012
1.232000e+01   -1.597058    -1.473308    -1.383896   -1.234935
1.236000e+01   -1.614254    -1.492846    -1.424732   -1.105816
1.240000e+01   -1.577519    -1.479945    -1.415116   -1.204776
1.244000e+01   -1.569977    -1.491247    -1.428201   -1.266699
1.248000e+01   -1.591298    -1.521598    -1.460334   -1.143075
1.252000e+01   -1.577208    -1.506883    -1.432890   -1.338286
1.256000e+01   -1.651423    -1.514931    -1.454940   -1.259377
1.260000e+01   -1.632435    -1.522462    -1.456507   -1.332573
1.264000e+01   -1.675063    -1.567949    -1.484132   -1.348395
1.268000e+01   -1.639019    -1.553937    -1.505635   -1.368459
1.272000e+01   -1.691322    -1.582493    -1.519420   -1.409884
1.276000e+01   -1.666945    -1.604271    -1.545349   -1.429231
1.280000e+01   -1.672130    -1.599813    -1.530751   -1.390104
1.284000e+01   -1.711955    -1.624803    -1.579792   -1.451248
1.288000e+01   -1.735203    -1.672278    -1.604876   -1.417184
