0 0.06 2
0.06 0.12 5
0.12 0.18 23
0.18 0.24 50
0.24 0.3 232
0.3 0.36 1431
0.36 0.42 3631
0.42 0.48 5334
0.48 0.54 8809
0.54 0.6 5859
0.6 0.66 1106
0.66 0.72 286
0.72 0.78 228
0.78 0.84 190
0.84 0.9 176
0.9 0.96 149
0.96 1.02 146
1.02 1.08 123
1.08 1.14 113
1.14 1.2 91
1.2 1.26 99
1.26 1.32 100
1.32 1.38 85
1.38 1.44 82
1.44 1.5 83
1.5 1.56 64
1.56 1.62 50
1.62 1.68 67
1.68 1.74 61
1.74 1.8 49
1.8 1.86 57
1.86 1.92 48
1.92 1.98 48
1.98 2.04 32
2.04 2.1 45
2.1 2.16 25
2.16 2.22 23
2.22 2.28 21
2.28 2.34 6
2.34 2.4 7
2.4 2.46 4
2.46 2.52 1
2.52 2.58 1
2.58 2.64 0
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
