0 0.06 1
0.06 0.12 3
0.12 0.18 11
0.18 0.24 37
0.24 0.3 87
0.3 0.36 331
0.36 0.42 983
0.42 0.48 2651
0.48 0.54 4340
0.54 0.6 6681
0.6 0.66 9404
0.66 0.72 2090
0.72 0.78 301
0.78 0.84 199
0.84 0.9 175
0.9 0.96 160
0.96 1.02 129
1.02 1.08 130
1.08 1.14 99
1.14 1.2 89
1.2 1.26 99
1.26 1.32 89
1.32 1.38 117
1.38 1.44 78
1.44 1.5 80
1.5 1.56 74
1.56 1.62 62
1.62 1.68 51
1.68 1.74 59
1.74 1.8 59
1.8 1.86 55
1.86 1.92 48
1.92 1.98 47
1.98 2.04 52
2.04 2.1 36
2.1 2.16 42
2.16 2.22 31
2.22 2.28 22
2.28 2.34 18
2.34 2.4 9
2.4 2.46 8
2.46 2.52 3
2.52 2.58 2
2.58 2.64 0
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
