0 0.06 0
0.06 0.12 1
0.12 0.18 1
0.18 0.24 4
0.24 0.3 25
0.3 0.36 264
0.36 0.42 1094
0.42 0.48 2120
0.48 0.54 3531
0.54 0.6 9289
0.6 0.66 11552
0.66 0.72 211
0.72 0.78 90
0.78 0.84 113
0.84 0.9 82
0.9 0.96 72
0.96 1.02 55
1.02 1.08 78
1.08 1.14 44
1.14 1.2 60
1.2 1.26 59
1.26 1.32 48
1.32 1.38 45
1.38 1.44 45
1.44 1.5 35
1.5 1.56 30
1.56 1.62 17
1.62 1.68 25
1.68 1.74 12
1.74 1.8 5
1.8 1.86 13
1.86 1.92 7
1.92 1.98 2
1.98 2.04 2
2.04 2.1 0
2.1 2.16 0
2.16 2.22 0
2.22 2.28 0
2.28 2.34 0
2.34 2.4 0
2.4 2.46 0
2.46 2.52 0
2.52 2.58 0
2.58 2.64 0
2.64 2.7 1
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
