0 0.06 0
0.06 0.12 0
0.12 0.18 0
0.18 0.24 12
0.24 0.3 130
0.3 0.36 597
0.36 0.42 1208
0.42 0.48 1656
0.48 0.54 2297
0.54 0.6 3361
0.6 0.66 6662
0.66 0.72 10892
0.72 0.78 333
0.78 0.84 104
0.84 0.9 117
0.9 0.96 118
0.96 1.02 117
1.02 1.08 107
1.08 1.14 93
1.14 1.2 104
1.2 1.26 96
1.26 1.32 70
1.32 1.38 64
1.38 1.44 78
1.44 1.5 82
1.5 1.56 79
1.56 1.62 52
1.62 1.68 58
1.68 1.74 47
1.74 1.8 55
1.8 1.86 51
1.86 1.92 50
1.92 1.98 61
1.98 2.04 50
2.04 2.1 44
2.1 2.16 44
2.16 2.22 33
2.22 2.28 27
2.28 2.34 21
2.34 2.4 21
2.4 2.46 14
2.46 2.52 8
2.52 2.58 10
2.58 2.64 5
2.64 2.7 1
2.7 2.76 2
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
