0 0.06 0
0.06 0.12 2
0.12 0.18 5
0.18 0.24 24
0.24 0.3 255
0.3 0.36 1439
0.36 0.42 1862
0.42 0.48 2505
0.48 0.54 4129
0.54 0.6 9061
0.6 0.66 7622
0.66 0.72 162
0.72 0.78 135
0.78 0.84 118
0.84 0.9 126
0.9 0.96 113
0.96 1.02 117
1.02 1.08 104
1.08 1.14 95
1.14 1.2 106
1.2 1.26 94
1.26 1.32 76
1.32 1.38 65
1.38 1.44 69
1.44 1.5 79
1.5 1.56 57
1.56 1.62 54
1.62 1.68 53
1.68 1.74 54
1.74 1.8 64
1.8 1.86 43
1.86 1.92 62
1.92 1.98 53
1.98 2.04 32
2.04 2.1 49
2.1 2.16 34
2.16 2.22 27
2.22 2.28 22
2.28 2.34 16
2.34 2.4 19
2.4 2.46 9
2.46 2.52 8
2.52 2.58 6
2.58 2.64 4
2.64 2.7 2
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
