1  0.01
1  0.02
0  0.035
0  0.05
0  0.075
0  0.1

8  0.01
5  0.02
3  0.035
2  0.05
1  0.075
0  0.1

83  0.01
64  0.02
43  0.035
29  0.05
25  0.075
20  0.1
