#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.058797    -1.873347    -1.743525   -1.132292
1.104000e+01   -2.013013    -1.847293    -1.712011   -0.934823
1.108000e+01   -2.009137    -1.832303    -1.691262   -0.895964
1.112000e+01   -1.972835    -1.796070    -1.646192   -1.011979
1.116000e+01   -1.922025    -1.765971    -1.617313   -1.015018
1.120000e+01   -1.921137    -1.748824    -1.593638   -1.011271
1.124000e+01   -1.895271    -1.710731    -1.546893   -0.901750
1.128000e+01   -1.850191    -1.675911    -1.490594   -0.886110
1.132000e+01   -1.827070    -1.646269    -1.461281   -0.869631
1.136000e+01   -1.803297    -1.614910    -1.428011   -0.926853
1.140000e+01   -1.798572    -1.592708    -1.418602   -0.960856
1.144000e+01   -1.765088    -1.551387    -1.347855   -0.951719
1.148000e+01   -1.795145    -1.560834    -1.333252   -0.944868
1.152000e+01   -1.782979    -1.557990    -1.326918   -0.931052
1.156000e+01   -1.746091    -1.518000    -1.293600   -0.970619
1.160000e+01   -1.737290    -1.546552    -1.271161   -0.808993
1.164000e+01   -1.746356    -1.549376    -1.333447   -0.874973
1.168000e+01   -1.698873    -1.504532    -1.290104   -0.997077
1.172000e+01   -1.691690    -1.483583    -1.261333   -1.009064
1.176000e+01   -1.653178    -1.462500    -1.267671   -1.045911
1.180000e+01   -1.659642    -1.425401    -1.247684   -0.861189
1.184000e+01   -1.657682    -1.430161    -1.257477   -0.940188
1.188000e+01   -1.679431    -1.439199    -1.265317   -1.013690
1.192000e+01   -1.603654    -1.413928    -1.242345   -1.063871
1.196000e+01   -1.589356    -1.405892    -1.240902   -1.007884
1.200000e+01   -1.598945    -1.393709    -1.266187   -1.080518
1.204000e+01   -1.506673    -1.352819    -1.244863   -1.077164
1.208000e+01   -1.521163    -1.364226    -1.276371   -1.131204
1.212000e+01   -1.528792    -1.364529    -1.263512   -1.118965
1.216000e+01   -1.460926    -1.334441    -1.246424   -1.127948
1.220000e+01   -1.488305    -1.367484    -1.277419   -1.131131
1.224000e+01   -1.479844    -1.352738    -1.264274   -1.132846
1.228000e+01   -1.551080    -1.409545    -1.292656   -1.141312
1.232000e+01   -1.455306    -1.349329    -1.295414   -1.157016
1.236000e+01   -1.485937    -1.368109    -1.304520   -1.045970
1.240000e+01   -1.401489    -1.340593    -1.284467   -0.950984
1.244000e+01   -1.440359    -1.355168    -1.299307   -1.195457
1.248000e+01   -1.474849    -1.383709    -1.326098   -1.054673
1.252000e+01   -1.488695    -1.371446    -1.312538   -1.246047
1.256000e+01   -1.485320    -1.425586    -1.346147   -1.211568
1.260000e+01   -1.502849    -1.420331    -1.352238   -1.199652
1.264000e+01   -1.529391    -1.422758    -1.369548   -1.268718
1.268000e+01   -1.485936    -1.425763    -1.378727   -1.295067
1.272000e+01   -1.550180    -1.440074    -1.369261   -1.312815
1.276000e+01   -1.529457    -1.460528    -1.406359   -1.260505
1.280000e+01   -1.633326    -1.509331    -1.446466   -1.326160
1.284000e+01   -1.581834    -1.509492    -1.456291   -1.334811
1.288000e+01   -1.645662    -1.563887    -1.489060   -1.345136
