#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.028904    -1.752954    -1.522791   -0.935116
1.104000e+01   -1.982059    -1.711317    -1.489558   -0.844916
1.108000e+01   -1.969159    -1.681124    -1.460473   -0.888772
1.112000e+01   -1.923266    -1.637691    -1.407136   -0.826097
1.116000e+01   -1.854870    -1.594487    -1.370276   -0.884780
1.120000e+01   -1.845805    -1.572666    -1.358087   -0.809820
1.124000e+01   -1.810337    -1.525701    -1.312423   -0.885092
1.128000e+01   -1.757703    -1.493918    -1.271460   -0.883367
1.132000e+01   -1.708356    -1.454193    -1.251445   -0.841400
1.136000e+01   -1.725721    -1.430964    -1.233436   -0.919708
1.140000e+01   -1.691908    -1.428774    -1.230704   -0.907503
1.144000e+01   -1.673867    -1.363994    -1.201007   -0.950453
1.148000e+01   -1.732057    -1.429464    -1.214946   -0.988092
1.152000e+01   -1.699913    -1.443109    -1.226605   -0.976147
1.156000e+01   -1.686286    -1.418134    -1.226957   -0.919700
1.160000e+01   -1.701058    -1.455507    -1.249117   -0.903951
1.164000e+01   -1.693395    -1.475697    -1.287982   -0.973461
1.168000e+01   -1.649907    -1.456106    -1.297373   -1.028239
1.172000e+01   -1.683280    -1.450159    -1.287075   -1.011180
1.176000e+01   -1.639396    -1.420362    -1.285649   -1.078825
1.180000e+01   -1.646562    -1.445050    -1.330069   -0.914278
1.184000e+01   -1.641830    -1.467429    -1.324290   -1.060564
1.188000e+01   -1.699583    -1.465397    -1.328702   -1.021610
1.192000e+01   -1.626041    -1.470126    -1.335665   -1.127793
1.196000e+01   -1.639845    -1.480663    -1.357446   -0.996667
1.200000e+01   -1.615839    -1.486473    -1.366800   -1.050030
1.204000e+01   -1.574080    -1.444792    -1.333625   -1.142305
1.208000e+01   -1.624347    -1.487507    -1.360502   -1.177385
1.212000e+01   -1.622647    -1.461939    -1.372514   -1.193419
1.216000e+01   -1.558281    -1.435304    -1.361789   -1.179211
1.220000e+01   -1.599643    -1.477469    -1.395941   -1.158040
1.224000e+01   -1.574834    -1.483359    -1.393015   -1.206630
1.228000e+01   -1.642677    -1.516073    -1.420361   -1.184061
1.232000e+01   -1.581897    -1.492196    -1.378673   -1.213423
1.236000e+01   -1.627564    -1.517975    -1.441256   -1.143720
1.240000e+01   -1.604249    -1.495085    -1.411552   -1.216516
1.244000e+01   -1.588908    -1.488156    -1.435266   -1.253632
1.248000e+01   -1.636174    -1.541879    -1.473281   -1.148430
1.252000e+01   -1.649046    -1.527822    -1.464949   -1.318154
1.256000e+01   -1.685413    -1.557439    -1.470293   -1.316300
1.260000e+01   -1.647931    -1.517542    -1.486555   -1.363176
1.264000e+01   -1.721029    -1.606257    -1.502107   -1.361857
1.268000e+01   -1.676073    -1.601997    -1.535570   -1.354935
1.272000e+01   -1.671526    -1.598841    -1.528357   -1.414643
1.276000e+01   -1.700949    -1.628190    -1.543980   -1.353474
1.280000e+01   -1.749630    -1.642803    -1.565136   -1.451234
1.284000e+01   -1.757523    -1.645226    -1.585321   -1.468166
1.288000e+01   -1.779465    -1.706541    -1.617659   -1.478536
