#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
137000416.084629    199549860.738937   22701497.649293    51268770.5024172
28366195.7869263    75964931.4913343   26905186.9395155    68733262.788887
60863354.6758017    74852831.8464359   96213270.8607358    217864927.041381
43198571.1954837    102412020.887588   23286440.2458571    53703324.5624049
117314539.259592    155642255.778604   32472202.8068909    75775803.9550105
53924661.0639431    80697781.4680772   36968853.5780121    82744953.3629693
32088160.7085906    81848626.0473655   55646161.6002892    136430906.004372
33560776.0800036    87751978.3762943   28457446.8394961    70850994.8780006
20455169.2574212    53226389.5710175   18072104.9326512    44454587.797067
38945568.0450527    101495992.171829   33263341.1173254    82004049.1383055
82878028.0427389    139940628.42702   42839212.5333061    101444855.643225
160265694.676023    223541333.641718   63468094.8215749    151941894.51373
56303107.5211639    67263381.8776295   5319254.03620861    10357370.488396
35028774.2084299    87137654.70834   33257228.9646466    77681913.7525277
68973066.7633068    128316313.233276   18858972.5376563    43618847.3273365
55297339.715838    112290502.665366   25471262.6384033    59243602.1057131
22599735.0572911    53925001.6047601   18349606.3569382    45919228.973062
15092515.2170792    40076765.6060607   15277059.0879337    37799336.9516495
17767857.8641705    44730664.0497754   16880704.926455    40334163.1497583
20472592.0667921    48400959.831765   17029161.9224051    38727703.6140606
22563731.5930293    43291624.11242   7941180.96896441    17570956.4915041
115874761.124724    171570778.331826   21063010.4276825    46932761.4838689
87961297.3118606    141303488.561478   70113655.7114327    176794897.584395
26479185.3974391    69006044.7774152   27018680.2441195    66887571.6364959
16257677.0431278    40138948.044098   16049422.1589001    37196426.536028
76016423.5634883    107628049.98892   23665497.1771727    39695751.343072
22628534.7356958    57148129.3169621   40244528.486518    100029258.657828
13909893.4608012    13655742.6543717   65045631.6424773    151160156.470472
0    0   0    0
21125245.1417378    54088826.4308252   22477535.9890221    54888930.9008273
35782080.9951432    86825599.2276448   28916562.6251089    69329071.874317
25757789.2497396    62207468.1993246   27021005.4750674    62254951.1934181
145308619.310156    207128360.078719   42293299.6019623    98459288.1209598
36158984.1472604    81791630.2566197   24913169.6374596    59876010.5813119
110282030.507498    155626402.713127   19335582.9064331    42470795.9885626
30284982.4412949    73088139.6133235   20688287.0561586    47164417.3447548
154014852.459444    166166006.310668   66432014.2998187    158419855.168693
45747162.8345981    48186054.1672182   65246087.1838584    142699992.930891
38839122.6592012    76020264.8053792   40731493.9160191    93902355.5932176
105880604.879331    148631031.484293   26110268.9606692    52352210.7983903
120742889.715627    166025859.41418   28910305.2547719    67912537.7862185
16431103.788696    41158031.7902448   12579552.6062861    30619399.317134
38410200.1002242    87344884.7814788   19557577.5303194    45954492.2499912
23944900.881423    39033657.2409958   6536492.67199832    14919705.6636073
51892847.4165582    103656219.445414   29735825.8766226    73733231.6654516
29101090.5129265    70949781.2789049   17961642.5222521    42850891.8845531
27550488.7267713    66662818.8251867   20216997.1360093    47170270.796261
26932266.7483547    67689628.3842852   36733931.236248    87648960.3098652
87956742.9192898    122444434.013104   14486562.406832    27108631.9698176
101766878.792812    175640365.584592   21623675.6876618    50596099.2720717
24596577.0518406    44056147.0593341   13774804.4678179    29411961.2846013
48111763.93705    57459938.586056   44563355.7877241    108908119.054346
18085663.6517816    26386943.1260272   34586784.1755357    88369237.1848481
47192853.8319184    116942240.770035   39530592.3110923    94076362.8054809
57326992.4662548    73086540.1040749   5871076.0466416    13467110.5377591
51422893.6686735    98014948.3192037   21851807.6045036    53967747.2181067
131611766.050749    181170243.2014   25001858.4247668    48406019.9971996
186479947.012846    284456673.007803   34545404.3833944    83353629.0420073
116675373.67582    143344152.326084   59287384.7658439    139050614.016493
20410620.7925541    52544380.0410896   20617517.2930201    48889424.3534773
190158135.396112    228958399.489173   38404084.1824702    87528946.3577393
47359091.2523386    56236468.2463662   1785843.72599052    3776197.48770624
31452316.0730761    78974445.4450332   26031470.4342003    61866241.2062032
16303357.5598424    41292591.0582129   16110776.5079543    38519265.1784315
17877425.1449549    46323127.8186955   16810190.1061687    41313418.0478366
26628107.0429123    66431061.472197   17411369.7873449    42232827.4406546
101703113.634659    172912524.279985   24306262.0108872    57009772.8399645
61571737.9226718    142003053.811324   44696323.6120282    102513244.141808
