0 0.06 9
0.06 0.12 34
0.12 0.18 88
0.18 0.24 173
0.24 0.3 457
0.3 0.36 1466
0.36 0.42 3069
0.42 0.48 4605
0.48 0.54 7099
0.54 0.6 8326
0.6 0.66 1797
0.66 0.72 209
0.72 0.78 183
0.78 0.84 142
0.84 0.9 126
0.9 0.96 123
0.96 1.02 99
1.02 1.08 101
1.08 1.14 79
1.14 1.2 87
1.2 1.26 73
1.26 1.32 68
1.32 1.38 66
1.38 1.44 57
1.44 1.5 60
1.5 1.56 47
1.56 1.62 70
1.62 1.68 46
1.68 1.74 49
1.74 1.8 41
1.8 1.86 32
1.86 1.92 35
1.92 1.98 43
1.98 2.04 19
2.04 2.1 17
2.1 2.16 15
2.16 2.22 11
2.22 2.28 7
2.28 2.34 4
2.34 2.4 10
2.4 2.46 1
2.46 2.52 0
2.52 2.58 0
2.58 2.64 0
2.64 2.7 0
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
