#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.834237    -1.651761    -1.496204   -0.899518
1.104000e+01   -1.810172    -1.616752    -1.463130   -0.862484
1.108000e+01   -1.803045    -1.613838    -1.433823   -0.885098
1.112000e+01   -1.777352    -1.574363    -1.401476   -0.907166
1.116000e+01   -1.716020    -1.543057    -1.368387   -0.894297
1.120000e+01   -1.720232    -1.538558    -1.363792   -0.865777
1.124000e+01   -1.701913    -1.505379    -1.316460   -0.891166
1.128000e+01   -1.665630    -1.480965    -1.283811   -0.895647
1.132000e+01   -1.634563    -1.452734    -1.276399   -0.915872
1.136000e+01   -1.637633    -1.448986    -1.254057   -0.916872
1.140000e+01   -1.633588    -1.443994    -1.267755   -0.951002
1.144000e+01   -1.628178    -1.409777    -1.232571   -0.841864
1.148000e+01   -1.674900    -1.458548    -1.261425   -0.989415
1.152000e+01   -1.674907    -1.467588    -1.271181   -0.985018
1.156000e+01   -1.671701    -1.454712    -1.275417   -1.030429
1.160000e+01   -1.685853    -1.499104    -1.286139   -1.001630
1.164000e+01   -1.703842    -1.517739    -1.333874   -0.992056
1.168000e+01   -1.669037    -1.518755    -1.342882   -1.024772
1.172000e+01   -1.722086    -1.516869    -1.335233   -1.050998
1.176000e+01   -1.679929    -1.486553    -1.350579   -1.063431
1.180000e+01   -1.688122    -1.509164    -1.367764   -0.972833
1.184000e+01   -1.710592    -1.521911    -1.373620   -1.101119
1.188000e+01   -1.722201    -1.552732    -1.408833   -1.070922
1.192000e+01   -1.699466    -1.539826    -1.399944   -1.154595
1.196000e+01   -1.725072    -1.541866    -1.396972   -1.125316
1.200000e+01   -1.706473    -1.570710    -1.439157   -1.166902
1.204000e+01   -1.648873    -1.526144    -1.403571   -1.198482
1.208000e+01   -1.715333    -1.547775    -1.428965   -1.187787
1.212000e+01   -1.702871    -1.534474    -1.425852   -1.221070
1.216000e+01   -1.661031    -1.523694    -1.400837   -1.171204
1.220000e+01   -1.712142    -1.569709    -1.465936   -1.179704
1.224000e+01   -1.658817    -1.536829    -1.432864   -1.229512
1.228000e+01   -1.700140    -1.579671    -1.458965   -1.247141
1.232000e+01   -1.666927    -1.553761    -1.440814   -1.269161
1.236000e+01   -1.683775    -1.573725    -1.463005   -1.109906
1.240000e+01   -1.655063    -1.544021    -1.449034   -1.240121
1.244000e+01   -1.609897    -1.528428    -1.458836   -1.338380
1.248000e+01   -1.655164    -1.569425    -1.465743   -1.283084
1.252000e+01   -1.657633    -1.551852    -1.468559   -1.351559
1.256000e+01   -1.747150    -1.578024    -1.511614   -1.338730
1.260000e+01   -1.660111    -1.557224    -1.498628   -1.294821
1.264000e+01   -1.702239    -1.591338    -1.501757   -1.357281
1.268000e+01   -1.672527    -1.592933    -1.527451   -1.400592
1.272000e+01   -1.693255    -1.601972    -1.524548   -1.434977
1.276000e+01   -1.701668    -1.607796    -1.553919   -1.444106
1.280000e+01   -1.741072    -1.658559    -1.577000   -1.422077
1.284000e+01   -1.742689    -1.658109    -1.597298   -1.440110
1.288000e+01   -1.822973    -1.712572    -1.609996   -1.474237
