0 0.06 3
0.06 0.12 10
0.12 0.18 21
0.18 0.24 67
0.24 0.3 288
0.3 0.36 1531
0.36 0.42 3252
0.42 0.48 4530
0.48 0.54 7604
0.54 0.6 8018
0.6 0.66 1375
0.66 0.72 247
0.72 0.78 192
0.78 0.84 183
0.84 0.9 164
0.9 0.96 142
0.96 1.02 126
1.02 1.08 109
1.08 1.14 82
1.14 1.2 100
1.2 1.26 99
1.26 1.32 77
1.32 1.38 80
1.38 1.44 72
1.44 1.5 68
1.5 1.56 66
1.56 1.62 64
1.62 1.68 67
1.68 1.74 50
1.74 1.8 44
1.8 1.86 60
1.86 1.92 56
1.92 1.98 28
1.98 2.04 34
2.04 2.1 29
2.1 2.16 34
2.16 2.22 24
2.22 2.28 11
2.28 2.34 10
2.34 2.4 6
2.4 2.46 6
2.46 2.52 0
2.52 2.58 1
2.58 2.64 0
2.64 2.7 1
2.7 2.76 0
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
