#1.mvir(z=0)    #2.firstZ
2.590620E+12   0.081000
2.587810E+12   0.081000
2.563120E+12   0.081000
2.562100E+12   0.081000
2.557600E+12   0.081000
2.554510E+12   0.081000
2.549880E+12   0.081000
2.542600E+12   0.081000
2.539820E+12   0.081000
2.536800E+12   0.081000
2.534420E+12   0.081000
2.530710E+12   0.081000
2.529580E+12   0.081000
2.522850E+12   0.081000
2.518180E+12   0.081000
2.517500E+12   0.103000
2.514510E+12   0.081000
2.500350E+12   0.081000
2.489820E+12   0.081000
2.478870E+12   0.081000
2.478040E+12   0.081000
2.477490E+12   0.081000
2.466620E+12   0.081000
2.463860E+12   0.081000
2.460080E+12   0.081000
2.458320E+12   0.081000
2.457870E+12   0.081000
2.455340E+12   0.081000
2.453430E+12   0.081000
2.450760E+12   0.081000
2.420510E+12   0.081000
2.419890E+12   0.081000
2.418980E+12   0.081000
2.418910E+12   0.081000
2.416880E+12   0.081000
2.407010E+12   0.081000
2.394160E+12   0.081000
2.365550E+12   0.081000
2.358790E+12   0.081000
2.358220E+12   0.081000
2.356160E+12   0.081000
2.349600E+12   0.081000
2.349390E+12   0.081000
2.349330E+12   0.081000
2.345970E+12   0.081000
2.332130E+12   0.081000
2.329970E+12   0.081000
2.323260E+12   0.081000
2.320690E+12   0.081000
2.305510E+12   0.081000
2.302300E+12   0.081000
2.301880E+12   0.081000
2.289270E+12   0.081000
2.268830E+12   0.081000
2.257040E+12   0.081000
2.256470E+12   0.081000
2.253520E+12   0.081000
2.237300E+12   0.081000
2.217940E+12   0.081000
2.203990E+12   0.081000
2.200550E+12   0.081000
2.199770E+12   0.081000
2.194350E+12   0.081000
2.193910E+12   0.081000
2.175560E+12   0.081000
2.168960E+12   0.081000
2.159220E+12   0.081000
2.158480E+12   0.081000
2.150680E+12   0.081000
2.150490E+12   0.081000
2.150370E+12   0.081000
2.149160E+12   0.081000
2.148650E+12   0.081000
2.146990E+12   0.081000
2.142720E+12   0.081000
2.141960E+12   0.081000
2.137480E+12   0.081000
2.135510E+12   0.081000
2.134230E+12   0.728000
2.129790E+12   0.081000
2.129560E+12   0.081000
2.129220E+12   0.081000
2.119370E+12   0.081000
2.103770E+12   0.081000
2.097340E+12   0.081000
2.095020E+12   0.081000
2.084210E+12   0.081000
2.082730E+12   0.081000
2.081730E+12   0.150000
2.079440E+12   0.081000
2.070370E+12   0.081000
2.069970E+12   0.081000
2.049170E+12   0.081000
2.044110E+12   0.081000
2.043750E+12   0.081000
2.043600E+12   0.081000
2.038060E+12   0.081000
2.036960E+12   0.081000
2.027190E+12   0.081000
2.015990E+12   0.081000
2.014860E+12   0.081000
2.013080E+12   0.081000
2.003200E+12   0.081000
2.000960E+12   0.081000
1.992630E+12   0.081000
1.980700E+12   0.081000
1.977120E+12   0.081000
1.976120E+12   0.081000
1.972150E+12   0.081000
1.970430E+12   0.081000
1.965310E+12   0.081000
1.946140E+12   0.081000
1.945480E+12   0.081000
1.944590E+12   0.081000
1.940070E+12   0.081000
1.931300E+12   0.081000
1.919780E+12   0.081000
1.916530E+12   0.081000
1.911320E+12   0.081000
1.910990E+12   0.081000
1.907000E+12   0.081000
1.897570E+12   0.081000
1.893770E+12   0.081000
1.892920E+12   0.081000
1.889270E+12   0.081000
1.887170E+12   0.081000
1.884600E+12   0.081000
1.884360E+12   0.081000
1.866760E+12   0.081000
1.859590E+12   0.081000
1.858820E+12   0.081000
1.857610E+12   0.081000
1.855660E+12   0.081000
1.854690E+12   0.081000
1.853630E+12   0.081000
1.850290E+12   0.081000
1.846580E+12   0.081000
1.845370E+12   0.081000
1.844090E+12   0.081000
1.843920E+12   0.081000
1.836450E+12   0.081000
1.835320E+12   0.081000
1.834030E+12   0.081000
1.829040E+12   0.081000
1.828210E+12   0.081000
1.825880E+12   0.081000
1.823670E+12   0.081000
1.820470E+12   0.081000
1.817240E+12   0.081000
1.816880E+12   0.081000
1.815920E+12   0.081000
1.815670E+12   0.081000
1.814540E+12   0.081000
1.807070E+12   0.081000
1.806810E+12   0.081000
1.804420E+12   0.081000
1.798510E+12   0.081000
1.798260E+12   0.081000
1.798110E+12   0.081000
1.796330E+12   0.081000
1.791720E+12   0.081000
1.789320E+12   0.081000
1.788240E+12   0.081000
1.788200E+12   0.081000
1.784880E+12   0.081000
1.784120E+12   0.081000
1.783360E+12   0.081000
1.782340E+12   0.081000
1.781420E+12   0.081000
1.781300E+12   0.081000
1.773870E+12   0.081000
1.767800E+12   0.081000
1.765740E+12   0.081000
1.764670E+12   0.081000
1.763870E+12   0.081000
1.761130E+12   0.098000
1.760370E+12   0.081000
1.758810E+12   0.081000
1.756500E+12   0.081000
1.756060E+12   0.081000
1.754000E+12   0.081000
1.753530E+12   0.081000
1.753460E+12   0.081000
1.752450E+12   0.081000
1.747140E+12   0.257000
1.746440E+12   0.081000
1.746400E+12   0.081000
1.745000E+12   0.081000
1.743530E+12   0.081000
1.742360E+12   0.081000
1.742060E+12   0.081000
1.740940E+12   0.081000
1.736020E+12   0.081000
1.729240E+12   0.081000
1.728610E+12   0.081000
1.725650E+12   0.081000
1.721200E+12   0.081000
1.712810E+12   0.081000
1.712030E+12   0.081000
1.706510E+12   0.081000
1.698570E+12   0.081000
1.692840E+12   0.081000
1.681370E+12   0.081000
1.680440E+12   0.081000
1.677890E+12   0.081000
1.672650E+12   0.081000
1.671520E+12   0.081000
1.663690E+12   0.081000
1.658820E+12   0.081000
1.657930E+12   0.081000
1.654160E+12   0.081000
1.650930E+12   0.081000
1.649270E+12   0.081000
1.643460E+12   0.081000
1.641720E+12   0.081000
1.639340E+12   0.081000
1.639060E+12   0.081000
1.635260E+12   0.081000
1.635130E+12   0.081000
1.633990E+12   0.081000
1.630320E+12   0.081000
1.629490E+12   0.081000
1.628110E+12   0.081000
1.627580E+12   0.081000
1.625560E+12   0.081000
1.623390E+12   0.081000
1.620700E+12   0.081000
1.617980E+12   0.081000
1.615730E+12   0.081000
1.615460E+12   0.081000
1.611680E+12   0.081000
1.611230E+12   0.081000
1.606750E+12   0.081000
1.605800E+12   0.081000
1.602950E+12   0.081000
1.600110E+12   0.081000
1.595460E+12   0.081000
1.594420E+12   0.081000
1.587690E+12   0.081000
1.577750E+12   0.081000
1.577120E+12   0.081000
1.571000E+12   0.081000
1.566760E+12   0.081000
1.562610E+12   0.081000
1.556100E+12   0.081000
1.545550E+12   0.081000
1.544340E+12   0.081000
1.538290E+12   0.081000
1.533380E+12   0.081000
1.533210E+12   0.081000
1.528630E+12   0.081000
1.528630E+12   0.081000
1.526700E+12   0.081000
1.520730E+12   0.081000
1.512750E+12   0.081000
1.511410E+12   0.081000
1.509920E+12   0.081000
1.507420E+12   0.081000
1.506120E+12   0.081000
1.505230E+12   0.081000
1.504700E+12   0.081000
1.502340E+12   0.081000
1.500960E+12   0.081000
1.499060E+12   0.081000
1.488440E+12   0.081000
1.486230E+12   0.081000
1.485550E+12   0.081000
1.484050E+12   0.081000
1.482710E+12   0.081000
1.472310E+12   0.081000
1.472160E+12   0.081000
1.469140E+12   0.081000
1.464560E+12   0.081000
1.457430E+12   0.081000
1.456580E+12   0.081000
1.451910E+12   0.081000
1.450500E+12   0.081000
1.449120E+12   0.081000
1.448950E+12   0.081000
1.444070E+12   0.081000
1.438950E+12   0.081000
1.435470E+12   0.081000
1.432160E+12   0.081000
1.424200E+12   0.081000
1.419700E+12   0.081000
1.418530E+12   0.081000
1.417470E+12   0.081000
1.414220E+12   0.081000
1.413970E+12   0.081000
1.411950E+12   0.081000
1.409620E+12   0.081000
1.409070E+12   0.081000
1.407880E+12   0.081000
1.406070E+12   0.081000
1.404290E+12   0.081000
1.403380E+12   0.081000
1.402610E+12   0.081000
1.393210E+12   0.081000
1.392360E+12   0.081000
1.390360E+12   0.081000
1.390300E+12   0.081000
1.381170E+12   0.085000
1.379470E+12   0.081000
1.376560E+12   0.081000
1.374840E+12   0.081000
1.370550E+12   0.081000
1.369450E+12   0.081000
1.369050E+12   0.081000
1.363020E+12   0.081000
1.360900E+12   0.081000
1.360790E+12   0.081000
1.358750E+12   0.081000
1.357540E+12   0.081000
1.354270E+12   0.081000
1.349310E+12   0.081000
1.346210E+12   0.081000
1.344270E+12   0.081000
1.343850E+12   0.081000
1.342850E+12   0.081000
1.340850E+12   0.081000
1.337400E+12   0.081000
1.336710E+12   0.081000
1.333490E+12   0.083000
1.333360E+12   0.081000
1.328080E+12   0.081000
1.327760E+12   0.081000
1.321010E+12   0.081000
1.320200E+12   0.081000
1.314090E+12   0.083000
1.313300E+12   0.273000
1.313130E+12   0.081000
1.313090E+12   0.081000
1.312180E+12   0.081000
1.307340E+12   0.081000
1.305960E+12   0.081000
1.304810E+12   0.081000
1.304470E+12   0.081000
1.302620E+12   0.081000
1.299730E+12   0.081000
1.292960E+12   0.081000
1.290590E+12   0.081000
1.290080E+12   0.081000
1.278780E+12   0.081000
1.277400E+12   0.081000
1.276110E+12   0.081000
1.274560E+12   0.081000
1.273200E+12   0.081000
1.271610E+12   0.081000
1.270030E+12   0.081000
1.269180E+12   0.081000
1.268380E+12   0.081000
1.266450E+12   0.081000
1.265530E+12   0.081000
1.265530E+12   0.085000
1.261030E+12   0.081000
1.259360E+12   0.085000
1.258460E+12   0.081000
1.257040E+12   0.081000
1.255370E+12   0.081000
1.253670E+12   0.081000
1.253390E+12   0.081000
1.252240E+12   0.119000
1.251610E+12   0.081000
1.249310E+12   0.081000
1.248210E+12   0.081000
1.247570E+12   0.081000
1.243120E+12   0.081000
1.242440E+12   0.081000
1.241550E+12   0.081000
1.238960E+12   0.081000
1.236810E+12   0.081000
1.234010E+12   0.081000
1.233050E+12   0.171000
1.231120E+12   0.081000
1.226920E+12   0.081000
1.226790E+12   0.081000
1.224860E+12   0.081000
1.223930E+12   0.081000
1.220120E+12   0.081000
1.219720E+12   0.081000
1.219640E+12   0.081000
1.218620E+12   0.081000
1.215770E+12   0.081000
1.214950E+12   0.081000
1.213950E+12   0.081000
1.213690E+12   0.081000
1.212360E+12   0.081000
1.209360E+12   0.081000
1.207170E+12   0.081000
1.207070E+12   0.119000
1.202170E+12   0.081000
1.199340E+12   0.081000
1.197500E+12   0.087000
1.194650E+12   0.081000
1.190250E+12   0.091000
1.189980E+12   0.083000
1.187200E+12   0.081000
1.183170E+12   0.081000
1.182120E+12   0.081000
1.179940E+12   0.081000
1.176070E+12   0.081000
1.174010E+12   0.081000
1.173000E+12   0.081000
1.172870E+12   0.081000
1.170430E+12   0.081000
1.168480E+12   0.081000
1.167480E+12   0.081000
1.166950E+12   0.081000
1.162320E+12   0.081000
1.158050E+12   0.081000
1.156230E+12   0.081000
1.152870E+12   0.081000
1.150850E+12   0.081000
1.149860E+12   0.081000
1.149860E+12   0.081000
1.149600E+12   0.083000
1.148350E+12   0.081000
1.145500E+12   0.081000
1.144080E+12   0.081000
1.144020E+12   0.081000
1.143570E+12   0.081000
1.141810E+12   0.081000
1.138030E+12   0.081000
1.137780E+12   0.081000
1.137560E+12   0.081000
1.136840E+12   0.081000
1.130370E+12   0.081000
1.129290E+12   0.089000
1.128920E+12   0.081000
1.124780E+12   0.081000
1.122530E+12   0.081000
1.117950E+12   0.081000
1.117880E+12   0.081000
1.116420E+12   0.081000
1.114930E+12   0.081000
1.112520E+12   0.081000
1.109950E+12   0.081000
1.107400E+12   0.081000
1.106190E+12   0.081000
1.101310E+12   0.081000
1.100950E+12   0.081000
1.100350E+12   0.081000
1.098990E+12   0.081000
1.095620E+12   0.081000
1.093300E+12   0.081000
1.093090E+12   0.081000
1.092330E+12   0.081000
1.091260E+12   0.081000
1.090880E+12   0.081000
1.090560E+12   0.081000
1.090480E+12   0.081000
1.088890E+12   0.081000
1.088700E+12   0.081000
1.088080E+12   0.081000
1.086530E+12   0.081000
1.084050E+12   0.081000
1.083920E+12   0.081000
1.083770E+12   0.081000
1.081030E+12   0.083000
1.080710E+12   0.081000
1.079290E+12   0.081000
1.076930E+12   0.081000
1.075810E+12   0.081000
1.073010E+12   0.081000
1.071480E+12   0.081000
1.071220E+12   0.081000
1.069780E+12   0.083000
1.068660E+12   0.081000
1.068000E+12   0.081000
1.067970E+12   0.081000
1.063790E+12   0.081000
1.060930E+12   0.081000
1.060610E+12   0.089000
1.060180E+12   0.081000
1.059340E+12   0.103000
1.058630E+12   0.081000
1.058170E+12   0.081000
1.056700E+12   0.081000
1.056640E+12   0.081000
1.056600E+12   0.081000
1.056410E+12   0.085000
1.056380E+12   0.081000
1.056210E+12   0.081000
1.055870E+12   0.081000
1.054840E+12   0.081000
1.054580E+12   0.081000
1.053960E+12   0.081000
1.051900E+12   0.081000
1.050310E+12   0.081000
1.049660E+12   0.083000
1.047700E+12   0.081000
1.047530E+12   0.081000
1.045150E+12   0.083000
1.043220E+12   0.081000
1.039720E+12   0.081000
1.039340E+12   0.083000
1.038040E+12   0.081000
1.037040E+12   0.081000
1.036710E+12   0.081000
1.032820E+12   0.081000
1.030930E+12   0.081000
1.028430E+12   0.081000
1.026070E+12   0.081000
1.023990E+12   0.081000
1.022570E+12   0.081000
1.018920E+12   0.087000
1.018220E+12   0.081000
1.014390E+12   0.081000
1.011850E+12   0.081000
1.009070E+12   0.081000
1.009060E+12   0.081000
1.006690E+12   0.081000
1.004290E+12   0.081000
1.002420E+12   0.081000
1.000090E+12   0.081000
9.996790E+11   0.081000
9.994710E+11   0.085000
9.986200E+11   0.081000
9.981289E+11   0.085000
9.976370E+11   0.081000
9.958030E+11   0.081000
9.957650E+11   0.081000
9.949150E+11   0.081000
9.944800E+11   0.081000
9.932890E+11   0.081000
9.926081E+11   0.161000
9.922870E+11   0.081000
9.916250E+11   0.081000
9.901690E+11   0.081000
9.882980E+11   0.081000
9.850270E+11   0.081000
9.837980E+11   0.081000
9.792230E+11   0.081000
9.791100E+11   0.081000
9.790340E+11   0.081000
9.789020E+11   0.081000
9.780700E+11   0.081000
9.775030E+11   0.081000
9.770870E+11   0.081000
9.764060E+11   0.081000
9.761040E+11   0.081000
9.735140E+11   0.081000
9.731360E+11   0.081000
9.722090E+11   0.081000
9.720201E+11   0.081000
9.717740E+11   0.081000
9.702620E+11   0.081000
9.702620E+11   0.081000
9.682960E+11   0.081000
9.659520E+11   0.081000
9.653090E+11   0.085000
9.649680E+11   0.081000
9.643450E+11   0.081000
9.640040E+11   0.085000
9.632480E+11   0.081000
9.615660E+11   0.081000
9.609610E+11   0.083000
9.606770E+11   0.085000
9.598640E+11   0.081000
9.589570E+11   0.081000
9.584270E+11   0.081000
9.578220E+11   0.081000
9.572740E+11   0.081000
9.571420E+11   0.089000
9.565750E+11   0.081000
9.561590E+11   0.081000
9.513760E+11   0.081000
9.497500E+11   0.081000
9.495980E+11   0.081000
9.485400E+11   0.081000
9.471790E+11   0.081000
9.469710E+11   0.081000
9.463660E+11   0.081000
9.461950E+11   0.081000
9.448720E+11   0.081000
9.430001E+11   0.081000
9.427170E+11   0.089000
9.396540E+11   0.081000
9.392950E+11   0.081000
9.388790E+11   0.085000
9.381040E+11   0.081000
9.380850E+11   0.081000
9.363080E+11   0.081000
9.312040E+11   0.081000
9.305230E+11   0.081000
9.298990E+11   0.083000
9.297860E+11   0.081000
9.284810E+11   0.081000
9.279140E+11   0.081000
9.235850E+11   0.081000
9.219020E+11   0.124000
9.206540E+11   0.081000
9.200490E+11   0.081000
9.197850E+11   0.081000
9.195010E+11   0.081000
9.194070E+11   0.081000
9.190850E+11   0.081000
9.180639E+11   0.081000
9.162490E+11   0.081000
9.154550E+11   0.081000
9.147940E+11   0.081000
9.135460E+11   0.081000
9.117121E+11   0.087000
9.114850E+11   0.081000
9.109560E+11   0.081000
9.107480E+11   0.087000
9.091220E+11   0.081000
9.085740E+11   0.081000
9.074961E+11   0.081000
9.072690E+11   0.081000
9.053410E+11   0.081000
9.028450E+11   0.081000
9.028260E+11   0.081000
9.026940E+11   0.081000
9.015410E+11   0.081000
9.010490E+11   0.081000
8.995180E+11   0.081000
8.987050E+11   0.089000
8.952830E+11   0.081000
8.927310E+11   0.081000
8.923910E+11   0.081000
8.913510E+11   0.081000
8.911620E+11   0.081000
8.899710E+11   0.087000
8.891960E+11   0.081000
8.886290E+11   0.081000
8.882320E+11   0.081000
8.878910E+11   0.081000
8.865680E+11   0.083000
8.860390E+11   0.085000
8.842050E+11   0.081000
8.841670E+11   0.081000
8.831080E+11   0.085000
8.830510E+11   0.081000
8.815770E+11   0.081000
8.815010E+11   0.081000
8.802910E+11   0.081000
8.794030E+11   0.081000
8.783249E+11   0.081000
8.775120E+11   0.083000
8.767180E+11   0.081000
8.754140E+11   0.081000
8.735800E+11   0.081000
8.726540E+11   0.081000
8.709710E+11   0.081000
8.708390E+11   0.081000
8.695720E+11   0.081000
8.690800E+11   0.081000
8.687780E+11   0.081000
8.671710E+11   0.081000
8.663960E+11   0.081000
8.657150E+11   0.081000
8.645050E+11   0.273000
8.642970E+11   0.081000
8.639380E+11   0.081000
8.637110E+11   0.081000
8.630870E+11   0.081000
8.613100E+11   0.081000
8.611020E+11   0.081000
8.602890E+11   0.081000
8.601380E+11   0.081000
8.593820E+11   0.081000
8.590790E+11   0.081000
8.575100E+11   0.081000
8.567160E+11   0.081000
8.564520E+11   0.081000
8.562250E+11   0.081000
8.562060E+11   0.081000
8.558660E+11   0.081000
8.556010E+11   0.081000
8.553550E+11   0.081000
8.552980E+11   0.081000
8.535970E+11   0.081000
8.525190E+11   0.081000
8.500051E+11   0.085000
8.497400E+11   0.081000
8.490790E+11   0.081000
8.466590E+11   0.081000
8.464510E+11   0.087000
8.452970E+11   0.081000
8.441250E+11   0.081000
8.417240E+11   0.081000
8.404580E+11   0.081000
8.394930E+11   0.081000
8.393040E+11   0.081000
8.389640E+11   0.081000
8.382650E+11   0.081000
8.370550E+11   0.081000
8.356180E+11   0.081000
8.355990E+11   0.085000
8.355420E+11   0.081000
8.349940E+11   0.089000
8.348430E+11   0.081000
8.345210E+11   0.081000
8.343890E+11   0.081000
8.330470E+11   0.081000
8.320070E+11   0.083000
8.318560E+11   0.081000
8.316670E+11   0.081000
8.305510E+11   0.083000
8.290770E+11   0.081000
8.281310E+11   0.081000
8.271480E+11   0.081000
8.249550E+11   0.081000
8.239720E+11   0.081000
8.228570E+11   0.081000
8.212120E+11   0.081000
8.162020E+11   0.081000
8.158240E+11   0.081000
8.151809E+11   0.081000
8.144250E+11   0.085000
8.139520E+11   0.083000
8.138390E+11   0.081000
8.126290E+11   0.081000
8.118540E+11   0.081000
8.118160E+11   0.081000
8.113240E+11   0.081000
8.105680E+11   0.081000
8.104740E+11   0.081000
8.103220E+11   0.087000
8.099630E+11   0.081000
8.074110E+11   0.081000
8.071090E+11   0.083000
8.061440E+11   0.081000
8.055770E+11   0.081000
8.053880E+11   0.081000
8.050860E+11   0.081000
8.047640E+11   0.081000
8.041970E+11   0.324000
8.035170E+11   0.081000
8.025900E+11   0.081000
8.019850E+11   0.085000
8.018910E+11   0.081000
8.013050E+11   0.081000
8.012290E+11   0.081000
8.007370E+11   0.081000
8.000190E+11   0.087000
7.982610E+11   0.081000
7.968620E+11   0.081000
7.967860E+11   0.081000
7.947630E+11   0.081000
7.946500E+11   0.085000
7.934020E+11   0.081000
7.886760E+11   0.081000
7.881280E+11   0.081000
7.867289E+11   0.081000
7.866910E+11   0.081000
7.861990E+11   0.081000
7.855560E+11   0.083000
7.855190E+11   0.081000
7.853300E+11   0.081000
7.852350E+11   0.081000
7.848950E+11   0.081000
7.848760E+11   0.081000
7.841570E+11   0.081000
7.835340E+11   0.081000
7.815860E+11   0.085000
7.815490E+11   0.207000
7.815110E+11   0.081000
7.813590E+11   0.089000
7.812080E+11   0.081000
7.806790E+11   0.081000
7.795450E+11   0.207000
7.789770E+11   0.085000
7.786180E+11   0.083000
7.785050E+11   0.081000
7.781460E+11   0.081000
7.777860E+11   0.081000
7.762740E+11   0.087000
7.758200E+11   0.081000
7.749880E+11   0.081000
7.729090E+11   0.081000
7.724170E+11   0.081000
7.721150E+11   0.081000
7.713020E+11   0.081000
7.711320E+11   0.081000
7.700160E+11   0.081000
7.693170E+11   0.081000
7.673130E+11   0.085000
7.664430E+11   0.081000
7.660840E+11   0.081000
7.641930E+11   0.081000
7.614330E+11   0.081000
7.607900E+11   0.081000
7.607530E+11   0.083000
7.596940E+11   0.081000
7.595620E+11   0.081000
7.593540E+11   0.081000
