0 0.06 0
0.06 0.12 0
0.12 0.18 4
0.18 0.24 14
0.24 0.3 192
0.3 0.36 1325
0.36 0.42 1550
0.42 0.48 2109
0.48 0.54 3583
0.54 0.6 7892
0.6 0.66 10284
0.66 0.72 145
0.72 0.78 149
0.78 0.84 117
0.84 0.9 122
0.9 0.96 121
0.96 1.02 96
1.02 1.08 100
1.08 1.14 95
1.14 1.2 99
1.2 1.26 83
1.26 1.32 59
1.32 1.38 81
1.38 1.44 72
1.44 1.5 54
1.5 1.56 65
1.56 1.62 46
1.62 1.68 44
1.68 1.74 61
1.74 1.8 59
1.8 1.86 50
1.86 1.92 50
1.92 1.98 47
1.98 2.04 52
2.04 2.1 38
2.1 2.16 40
2.16 2.22 28
2.22 2.28 21
2.28 2.34 30
2.34 2.4 13
2.4 2.46 15
2.46 2.52 14
2.52 2.58 10
2.58 2.64 7
2.64 2.7 3
2.7 2.76 1
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
