#2.nodeMass     #3.spheroidStellarMass    #4.spheroidGasMass     #5.diskStellarMass     #6.diskGasMass
1258362430904.36     38418922484.6713    0.00378910470049696     11927827581.1557     2758797304.66004
1244906367366.27     20700014104.0314    1.20475740226773e-12     41736748684.5316     1177347616.4809
1258420191396.49     39642449994.0993    0.0028731231628684     659354123.397747     4268404664.96858
1256624291568.64     12611718129.932    113.643917836699     1120341488.1522     3546941785.00321
1258747497229.21     23483478631.8679    0.0143066562884571     6683696845.79494     4163531401.08854
1251189708232.39     21013347727.0981    1897.80036645571     2366173190.55305     12829809785.2163
1261112737751.52     33932586137.6427    430250.872020477     14332916509.3735     1792110025.28472
1240841609716.63     38956658478.029    0.000263195933053965     16153656526.1794     754519629.392977
821406377074.093     7709864980.59564    5.61859008632818e-05     12919518273.2117     2161234900.42326
1253796494513.73     41406774039.8335    1036.13328593798     10888469953.0407     5907905517.89755
956108364947.463     38273762672.3021    476287315.494851     0     0
1201138310787.21     34093684487.9584    2.69142662726444     3786090512.77695     9097444717.61179
842599382770.936     2674179111.46004    20556.5109242562     1533341373.72312     9474915341.66364
1241049578896.18     49662696337.4253    1923.0770881236     1058416.91985759     25793150.3848336
1217716174917.46     12122644268.0737    399.47746160047     3231422657.36336     9985399080.16015
1233974765590.6     25969751285.6646    126.154570717504     4703041145.93615     5057744427.26706
1219876567179.1     15488411163.255    6.7387192298901e-15     25163264751.6065     143749374.460828
1190720314331.08     16793039296.4309    0.00369069981049516     28798350526.6103     1496514292.00551
1238905986163.44     9369553158.62104    7.99005439052953e-07     16554920905.3433     786378653.075145
1234013570918.85     10751337818.2058    0.224898157862659     18557858819.8853     268918002.740362
1234608390506.59     5269463648.55996    382.4844336687     6617468586.48808     8866582000.48764
1227923018510.78     20557421774.814    13024.8568639469     6690165469.0714     7836296486.60286
1195840698981.98     48439842958.1923    5.43014886459906e-13     2820654875.51277     6415074669.51639
1233093778768.72     27295074352.8135    1.55125136906131e-15     28736988810.374     -9.52105054712448e-33
1225932813408.73     22567113351.2671    3.51832912304067e-13     0     0
1231695999666.87     24194252030.9016    89020574.598223     19506749.5866558     2533885272.02554
1231106436090.53     24442946693.167    0.00207500497312083     5915520720.58641     2057202673.10206
1225512477859.18     35594586965.832    21134284.7104074     0     0
1216091349943     30931947.7512205    6153817.54275995     38134058.2038531     2279613712.16012
1224972401727.55     20779328117.2285    1.17550042672511e-18     25065645465.9048     -2.25594512374061e-30
1219519727755.32     16056672000.5303    2.57305696034996     24135886393.5556     1637770932.90454
1214638218814.92     57268640308.5583    0.869222000616103     574291703.550271     47097798.7604729
1218783887158.24     28859150612.1625    9445020.46289522     303119616.208362     4233082563.44381
1219773548442.98     47360952948.327    12104.613595835     1418274099.32773     517477741.5528
1205154904249.53     17139575909.9025    1004696.14387321     168872092.122638     5916697515.35901
1213213951616.82     21789583861.2432    25759.4368690849     0     0
1223085191082.29     37292719991.4112    5242865.57096872     215811342.091506     4933802013.19513
1211934878417.28     29956339879.7    524670.330379799     410610731.497621     9822292259.58951
1201398482644.1     26528899649.5447    242.413777749781     5756400139.80219     11577217495.1277
1212001132743.39     19172710182.2795    0.0538421689575572     11084974.0448309     8611088.22582263
1187745197945.9     18512778069.7618    1279091.50748471     6268728919.91275     6064308225.80508
1218305055172.54     22958580426.3172    3.81460421203964e-14     30384042722.3104     13651530.4205207
1171818755690.81     28772756178.2256    20115.8837294435     2871133767.60511     5751104778.00504
1200938054450.07     7458485879.65323    551908.159733082     12257981646.8377     3765908840.42307
1209267525551.07     45649449147.3764    6503.88044315449     308472250.794976     5917791105.62715
1215239261060.85     25417539502.256    1.94000945309528e-15     19087056925.8131     -1.37817623607901e-34
1204440974258.68     16009920614.1381    14480.5151887158     2206864812.53517     2757157009.12364
1208706964339.68     59141001159.2501    0.00817803279525296     0     0
1208869516555.06     25735652288.7005    66487543.3645467     30671286.1419076     2547392030.21157
1199224819461.82     31095496801.568    0.000283144167303766     12441391172.2602     1617291.37854628
1203096751699.36     16515993714.1175    33612452.6773962     1267.52498869151     11010001.1505779
1199543473356.43     27284267415.1029    2240296.60545759     402092033.996467     4313504758.04267
1195411941821.16     22823900484.4921    1.26361599088987e-13     3857297443.77951     13500738006.2926
1187361279101.99     20578584228.4174    19381699.906033     11190690343.8526     4916103678.74671
1173339358565.32     7196526912.68774    62.0501851597898     8138914281.86692     8518824044.8829
1182584248455.37     17284095558.6543    4.21019457506056e-10     24364060116.7677     320464790.799731
1129925771490.19     35905933600.6526    9.78534828221711     376443659.388237     2470106473.99963
1190539704142.4     52197213512.4238    28921.871957276     705125380.798958     9012558302.04698
1179978333229.26     36490796547.8649    5612.17366830204     1826121877.83407     11193876809.6282
1194224805617.81     15096250706.9525    6.18695911152467e-08     27814812731.2074     13366102874.0498
1202852270258.74     37669368253.8088    717358.895440453     0     0
1195762070348.29     965901290.209378    7.13570684743081e-11     2965025233.3382     18751990666.2879
1185867823761.22     26688735701.0886    111127.333257928     611503804.517624     9181948171.59932
1188028953142.84     11482772350.2986    1.63598101493409     12366466965.5635     6696041757.88946
1181671189880.22     19002347166.1048    1.49346999258105e-12     83171435.9081379     2536928434.41156
1092274833648.58     8458951484.83918    0.65234894337697     13626976386.0172     3330052425.35418
1164082137953.21     32432577859.3597    88143.541918284     1621764979.63568     9126070624.064
1154856169982.66     29445387788.4933    286226729.071866     0     0
1178179495369.46     23234244493.3638    20.3150184849165     8022151699.48529     4512645586.46735
1161345792316.66     28239890027.0833    9012.90060098876     941806394.4978     10303942354.9125
1175991162926.52     27479512336.5624    85607.8062135096     4555963015.63597     13262477512.7813
1178215544698.23     33054601634.3352    121035783.866132     6723650.07006925     1264612725.43407
1176544581494.88     19501340187.8077    1.35422561995546e-13     11257092885.8682     307927338.69362
1178391479413.04     41829025903.8979    166485392.917743     3885354.09507031     966104480.196723
1153191415228.17     20209144898.1566    2.20537031706128e-19     24587296574.5703     287618495.656087
1128385192769.77     26757039927.0395    3554613.12202932     113649731.701758     4764982144.3173
1157275627976.95     18640793437.2187    8.19322218925502e-15     25193121733.0732     0.11189511968662
1178070892636.51     39539872240.1086    20832.8785064339     179339323.821344     3952619770.96322
1169950227194.29     11911178563.8329    1.90431536431514e-15     16768654460.8874     3748102432.94871
1153112072115.79     22107221557.702    3.01471599106058e-14     29381203182.7974     6.23902967614185e-16
1171865313479.16     18032120408.5584    95614.7524693038     361496322.01566     3150956007.64759
1169972979764.53     16081781758.5578    4.22391824730055e-13     3821896985.40176     9.96535541342843e-05
1158630683100.8     22393926204.0747    1.1117788436594     19800993705.4074     4042460793.22721
1157665226369.88     16334682969.0643    7.70886299664764e-13     31988386500.6451     16329339.9202509
