0 0.06 2
0.06 0.12 11
0.12 0.18 36
0.18 0.24 91
0.24 0.3 197
0.3 0.36 562
0.36 0.42 1247
0.42 0.48 2340
0.48 0.54 3810
0.54 0.6 5864
0.6 0.66 10336
0.66 0.72 2646
0.72 0.78 222
0.78 0.84 161
0.84 0.9 131
0.9 0.96 116
0.96 1.02 96
1.02 1.08 86
1.08 1.14 88
1.14 1.2 79
1.2 1.26 73
1.26 1.32 65
1.32 1.38 80
1.38 1.44 72
1.44 1.5 65
1.5 1.56 47
1.56 1.62 55
1.62 1.68 55
1.68 1.74 52
1.74 1.8 51
1.8 1.86 54
1.86 1.92 45
1.92 1.98 48
1.98 2.04 43
2.04 2.1 30
2.1 2.16 18
2.16 2.22 15
2.22 2.28 19
2.28 2.34 13
2.34 2.4 7
2.4 2.46 1
2.46 2.52 1
2.52 2.58 1
2.58 2.64 0
2.64 2.7 0
2.7 2.76 1
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
