0 0.06 6
0.06 0.12 23
0.12 0.18 55
0.18 0.24 152
0.24 0.3 483
0.3 0.36 1518
0.36 0.42 3022
0.42 0.48 4684
0.48 0.54 8283
0.54 0.6 7602
0.6 0.66 1295
0.66 0.72 194
0.72 0.78 159
0.78 0.84 151
0.84 0.9 132
0.9 0.96 111
0.96 1.02 102
1.02 1.08 81
1.08 1.14 83
1.14 1.2 82
1.2 1.26 68
1.26 1.32 71
1.32 1.38 75
1.38 1.44 57
1.44 1.5 57
1.5 1.56 57
1.56 1.62 58
1.62 1.68 55
1.68 1.74 38
1.74 1.8 53
1.8 1.86 52
1.86 1.92 35
1.92 1.98 46
1.98 2.04 29
2.04 2.1 11
2.1 2.16 10
2.16 2.22 19
2.22 2.28 13
2.28 2.34 5
2.34 2.4 2
2.4 2.46 1
2.46 2.52 1
2.52 2.58 0
2.58 2.64 0
2.64 2.7 0
2.7 2.76 1
2.76 2.82 0
2.82 2.88 0
2.88 2.94 0
2.94 3 0
