#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.500000   0.249431    0.306749    0.369267   0.310338  0.009761
9.600000   0.198978    0.258230    0.320876   0.260787  0.009071
9.700000   0.158148    0.222644    0.287732   0.226212  0.009204
9.800000   0.117753    0.180452    0.244602   0.185317  0.008014
9.900000   0.089200    0.144159    0.202648   0.148611  0.006350
10.000000   0.056368    0.102617    0.157028   0.111615  0.004820
10.100000   0.033322    0.073313    0.117451   0.083054  0.003695
10.200000   0.020760    0.044745    0.086751   0.059653  0.002699
10.300000   0.009385    0.022971    0.052737   0.037174  0.001583
10.400000   0.005897    0.014662    0.038775   0.027941  0.001065
10.500000   0.003570    0.009443    0.027588   0.021513  0.000795
10.600000   0.002603    0.007346    0.017382   0.014457  0.000390
10.700000   0.002731    0.006945    0.017451   0.014296  0.000374
10.800000   0.003028    0.008700    0.021104   0.015980  0.000388
10.900000   0.002577    0.006026    0.011285   0.009608  0.000114
11.000000   0.002374    0.004019    0.010659   0.007487  0.000062
11.100000   0.001619    0.003004    0.007033   0.005881  0.000054
11.200000   0.001522    0.002604    0.004543   0.003950  0.000020
11.300000   0.001942    0.002282    0.003095   0.002528  0.000001
11.400000   0.001508    0.001752    0.003771   0.003527  0.000015
11.500000   0.000000    0.000000    0.000000   0.000000  0.000000
