#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.030285    -1.814237    -1.650683   -0.992598
1.104000e+01   -1.978561    -1.777126    -1.611739   -0.893797
1.108000e+01   -1.967477    -1.766483    -1.588356   -0.887162
1.112000e+01   -1.927492    -1.716132    -1.537706   -0.935726
1.116000e+01   -1.864305    -1.679333    -1.512286   -0.965210
1.120000e+01   -1.860792    -1.657388    -1.490190   -0.940643
1.124000e+01   -1.832240    -1.618236    -1.442796   -0.890575
1.128000e+01   -1.774784    -1.578405    -1.392177   -0.882747
1.132000e+01   -1.747583    -1.553822    -1.365900   -0.853819
1.136000e+01   -1.719642    -1.517105    -1.331334   -0.911403
1.140000e+01   -1.716624    -1.502179    -1.332044   -0.935972
1.144000e+01   -1.684059    -1.455114    -1.265740   -0.955004
1.148000e+01   -1.705911    -1.478836    -1.258513   -0.946739
1.152000e+01   -1.702276    -1.475328    -1.257389   -0.933364
1.156000e+01   -1.669257    -1.430376    -1.231500   -0.913744
1.160000e+01   -1.665667    -1.457397    -1.232097   -0.885118
1.164000e+01   -1.662719    -1.470705    -1.275461   -0.885536
1.168000e+01   -1.625158    -1.438368    -1.251108   -0.966517
1.172000e+01   -1.628044    -1.424791    -1.249838   -0.963483
1.176000e+01   -1.592094    -1.396313    -1.255790   -1.041602
1.180000e+01   -1.583580    -1.386126    -1.246379   -0.840303
1.184000e+01   -1.607104    -1.399769    -1.250289   -1.005719
1.188000e+01   -1.622671    -1.417677    -1.268833   -1.002398
1.192000e+01   -1.554109    -1.381660    -1.240447   -1.066577
1.196000e+01   -1.561217    -1.402365    -1.256985   -0.971994
1.200000e+01   -1.564322    -1.410784    -1.279581   -1.048502
1.204000e+01   -1.513960    -1.364128    -1.268455   -1.114826
1.208000e+01   -1.538480    -1.394540    -1.296738   -1.144730
1.212000e+01   -1.554171    -1.385583    -1.288333   -1.120595
1.216000e+01   -1.500054    -1.373049    -1.286440   -1.140945
1.220000e+01   -1.515089    -1.411471    -1.319765   -1.136123
1.224000e+01   -1.507131    -1.400388    -1.304542   -1.153800
1.228000e+01   -1.549863    -1.439281    -1.329942   -1.184598
1.232000e+01   -1.510294    -1.403011    -1.330858   -1.172431
1.236000e+01   -1.545013    -1.430054    -1.363976   -1.058640
1.240000e+01   -1.480398    -1.397377    -1.322484   -1.173022
1.244000e+01   -1.496574    -1.415839    -1.349852   -1.216002
1.248000e+01   -1.535760    -1.458934    -1.409056   -1.108877
1.252000e+01   -1.538211    -1.432172    -1.363437   -1.239985
1.256000e+01   -1.609581    -1.487295    -1.400351   -1.248402
1.260000e+01   -1.586553    -1.506284    -1.419512   -1.257118
1.264000e+01   -1.627683    -1.534873    -1.435856   -1.304345
1.268000e+01   -1.587309    -1.524949    -1.463569   -1.324722
1.272000e+01   -1.629881    -1.524343    -1.440240   -1.333639
1.276000e+01   -1.618881    -1.544007    -1.483423   -1.310812
1.280000e+01   -1.655162    -1.585511    -1.502938   -1.356488
1.284000e+01   -1.671876    -1.607843    -1.514619   -1.364010
1.288000e+01   -1.745422    -1.642270    -1.544281   -1.444639
