#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.000000   0.636885    0.725180    0.800402   0.717886  0.023027
9.066667   0.594945    0.676392    0.729734   0.665638  0.020572
9.133333   0.535743    0.631817    0.682617   0.603611  0.021871
9.200000   0.534993    0.605605    0.668495   0.592698  0.020299
9.266667   0.502786    0.571396    0.618722   0.546289  0.013735
9.333333   0.479805    0.549202    0.599890   0.532406  0.013731
9.400000   0.453892    0.508516    0.560246   0.494655  0.012070
9.466667   0.407026    0.475707    0.530272   0.458621  0.012866
9.533333   0.360365    0.429876    0.487627   0.419523  0.010215
9.600000   0.306563    0.377231    0.451848   0.377565  0.011422
9.666667   0.271868    0.342757    0.409318   0.340610  0.010838
9.733333   0.226536    0.307868    0.386549   0.306618  0.011758
9.800000   0.174779    0.257796    0.343745   0.262690  0.012363
9.866667   0.136728    0.219162    0.309491   0.229941  0.011854
9.933333   0.123425    0.192766    0.276087   0.203993  0.009948
10.000000   0.111014    0.175050    0.250344   0.186759  0.008564
10.066667   0.095179    0.150888    0.222430   0.165841  0.007178
10.133333   0.086248    0.126430    0.197136   0.145759  0.005786
10.200000   0.071857    0.110036    0.157680   0.121888  0.003641
10.266667   0.070798    0.095457    0.131218   0.111773  0.003772
10.333333   0.066886    0.091040    0.132394   0.107330  0.002774
10.400000   0.063072    0.086349    0.117970   0.099440  0.002331
10.466667   0.070412    0.095453    0.128295   0.106841  0.002401
10.533333   0.062689    0.077277    0.099772   0.092216  0.002060
10.600000   0.062954    0.075684    0.102004   0.095128  0.002833
10.666667   0.058600    0.070693    0.095118   0.087628  0.002012
10.733333   0.057665    0.068481    0.092797   0.078349  0.000665
10.800000   0.059082    0.068073    0.086301   0.079481  0.000991
10.866667   0.060282    0.075654    0.094210   0.080222  0.000480
10.933333   0.053980    0.058282    0.066454   0.064719  0.000271
11.000000   0.061866    0.068492    0.087534   0.077679  0.000514
