#2.diskStellarLuminosity:SDSS_g:observed:z0.1000    #4.diskStellarLuminosity:SDSS_r:observed:z0.1000   #6.spheroidStellarLuminosity:SDSS_g:observed:z0.1000    #8.spheroidStellarLuminosity:SDSS_r:observed:z0.1000
26595288.6748799    35997961.5675648   49640153.9385343    117306720.581802
27810691.7482692    73870689.0562304   27055091.3852379    68280895.6450743
2608015.3012413    4957106.26882602   96567196.2731877    220960270.539135
7123459.4195091    10213989.976488   38376892.3406422    89596698.9709312
316473.509950136    620250.702388488   48446718.4041399    116328606.460002
32227026.2002375    41306912.7736259   49922814.7510097    116117326.917992
29851345.2633503    74265860.0605881   58168441.7163622    141499443.893998
37507553.4645293    46788114.8096224   48890286.0047195    124567531.959894
8475454.27956659    21442941.33867   26113244.7352944    65841172.1604473
17273333.8729537    44471592.8103595   56991816.2939312    143371709.448593
1480318.8235935    1596216.31116775   118397535.464818    253813911.056176
93021553.1332913    126046738.66145   63502178.0774433    154364028.385961
52268206.709489    55804055.223671   26262846.5816226    52737870.9594454
353863.915454066    418237.588801777   76541896.4556794    187564313.190101
14776201.8898873    27022782.1139703   27873312.2907347    65778826.9731076
24846254.9895598    42423869.9807952   50398939.5762886    119945581.776822
26504964.5691309    66163074.706267   20047694.5198988    49797528.0740764
142462818.018087    202503031.924753   22515476.0649663    55028241.4123596
20111159.3490591    50155695.456184   19306859.9669001    46032560.8391355
14342448.1751789    30935711.0997552   38110615.7848157    91469240.9162888
11585325.3253523    23640474.1024401   14065900.6631584    32127198.5847468
79426397.4061566    116063897.84625   18487952.9578965    42993044.3368773
72771586.3791588    108368086.562465   63661428.700231    160505709.672327
18676950.2233173    47353352.0608024   18919549.5333865    45817582.1984984
20577509.432805    51867577.9737526   21048509.2655389    49519670.8547364
52464606.1842218    80343588.6302829   9559074.07073563    21643161.5246253
14009289.384079    35411333.2657904   37161261.1923465    93025257.9883991
24400191.3114068    27248052.530536   65237459.7117945    152924306.845371
0    0   0    0
131022404.102995    198657220.245138   37504466.5345983    91393075.9211789
232784.104188174    401752.67357072   58883752.8106608    147310809.610846
546988.239084746    1164504.78583385   65817618.7356876    159979779.916281
34009104.7784047    34352473.3471982   88942118.563154    204923359.012421
367414.69453392    844212.308255327   69992892.9166494    176385340.146757
8656229.40535296    8858200.61199625   44913221.4193475    99423546.3713946
46889694.3448308    56719003.1471048   51561916.1501955    122816607.710298
22520256.395624    23807807.055159   103771337.855445    229853888.384617
17936521.7408069    18714272.4490199   69437159.6658805    153543697.013158
24612537.3139541    44265618.0886142   48073645.4184392    113969791.091024
7354494.47551023    7656115.76808748   45928404.0302585    108193369.752646
5298184.76678692    12020114.7347533   27814220.7069592    65210808.7636578
17412577.6093757    43647795.5700076   15679729.8271565    37979863.0616692
7528447.11984306    17577461.4733203   47615169.9165787    116501842.861316
78267394.1608622    113880151.439898   14075317.1569406    32230157.3122994
604095.913582594    744311.095707475   56902546.8538166    144278451.187293
1046820.38941971    2408069.49903375   40709843.0255362    100225821.466445
29604596.7668552    73285667.6349506   24179603.4505917    57278859.2687557
9700913.33812198    15260684.0415353   66370109.2634128    161826214.031864
132965461.440934    186263683.428925   20129412.4949579    48073359.3900014
55279662.613465    85840324.1821951   46194066.8846212    111056097.634607
83503.7537124844    96410.0198232307   43802362.4772932    90489499.9410792
26123359.0091786    30700108.1838007   45193420.8025954    109420874.941191
17027649.8940738    24417194.4664126   34211969.4012468    86829326.6036198
28554430.7702563    67894216.2911888   40636474.0249399    99315050.6313978
23722188.1889318    32687356.7207658   12359213.5811159    28565465.8671361
23623261.3256115    61785250.4715419   23150170.7132854    56314149.5707205
30657963.1814354    57759858.2576098   15454079.8995152    35571512.1769114
66111224.4184085    74507803.5817274   94337422.6015595    225423671.276347
55324097.998879    68336218.4701476   62900329.6020916    149389632.320788
19910555.9319659    51007796.5068894   43514571.5377773    107763903.180243
4540755.38917825    3971955.23318782   142267355.667543    267244254.076029
48198400.6601462    60406017.9177729   3136513.26664624    6900777.08112361
52009.9852181883    100118.200404211   63250721.8423077    149142525.935111
10811019.651885    23617365.2202036   26602357.3383643    62913926.5317761
273985.340984971    241111.715539711   35871664.5602876    83521704.6534462
57775587.3837365    96878738.0589781   16034669.7559574    37979443.5298335
1033112.78799919    2110923.43742626   55223481.6852634    133372544.543398
40799798.8164797    48940402.1514318   62834117.5102348    145159315.411373
41620316.6816945    67100961.144289   36446252.9390898    90463879.9437745
28599390.5957362    41375877.740008   51068462.8064787    125682424.703032
22865362.1719175    47019889.8788312   60941100.7618222    151406534.643393
24999912.6620712    47616687.1489064   12344862.4056737    29307544.9248922
47201.5659383327    79067.620087595   40959179.3924355    100338426.193113
11474672.8016748    25257017.8614134   38150702.498321    92668111.8850575
58183009.0678523    102304427.184479   19518159.481016    49697431.2126019
52749021.2400907    67604987.7116746   25417959.7231933    60900032.6440322
28115197.5988396    71220766.3458866   26694639.0016072    66576787.8404731
32630340.3124924    41429667.1090183   59273696.0319931    146150322.732768
30240240.5316977    57282216.8483642   14574483.9792707    35203097.0940764
20091738.4864703    52685213.9621144   29559384.7722346    75200991.8372433
0    0   41758743.550312    95578636.0880963
45147720.7607509    67637741.6151581   26178243.1416119    64322862.4232347
122404365.259606    183316300.135001   21280624.8791848    50506424.109106
31144709.4724058    82797563.5791555   27925601.5121499    70438382.1678913
34283342.7700957    81403705.8126108   19681967.2753482    49167746.7772565
132023283.050187    171572782.53009   42490274.400114    105791012.101085
20483186.4706863    30002446.7354874   25812099.6157966    60576544.8036389
0    0   33941894.5186992    78308803.6398038
10837306.831045    18564474.7245726   51642791.0433885    130165726.070909
1453649.26616393    2108163.20283673   56528173.7746053    134008145.136238
5377734.74693998    12208160.4541923   37275048.5574424    89278190.4059126
89888162.7508164    120071376.844922   24601102.5092134    59808272.2378504
4432719.16511187    7183773.52125153   27790282.4155592    67410389.4604573
48244558.5478718    66260281.4412235   26447117.8068771    64497114.1099414
127709.782930538    171494.10744298   27866742.6181701    61245177.1317119
6554897.69511378    7702926.605658   66249098.2294999    160901835.784532
86835838.8625143    114767423.647912   44350462.7588555    111977152.218749
25439912.1690105    37368327.0384817   14512904.2190543    33046410.0237078
2810149.59637344    4384567.35118999   40332973.0244288    96614634.8935035
1919776.32796736    3614477.7554138   64335826.0679764    156785070.082276
28110153.7525245    56104791.5942235   50540184.2370591    127171943.874459
18316224.4502643    25149233.116393   33856698.7818602    81846056.1999009
7638803.81997311    19159016.7483935   49774701.7544444    124559813.863793
79982694.1294571    147130738.854414   28301243.842666    70418289.0471872
0    0   0    0
2488549.64689758    3018322.31643797   80076714.8636247    194576725.33163
8986584.18385375    21945790.9235765   31781722.7350346    77378879.7348328
7718017.88288403    8115036.12854611   54242073.8733813    132472022.514781
99905036.005156    141232056.040436   27980807.953927    40959070.4236253
4227159.49177342    4492357.57381595   71527593.0719871    155067493.527568
6595428.46355527    14640321.6327508   42866224.2263751    104559714.612913
9457584.39210082    15413085.9483865   26867214.5757321    63990382.9926827
1366890.85474457    1742391.24891038   46290255.1059089    102476187.701665
29431058.0371642    77950741.3979103   30511585.4749193    75274111.5034524
60763.5621541569    130564.704398425   34147986.8450607    86014683.0784272
13707548.3055589    29048060.5452588   38800433.4486323    95087797.0976439
169657.464196226    242356.743487562   81053303.8442639    186155164.446524
15148735.310635    38987424.8009162   14605199.6187416    34847065.5117394
36482097.0241994    73057997.7688437   40079538.0923746    101039279.096606
22406455.5403764    37354241.3049477   17039560.1367935    38914358.0271192
23984486.9776288    42456325.9261593   22523055.4316968    54341586.964921
13810423.5931065    18910773.4988542   70087884.6150925    172079763.460793
21821425.6909477    50730529.2586664   30833641.7618507    78196902.1411183
35506741.5925534    87306586.6144451   23337478.4134185    58273513.9868666
83131355.3348636    118708423.104302   36750121.4933662    90299983.7946326
3713460.14847351    9183532.0458364   37855483.4916329    95380210.1262755
143070.62359315    214774.741360426   63378091.4366539    146178480.432159
55046637.1047372    69849854.8133629   75803743.5597862    185669834.110588
19345492.9459941    34357344.1393283   55760488.6765327    138052221.684533
72443674.0526561    106712003.861431   41006682.89519    107522697.317296
40079776.9357227    77359750.8050727   14544155.8201951    35973188.8816704
33705905.9862517    54964620.9885408   30949065.964876    70631132.2875247
11050836.2274625    10312676.1137453   15745199.8472666    33670924.5595411
8305581.90450233    7635982.46075081   0    0
12224171.923052    30860602.570942   29812763.509135    75102922.8164189
1009889.88391064    2014472.31072365   31088071.3513606    72398875.5426692
132826015.080441    199808047.833712   23365340.7026107    57973848.1483443
66102400.7956009    79379673.031233   54412422.5250281    129503815.78366
9393090.39960216    8902454.2949994   0    0
384877.498024088    717496.649141771   45579505.3560588    113575215.246544
6221513.83391547    13117596.5877332   37436847.0142131    90586426.8153216
64529250.9644692    90325028.6542872   49895192.6328694    118372683.986791
532916.796123661    670599.395656212   56468731.9269917    145503300.442662
62080207.0238741    98548874.6831363   39552326.5667453    100517172.513033
78905465.1846918    103921226.464883   44658580.1672138    111175345.655491
170368741.855657    251197678.596587   28472139.0376261    65739544.0480928
95091872.852184    121811479.158391   25768940.9018792    60308045.0336916
6672378.51366078    11289967.6824497   77220835.1652218    192457217.329975
111803854.479713    158688514.603591   12526560.8744455    31100851.3555209
0    0   49033385.0564931    113515719.937494
134532.069304406    256717.634167035   42658469.1028043    105885646.24617
