#2.nodeMass    #3.spheroidStellarMass    #4.spheroidGasMass    #5.diskStellarMass      #6.diskGasMass
1258362430904.36    32408393271.8731    4.83924615173033e-08    3097401976.10197      3368493346.66689
1244906367366.27    25567787406.6236    3.98981683385627e-29    28432922205.687      3.00046700146134e-11
1258420191396.49    43840803154.5464    6.93879252595951e-13    276428336.706533      134207421.027919
1256624291568.64    24304734939.7993    0.0469669663352135    694948670.717856      776396999.977562
1258747497229.21    34607326522.9042    0.00427387306165796    63081958.2139937      14962.7077769615
1251189708232.39    29529197134.0996    686.085581264654    2638837325.16518      11601132882.9179
1261112737751.52    46702909767.8977    1.72241188249178e-17    23253291852.6763      1122968.36970788
1240841609716.63    45962175111.7984    7.13133991555806e-17    2931602175.24354      2093085837.30225
821406377074.093    23988207107.0365    8.57449156533498e-22    6841302592.86842      6216562.0934937
1253796494513.73    50391997445.7218    1.01345442674268e-18    13544041198.5914      20227.8783940797
956108364947.463    48643868058.7057    5782708.7974938    96373034.1739813      1816753941.21702
1201138310787.21    45564867218.5004    5.80196307347085e-05    7590967768.79675      3058818500.24448
842599382770.935    6625093781.00226    320.97025530059    1992855484.8277      18123323036.8878
1241049578896.18    57438632236.5471    1.36642289159618e-08    23104790.9709172      250826754.734551
1217716174917.46    19616798031.964    3.02105185134323e-13    4647965067.1862      6039319051.45753
1233974765590.6    34517618994.3279    1.26007506075261e-13    6270541246.91359      1606158512.70433
1219876567179.1    17393245340.7976    2.99803940138272e-24    21044663276.7684      15331.1740344133
1190720314331.08    18445889827.3981    152695.451402713    27010881922.7306      933492201.36429
1238905986163.44    15846069145.729    1.39664061799062e-27    15761240979.662      353113.856170104
1234013570918.85    29314933709.2388    4.23319052646894e-20    4967158676.67529      124388.991425248
1234608390506.59    9131872525.94628    1.01280579342851e-21    5145602298.11542      165564901.474585
1227923018510.78    12794345857.0746    8.04120458240655e-20    14062200803.4327      2227169234.56136
1195840698981.98    55521698608.1827    3.35970141807975e-14    8104609233.28402      1870279876.16991
1233093778768.72    15553918813.7069    2.37607538287082e-31    16564908733.1554      15288.116537913
1225932813408.73    35586847425.09    2.44117842917474e-13    12942400.2875669      7.07243455181736e-28
1231695999666.87    27586439102.5335    98961376.2857056    40158679.968187      75419151.3008775
1231106436090.53    32812536421.4712    3.13079094378651e-20    11459369500.7944      2.3443555167284
1225512477859.18    41494766647.0253    0.000769366124804995    1416801509.51363      137290026.807973
1216091349943    0    0    55789367.3819178      10152807766.7144
1224972401727.55    29684526618.3553    1.53552462015614e-21    27356067340.5143      142083667.987726
1219519727755.32    47530142934.5981    1.34747385248545e-13    46240232.1396782      253707656.90465
1214638218814.92    48126072073.551    5.40551872339838e-13    259986063.897046      869247.887287264
1218783887158.24    45686464957.2115    0.0871456494158988    1370200731.6702      857779200.079252
1219773548442.98    59007023395.1603    2.63246895360549e-14    241936378.148548      4.95871770699255e-05
1205154904249.53    19908104696.961    19665.5044222784    501047373.278737      5728717760.75513
1213213951616.82    32970398035.9465    2.23742614106321e-12    2936553296.40745      1197379071.15321
1223085191082.29    50737002616.8095    8225.53831318537    1390167001.13523      3850210566.48184
1211934878417.28    30650075845.9735    57949.5160839334    923797723.073543      9107340042.70899
1201398482644.1    31287483281.3805    6.19454595417528e-13    5092617669.06934      36056062.9599895
1212001132743.39    29471905487.1116    0.0143558350531644    509513287.41656      1663443546.48895
1187745197945.9    19477790036.8684    1.98416694131633e-16    2590020141.84652      10750485.776502
1218305055172.54    12910500951.4154    1.1292461059181e-37    15470832298.0816      5.6139552118707
1171818755690.81    37191449895.0367    4.62484410602116e-17    4282861803.45611      1011401.27576807
1200938054450.07    9056674731.56548    1.14859994375202e-12    16535617024.5838      4938463324.6559
1209267525551.07    49628982884.7666    2.18807924968146e-13    46483156.5448925      753262127.503479
1215239261060.85    34388400491.6725    1.40437573128213e-18    561570222.128695      0.103324808091489
1204440974258.68    44880108687.2026    4.10267537668608e-08    34721992.5850286      1.37062642064489
1208706964339.68    54594670281.1037    1.75733894553336e-12    2396507720.92353      745257496.341006
1208869516555.06    13619169982.3878    5.61614011247367e-14    12238249806.03      7470503994.36872
1199224819461.82    33935768971.323    3.06036584518021e-16    11451578305.5181      3189143947.92177
1203096751699.36    15736453466.9029    5495577.6381324    3448037.15909163      9746070.83015441
1199543473356.43    32452294108.774    0.000779697326903908    1417977916.38774      1399203649.01321
1195411941821.16    30033733403.5371    6.44716044935249e-16    2504393931.6749      10664128685.243
1187361279101.99    54650655762.9435    192455.108787085    31668334.4421242      172916.879758253
1173339358565.32    8311534762.39627    7.30901180552973e-23    4774623995.42862      3571283669.89371
1182584248455.37    19013643768.3116    8.29831697618732e-27    22981866796.0149      0.402098062808164
1129925771490.19    26073381127.9824    167504.226250018    5945.65280807993      24.4550560445373
1190539704142.4    56644138568.4575    2.699632621161e-06    3337723299.17386      3080663373.00825
1179978333229.26    40131621521.4475    0.269213636190905    3036797200.91597      3192020150.20228
1194224805617.81    36779227160.7116    1.11108584007139e-20    15667582066.6581      1.70197394587469e-08
1202852270258.74    44451113924.0223    103031.895415027    474212981.394531      2280267039.00596
1195762070348.29    1556872854.01218    0.0187327833790698    3736305661.46748      20852511989.484
1185867823761.22    38730262339.424    0.0102436196953945    7602375.5460324      9328.53825744644
1188028953142.84    19455020515.1328    2.13277525698678e-15    5748851867.7464      227605879.871776
1181671189880.22    25675193425.6921    6.30163203339762e-09    83270427.7597518      360183303.65024
1092274833648.58    11893686875.3498    1.21376577484368e-23    18540008225.9361      1560568141.07752
1164082137953.21    38778269492.5173    2.44990360006362e-07    312502525.563125      389579.519559299
1154856169982.66    44351701440.4936    14266067.2562605    20674681.282878      4468633.96225776
1178179495369.46    29678521236.429    5.7727376071723e-14    7565601398.87853      2675739206.65498
1161345792316.66    39675203492.0286    6.38274815451478e-14    3807068673.14806      2902892229.09958
1175991162926.52    49906614526.997    1.41064021750521e-14    9020543889.69784      327262281.794072
1178215544698.23    31010603790.1054    48404542.6950315    23533648.3574899      2496599599.19359
1176544581494.88    29555274655.7397    9.92091037259595e-11    113542662.120413      2063949685.21566
1178391479413.04    46661923190.418    373838.225667071    84300484.5028231      1344342211.58129
1153191415228.17    18483135092.1675    6.91658479490224e-22    24292025675.3301      309306266.360313
1128385192769.77    31273021617.3285    22649148.1957851    6881397.59881416      464472991.280679
1157275627976.95    23505643572.0865    3.83832960000269e-24    23612536863.576      2.49495385514222e-11
1178070892636.51    43501826658.5196    3.40835537838594e-10    1895188560.07082      902990830.147102
1169950227194.29    13476393035.0418    3.34227329433681e-29    15245464077.9623      1930172715.412
1153112072115.78    28926868313.7295    9.57044152475609e-32    19165253794.5044      5.38568087514499e-28
1171865313479.16    22006720491.6189    2186.02017443818    1061765.08052297      509809.673438649
1169972979764.53    21605082956.4396    2.10219674302236e-19    10808189903.6679      2011288120.41565
1158630683100.8    15232005766.2898    2.43465320845827e-20    22310890838.1128      2026581856.32535
1157665226369.88    26553333144.2317    3.84924635191005e-27    31967442984.0886      9.52091860828293e-16
1155729113225.96    17904255738.6331    2.66000391574673e-22    26527128464.3915      59309426.1699981
1160510325906.46    38188870360.4078    5.07229581411755e-16    12823255377.4179      1021367184.66008
1150606055982.36    17888586814.8301    1.04209641499398e-16    2549558662.17383      1524730563.54245
1101529389944.86    22998835581.1948    1779.19961964766    4080981.23663523      212651.022871053
1156383980246.67    44913795607.7574    2.11103422202952e-14    2721381823.71863      657019708.454455
1155112430648.16    37725508441.5861    86.1881344169959    222105405.549449      121553461.65754
1142854925160.15    26888369829.4708    1.73269993278815e-15    2437146649.76654      950451.224574363
1146501287739.05    55366206558.5928    137.768198347476    17895239.219248      97.8689366131207
1149334003433.71    23068453422.3316    5.86706927700341e-22    623684886.249363      518727.732750097
1152978110112.44    21314294427.2077    3.508310187365e-15    7116313193.13855      10324192527.5705
1065250131294.57    14838929483.037    814839.677997064    24686006.3407871      1382680579.58648
1152824838032.73    47441644785.3152    0.730585193773532    470957330.296039      2909208090.14304
1153321575640.51    57439911721.0535    6274138.61015678    58850099.3217854      1327277741.49695
1140282827844    9391086965.5896    3.81729253909359e-24    5158325835.80834      2235182304.56311
1145214727457.97    29188450865.8879    9.04304734495048e-14    510083009.619739      1607787596.78088
1141748491549.43    45954643777.2904    2.28683639432442e-12    202612162.058458      10890.7558783097
1142800967929.77    45431579449.0833    5.92592808884394e-16    11861466921.6074      668895105.777315
1140139151180.24    26397178539.1837    1.60356064984025e-19    2526634363.75998      529547067.792092
1132740290095.22    43096270929.2771    1.09785593830681e-16    5605893567.71196      122692.595730604
1149320947376.61    25628073319.5183    1.23060499562214e-28    35270793854.2029      104333.094310751
1162872017922    0    0    20474080.242965      6511022609.63029
1129215186009.74    59386485598.5889    2.10624233468115e-06    110958776.368275      43586.9559202144
774310019093.441    25289287202.6807    1.56189483919924e-20    5804255884.17791      4.01943081359543e-05
1142663633162.04    38288076119.5996    8.63818546480468e-14    516481605.326935      2792667588.76728
1139973180462.92    7334625580.40878    2.93568630374212e-06    14891916528.5266      6752432499.49921
1130543745706.07    29867403341.589    30633.2789210837    407717892.129807      4889890800.03421
1127582389114.18    33596656301.0652    4.4089592304586e-15    3151526789.9913      12525954.2808092
1135685463015.5    18592246260.1813    1.35576286999356e-13    1720828766.02788      373097018.792752
1120396413278.69    22360437381.215    142243.715401091    61796794.1320583      271680134.232507
1135971941952.14    26192734533.8781    6.37258172083376e-21    28828282654.1693      1.2227764141255e-20
1126127152486.94    29759280634.615    3.04799217710386e-17    18629546.6027012      -4.2257271134414e-31
1120722991728.55    32088124007.6961    9.16879488409152e-18    8163012633.37306      808036361.861258
1129358049153.75    50254591823.2254    286.221931893334    425059326.172846      2338725572.0913
1121966251634    11411703733.5915    2.48747281974539e-17    14326360939.2013      1.3064942046951e-13
1108224890455.3    36535696332.8618    1.05769025852943e-18    16146272194.7885      44771779.9700169
1119161633575.55    28326628954.6875    224401477.807308    7057045.73847516      724503483.831218
1120241695380.8    17325192989.942    2.82712171444901e-23    10513505758.7923      838498869.553227
1102796984953.93    51812508511.0646    4.27795769741689e-12    1354105263.26864      369457017.759944
1112739277383.07    29618314973.0358    4.60527652534961e-22    13938867315.2666      16998826.4390679
1090918486655.72    21256179825.742    1.70124466697187e-22    23097660916.5425      298760.222664494
1108107251122.06    30084858226.5239    4.65184614266104e-17    16839167686.5107      3245702672.28509
1113608927868.7    35051418840.0598    7.49462280472146e-20    2286419794.75267      18.5268410035485
1067230088807.71    37693504808.0146    4.35092008302183e-11    345458149.190149      5475001.67783622
1107649097296.15    52410428929.8514    2.22448188465711e-13    4180596067.68931      407087336.263933
1112802132853.4    43037840857.1042    4.81518857840416e-14    4727634735.53033      860066781.4964
1110634680310.86    43651644908.1851    6.39465682987178e-23    18368471681.4324      151215632.502977
1113359301178.19    14033329779.8277    1.71102891297226e-14    18117161332.672      2378558487.76857
1103390803882.36    18691487706.7967    1.26829814725434e-12    6144819473.36884      1259605471.65219
1101118560799.51    7327535195.31647    2.54786773732918    746811695.035375      7136055153.08354
1111054846338.27    0    0    641761746.634027      22130228083.1721
1103333153673.39    28270918882.409    4.41431425019782e-18    8123108160.05556      7903295.06882561
1113635517223.04    20588316366.6587    5.5431489251041e-10    278225225.181519      7930019.02186465
1105108488339.47    20903945354.4702    117338.313414372    30101262676.4986      746395332.542615
1111817213264.57    46978383267.5106    54978482.759689    5351924.08493911      815319569.229571
1090891112043.66    0    0    429413274.794652      18222820225.1454
1082637931142.91    38476305619.6182    1.39680208516051e-15    66491024.8614439      6.15746279600057e-17
1095470707838.05    27686310397.9774    1.72588947560038e-14    2514836812.56765      56168909.5266539
1097978403951.05    73042138908.4247    10.8206557122922    0      0
1056955945988.24    57402167992.5325    5.31516408470766e-16    109445364.558201      927548426.874417
1102529763429.62    36687775605.1424    1.33870384319991e-17    13083251745.1887      932594689.474406
1092053843857.49    37700825106.0236    9.22032637525751e-16    7889756898.72434      1806335438.66926
1091983220916.44    19952996521.3111    5.40034891084531e-05    34509906168.2604      2457135835.42695
1085798485673.66    17499604494.1974    1.66958994932898e-13    8154626142.44699      3738316492.2016
1090419939431.99    95983290400.3783    238729.73302926    42839684.6500698      16029.7299793294
1099805041617.48    10785332016.1835    2.19981145475196e-25    20399018771.1924      2074222164.36337
1069157636749.79    28780978059.4352    313.760768588182    508945.092774602      28201.7071062383
1080491115081.32    34032649422.9548    7.90511293954614e-13    18007774.2838299      5.12874968208362e-06
1084567814212.85    10235540372.688    1.56066016091695e-13    16202125507.584      234893803.024623
1076241717954.09    33330375984.2219    5.31403102369921e-12    3051001492.84846      3755640023.34227
1091443707150.28    12383105815.9355    3.32163642888254e-15    10546107340.7153      3097394966.17937
1077117731629.38    18127076772.3768    8.89101585038807e-33    20636219589.0612      186605696.820214
1075179485532.2    20037309691.1488    55121.9499330345    308854370.06679      5965195625.40546
1079707771347.51    22057818411.5364    625.404718683146    22472551.3553612      10713356.0471947
1078588387480.51    42149088021.9225    1.69867927311892e-15    273228523.8014      118929.798538957
1004439532648.08    29299047396.2961    1.54514467239726e-16    1184356347.32905      1940569.88121754
1073870578042.92    28036054789.7817    24.8130415230879    735071397.932472      3729423754.80125
1072724279903.11    30683325718.782    1.16289634980409e-07    4076895725.29257      3941058183.02831
1074970653837.18    41797961802.9022    2.57468396319875e-12    5257878768.12362      1534949340.75704
1073395617831.23    10872501290.3888    9045841.1171871    3759374.43290245      92027722.1032927
1066759266585.25    28365086491.6773    2.08228986132449e-15    5548075102.08719      3941941070.7651
1079737311122.98    16730904047.0413    3.87843342737232e-24    19382437062.748      4.19645836267138e-27
1074199569719.87    20148136165.5731    6.26574961496503e-21    15847361942.0613      20305827.4887451
1074713811399.64    23692273554.5834    5.55699103142574e-23    28800164954.8593      0.341776734122655
1070765265411.5    19069016815.5611    1.80057024609532e-20    13154570504.1448      1294269910.62009
1069919379432.24    23112658322.0951    2.16576599555973e-26    27359878243.9408      49175851.7454952
1067158110475.63    14945258157.1446    1.54927795694173e-21    17481276032.7105      7253301599.10888
1066088424242.47    43263386614.2706    36445911.0441041    0      0
1060330280261.09    17798229659.0479    1.58071010705743e-32    21940025792.6903      624717984.205344
1042070442299.32    38538738093.2911    4.40905434242675e-14    9849966648.52881      822104486.212726
1067203773948.82    11731028856.251    7.55351377480308e-07    3674008.34152969      106437914.917925
1067678377273.13    10368463048.7968    5.82256681035529e-31    13441554270.4762      143789.031215523
1070390287730.85    9425341254.76808    3.17645810364499e-21    11102356264.3055      -5.68882406741014e-31
1062331629230.12    16445235998.17    1.08802302404077e-07    192085205.601748      17944219.0823123
1065940670072.86    22794361171.5496    0.00067072943130528    2973185202.7378      7287160087.73379
1067904198143.53    26012956354.2901    3.13213477286714e-13    8453910802.56484      1409568855.97731
1052405427366.94    27422410602.6136    7.3953309699528e-17    9695016496.37578      19431590.3926452
1041792108451.14    27801241715.5934    3.63133432905173e-06    4102190745.43244      2544249370.48745
1016816973567.74    36667805943.0134    1.19116109846308e-15    10470874169.8013      38246778.8818512
1051290039122.98    31585047865.1666    2.22729405559831e-20    16460824088.2763      2282777993.0462
1050580256273.55    26007315660.633    21964.8792273324    6603394.36800028      8607271.86874081
1048395585276.02    10404850419.8345    -8.48078685249635e-51    11816278464.697      -1.73578516483459e-31
1053763185062.8    50987438410.421    3753.57192579406    189783911.539314      996055495.18091
1048070856690.56    26425057949.7926    7.158090625213e-15    4344580309.56989      549099496.095214
1008682566617.6    21774669233.0115    9.54862659845845e-17    27968332801.7464      195040643.566627
1045049100529.21    16030849060.1916    7402914.27926579    21861400638.5203      3850720730.6681
1032298175343.55    27310290653.724    1.21199835091988e-16    12683299556.4577      1295434281.82102
1044308784540.01    27830230456.0304    3.09877745596039e-12    470809603.73897      71709.1379723092
1049508293368.2    29827926888.8395    2.73233264848688e-13    389323242.298535      57247.0211758134
1048667497221.19    15962435006.1484    1.85822632773067e-30    20471592871.7333      504352904.79875
1038280063152.83    11111864986.3267    1.18879045144032e-16    7603282356.00132      758877829.04004
1009182938112.57    11553981365.6202    0.0130270085106658    3369713219.68534      10254130371.5826
1041340593753.13    17178608893.4141    7.67736851952964e-20    20804932008.3596      274354.854945102
