#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -2.995003    -2.787378    -2.590886   -1.809037
1.104000e+01   -2.974003    -2.777587    -2.560306   -1.136542
1.108000e+01   -2.960449    -2.762798    -2.526737   -0.878077
1.112000e+01   -2.943399    -2.740444    -2.477231   -1.445031
1.116000e+01   -2.891353    -2.712736    -2.441769   -1.174635
1.120000e+01   -2.909656    -2.700290    -2.420451   -1.109816
1.124000e+01   -2.896509    -2.659280    -2.357153   -0.889317
1.128000e+01   -2.864187    -2.613669    -2.304519   -0.880603
1.132000e+01   -2.823886    -2.564839    -2.268719   -0.896981
1.136000e+01   -2.789690    -2.531255    -2.235025   -0.938235
1.140000e+01   -2.795704    -2.510036    -2.227733   -0.945578
1.144000e+01   -2.746802    -2.455959    -2.164423   -0.956177
1.148000e+01   -2.782401    -2.458513    -2.152575   -0.945938
1.152000e+01   -2.747786    -2.454420    -2.149769   -0.928583
1.156000e+01   -2.672106    -2.391409    -2.121592   -1.002594
1.160000e+01   -2.634553    -2.382372    -2.075580   -0.877539
1.164000e+01   -2.647626    -2.376524    -2.065482   -0.904972
1.168000e+01   -2.563428    -2.301343    -1.987780   -1.013760
1.172000e+01   -2.560203    -2.255270    -1.910133   -1.052787
1.176000e+01   -2.531343    -2.197577    -1.861898   -1.044885
1.180000e+01   -2.467243    -2.169606    -1.816691   -0.929321
1.184000e+01   -2.476364    -2.132853    -1.824740   -0.985459
1.188000e+01   -2.433959    -2.093705    -1.583969   -1.064768
1.192000e+01   -2.357172    -2.064548    -1.632031   -1.104282
1.196000e+01   -2.329314    -2.009442    -1.508414   -1.087655
1.200000e+01   -2.298617    -1.965658    -1.433734   -1.101919
1.204000e+01   -2.166208    -1.776029    -1.395606   -1.121962
1.208000e+01   -2.204091    -1.742517    -1.352636   -1.151070
1.212000e+01   -2.193425    -1.658207    -1.335511   -1.137234
1.216000e+01   -1.974133    -1.502965    -1.303204   -1.153991
1.220000e+01   -1.979840    -1.518985    -1.323872   -1.170135
1.224000e+01   -1.888362    -1.472519    -1.317482   -1.152041
1.228000e+01   -2.002913    -1.552308    -1.350805   -1.180544
1.232000e+01   -1.819386    -1.459199    -1.348778   -1.178660
1.236000e+01   -1.761276    -1.448710    -1.366779   -1.132793
1.240000e+01   -1.565260    -1.418664    -1.341566   -1.203785
1.244000e+01   -1.611787    -1.453145    -1.384033   -1.243170
1.248000e+01   -1.573931    -1.452316    -1.383626   -1.273624
1.252000e+01   -1.645474    -1.481618    -1.398206   -1.264691
1.256000e+01   -1.631457    -1.501360    -1.439846   -1.293786
1.260000e+01   -1.607711    -1.511096    -1.435831   -1.337901
1.264000e+01   -1.713863    -1.567283    -1.481146   -1.353959
1.268000e+01   -1.670719    -1.567128    -1.500364   -1.324033
1.272000e+01   -1.687352    -1.581121    -1.483009   -1.380697
1.276000e+01   -1.685667    -1.602425    -1.544556   -1.421007
1.280000e+01   -1.741216    -1.628876    -1.549921   -1.388048
1.284000e+01   -1.733364    -1.629911    -1.563235   -1.426866
1.288000e+01   -1.876133    -1.702292    -1.608424   -1.378773
