0 0.8 0
0.8 1.6 5498
1.6 2.4 1799
2.4 3.2 433
3.2 4 299
4 4.8 262
4.8 5.6 179
5.6 6.4 141
6.4 7.2 89
7.2 8 70
8 8.8 39
8.8 9.6 44
9.6 10.4 28
10.4 11.2 27
11.2 12 17
12 12.8 17
12.8 13.6 18
13.6 14.4 6
14.4 15.2 8
15.2 16 5
16 16.8 5
16.8 17.6 3
17.6 18.4 4
18.4 19.2 1
19.2 20 0
